* Freq[Hz]      Mag   Phase[Deg]
5.00000   -683.495     0.000
5.07273   -672.481     0.000
5.14651   -661.465     0.000
5.22137   -650.451     0.000
5.29732   -639.437     0.000
5.37437   -628.422     0.000
5.45254   -617.406     0.000
5.53185   -606.392     0.000
5.61231   -595.377     0.000
5.69394   -584.362     0.000
5.77676   -573.348     0.000
5.86079   -562.333     0.000
5.94604   -551.319     0.000
6.03252   -540.303     0.000
6.12027   -529.289     0.000
6.20929   -518.274     0.000
6.29961   -507.260     0.000
6.39124   -496.246     0.000
6.48420   -485.230     0.000
6.57851   -474.215     0.000
6.67420   -463.201     0.000
6.77128   -452.186     0.000
6.86977   -441.171     0.000
6.96969   -430.156     0.000
7.07107   -419.142     0.000
7.17392   -408.127     0.000
7.27827   -397.113     0.000
7.38413   -386.098     0.000
7.49154   -375.084     0.000
7.60050   -364.068     0.000
7.71105   -353.054     0.000
7.82321   -342.039     0.000
7.93701   -331.025     0.000
8.05245   -320.009     0.000
8.16958   -308.995     0.000
8.28841   -297.980     0.000
8.40896   -286.965     0.000
8.53128   -275.952     0.000
8.65537   -264.936     0.000
8.78126   -253.921     0.000
8.90899   -242.906     0.000
9.03857   -231.892     0.000
9.17004   -220.877     0.000
9.30342   -209.862     0.000
9.43874   -198.848     0.000
9.57603   -187.833     0.000
9.71532   -176.818     0.000
9.85663   -165.804     0.000
10.0000   -154.789     0.000
10.1455   -154.789     0.000
10.2930   -121.697     0.000
10.4427     -7.671     0.000
10.5946     35.870     0.000
10.7487     36.465     0.000
10.9051     37.303     0.000
11.0637     38.042     0.000
11.2246     38.631     0.000
11.3879     38.835     0.000
11.5535     38.845     0.000
11.7216     38.594     0.000
11.8921     37.947     0.000
12.0650     36.992     0.000
12.2405     35.655     0.000
12.4186     33.321     0.000
12.5992     30.836     0.000
12.7825     28.492     0.000
12.9684     27.173     0.000
13.1570     29.341     0.000
13.3484     31.882     0.000
13.5426     33.909     0.000
13.7395     35.237     0.000
13.9394     35.799     0.000
14.1421     35.940     0.000
14.3478     35.747     0.000
14.5565     35.317     0.000
14.7683     34.795     0.000
14.9831     34.636     0.000
15.2010     34.882     0.000
15.4221     35.511     0.000
15.6464     36.192     0.000
15.8740     36.708     0.000
16.1049     36.928     0.000
16.3392     36.758     0.000
16.5768     36.154     0.000
16.8179     35.111     0.000
17.0626     33.654     0.000
17.3107     31.932     0.000
17.5625     30.384     0.000
17.8180     29.364     0.000
18.0771     29.076     0.000
18.3401     28.979     0.000
18.6068     28.691     0.000
18.8775     27.890     0.000
19.1521     26.502     0.000
19.4306     24.511     0.000
19.7133     22.186     0.000
20.0000     20.528     0.000
20.2909     20.825     0.000
20.5860     22.113     0.000
20.8855     23.084     0.000
21.1893     22.899     0.000
21.4975     21.825     0.000
21.8102     21.620     0.000
22.1274     24.629     0.000
22.4492     28.130     0.000
22.7758     30.450     0.000
23.1071     31.421     0.000
23.4432     31.619     0.000
23.7841     32.424     0.000
24.1301     34.660     0.000
24.4811     37.451     0.000
24.8372     39.626     0.000
25.1984     40.974     0.000
25.5649     41.694     0.000
25.9368     42.270     0.000
26.3141     43.243     0.000
26.6968     44.576     0.000
27.0851     45.706     0.000
27.4791     46.317     0.000
27.8788     46.445     0.000
28.2843     46.613     0.000
28.6957     47.344     0.000
29.1131     48.361     0.000
29.5365     49.087     0.000
29.9661     49.419     0.000
30.4020     50.113     0.000
30.8442     51.669     0.000
31.2929     53.571     0.000
31.7480     55.054     0.000
32.2098     55.901     0.000
32.6783     56.386     0.000
33.1536     56.857     0.000
33.6359     57.527     0.000
34.1251     58.393     0.000
34.6215     59.431     0.000
35.1250     60.592     0.000
35.6359     61.706     0.000
36.1543     62.612     0.000
36.6802     63.329     0.000
37.2137     63.986     0.000
37.7550     64.615     0.000
38.3041     65.151     0.000
38.8613     65.669     0.000
39.4265     66.343     0.000
40.0000     67.123     0.000
40.5818     67.741     0.000
41.1721     68.158     0.000
41.7710     68.613     0.000
42.3785     69.275     0.000
42.9949     70.005     0.000
43.6203     70.661     0.000
44.2548     71.241     0.000
44.8985     71.754     0.000
45.5515     72.223     0.000
46.2141     72.694     0.000
46.8863     73.150     0.000
47.5683     73.538     0.000
48.2602     73.868     0.000
48.9621     74.172     0.000
49.6743     74.453     0.000
50.3968     74.773     0.000
51.1299     75.159     0.000
51.8736     75.516     0.000
52.6281     75.809     0.000
53.3936     76.103     0.000
54.1702     76.400     0.000
54.9581     76.652     0.000
55.7575     76.862     0.000
56.5685     77.047     0.000
57.3914     77.220     0.000
58.2261     77.399     0.000
59.0730     77.571     0.000
59.9323     77.722     0.000
60.8040     77.878     0.000
61.6884     78.039     0.000
62.5857     78.185     0.000
63.4960     78.321     0.000
64.4196     78.448     0.000
65.3566     78.553     0.000
66.3073     78.635     0.000
67.2717     78.728     0.000
68.2502     78.832     0.000
69.2429     78.903     0.000
70.2501     78.949     0.000
71.2719     78.965     0.000
72.3086     78.974     0.000
73.3603     79.034     0.000
74.4274     79.101     0.000
75.5099     79.148     0.000
76.6083     79.166     0.000
77.7226     79.156     0.000
78.8531     79.159     0.000
80.0000     79.187     0.000
81.1636     79.232     0.000
82.3442     79.274     0.000
83.5419     79.301     0.000
84.7570     79.314     0.000
85.9899     79.323     0.000
87.2406     79.338     0.000
88.5096     79.370     0.000
89.7970     79.415     0.000
91.1031     79.461     0.000
92.4282     79.497     0.000
93.7726     79.517     0.000
95.1366     79.528     0.000
96.5204     79.533     0.000
97.9243     79.519     0.000
99.3486     79.485     0.000
100.794     79.466     0.000
102.260     79.466     0.000
103.747     79.475     0.000
105.256     79.488     0.000
106.787     79.502     0.000
108.340     79.519     0.000
109.916     79.540     0.000
111.515     79.559     0.000
113.137     79.569     0.000
114.783     79.569     0.000
116.452     79.557     0.000
118.146     79.541     0.000
119.865     79.528     0.000
121.608     79.522     0.000
123.377     79.528     0.000
125.171     79.542     0.000
126.992     79.569     0.000
128.839     79.602     0.000
130.713     79.630     0.000
132.615     79.644     0.000
134.543     79.646     0.000
136.500     79.638     0.000
138.486     79.631     0.000
140.500     79.631     0.000
142.544     79.621     0.000
144.617     79.601     0.000
146.721     79.601     0.000
148.855     79.622     0.000
151.020     79.645     0.000
153.217     79.660     0.000
155.445     79.659     0.000
157.706     79.651     0.000
160.000     79.656     0.000
162.327     79.665     0.000
164.688     79.667     0.000
167.084     79.675     0.000
169.514     79.699     0.000
171.980     79.729     0.000
174.481     79.749     0.000
177.019     79.751     0.000
179.594     79.740     0.000
182.206     79.728     0.000
184.856     79.725     0.000
187.545     79.735     0.000
190.273     79.738     0.000
193.041     79.728     0.000
195.849     79.727     0.000
198.697     79.734     0.000
201.587     79.727     0.000
204.520     79.711     0.000
207.494     79.710     0.000
210.512     79.716     0.000
213.574     79.715     0.000
216.681     79.717     0.000
219.833     79.730     0.000
223.030     79.740     0.000
