"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	43.7571	20.5078	43.7236	20.5078	43.5673	20.5078	43.5071	20.5078	50.1959	20.5078	50.1357	20.5078	49.9794
21.9727	33.5376	21.9727	33.5014	21.9727	33.0042	21.9727	32.5306	21.9727	50.9502	21.9727	50.4766	21.9727	49.9794
23.4375	42.5617	23.4375	42.483	23.4375	41.8999	23.4375	41.1129	23.4375	51.3495	23.4375	50.5625	23.4375	49.9794
24.9023	38.303	24.9023	38.2255	24.9023	37.6715	24.9023	37.075	24.9023	51.1298	24.9023	50.5333	24.9023	49.9794
26.3672	42.9149	26.3672	42.9455	26.3672	43.1263	26.3672	43.3773	26.3672	49.5476	26.3672	49.7986	26.3672	49.9794
27.832	44.963	27.832	44.9378	27.832	44.752	27.832	44.5275	27.832	50.3896	27.832	50.1652	27.832	49.9794
29.2969	45.9224	29.2969	45.9256	29.2969	45.9302	29.2969	45.9076	29.2969	49.9973	29.2969	49.9748	29.2969	49.9794
30.7617	50.1952	30.7617	50.1752	30.7617	50.0105	30.7617	49.6972	30.7617	50.4574	30.7617	50.144	30.7617	49.9794
32.2266	52.4808	32.2266	52.4743	32.2266	52.4134	32.2266	52.2665	32.2266	50.1873	32.2266	50.0403	32.2266	49.9794
33.6914	54.6672	33.6914	54.6718	33.6914	54.679	33.6914	54.5909	33.6914	50.0603	33.6914	49.9722	33.6914	49.9794
35.1562	57.8028	35.1562	57.8063	35.1562	57.8143	35.1562	57.7552	35.1562	50.0305	35.1562	49.9715	35.1562	49.9794
36.6211	59.7962	36.6211	59.7922	36.6211	59.757	36.6211	59.6539	36.6211	50.1177	36.6211	50.0146	36.6211	49.9794
38.0859	62.1615	38.0859	62.1564	38.0859	62.1099	38.0859	61.9865	38.0859	50.1493	38.0859	50.0259	38.0859	49.9794
39.5508	64.3649	39.5508	64.3553	39.5508	64.2776	39.5508	64.115	39.5508	50.2197	39.5508	50.057	39.5508	49.9794
41.0156	66.2992	41.0156	66.2902	41.0156	66.2185	41.0156	66.0737	41.0156	50.1959	41.0156	50.0511	41.0156	49.9794
42.4805	68.425	42.4805	68.4102	42.4805	68.2886	42.4805	68.0555	42.4805	50.3342	42.4805	50.1011	42.4805	49.9794
43.9453	70.1834	43.9453	70.1682	43.9453	70.0485	43.9453	69.8344	43.9453	50.3133	43.9453	50.0991	43.9453	49.9794
45.4102	71.702	45.4102	71.6931	45.4102	71.6186	45.4102	71.48	45.4102	50.1925	45.4102	50.0539	45.4102	49.9794
46.875	72.9573	46.875	72.9591	46.875	72.9782	46.875	73.0095	46.875	49.929	46.875	49.9603	46.875	49.9794
48.3398	74.5429	48.3398	74.5338	48.3398	74.4656	48.3398	74.352	48.3398	50.1611	48.3398	50.0476	48.3398	49.9794
51.2695	77.086	51.2695	77.0739	51.2695	76.9732	51.2695	76.8037	51.2695	50.2495	51.2695	50.08	51.2695	49.9794
52.7344	78.38	52.7344	78.3659	52.7344	78.2493	52.7344	78.0565	52.7344	50.2887	52.7344	50.096	52.7344	49.9794
54.1992	79.5016	54.1992	79.4897	54.1992	79.3897	54.1992	79.2266	54.1992	50.2425	54.1992	50.0793	54.1992	49.9794
55.6641	80.6462	55.6641	80.6348	55.6641	80.5386	55.6641	80.3839	55.6641	50.2303	55.6641	50.0756	55.6641	49.9794
58.5938	82.7772	58.5938	82.7667	58.5938	82.6799	58.5938	82.5466	58.5938	50.1995	58.5938	50.0662	58.5938	49.9794
60.0586	83.7615	60.0586	83.7486	60.0586	83.6462	60.0586	83.4944	60.0586	50.2337	60.0586	50.0818	60.0586	49.9794
