"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	43.9021	20.5078	43.1968	20.5078	43.7167	20.5078	43.498	20.5078	43.4478	20.5078	43.5673
21.9727	35.2313	21.9727	29.6828	21.9727	33.4842	21.9727	32.8958	21.9727	31.2914	21.9727	33.0042
23.4375	42.9245	23.4375	40.9481	23.4375	42.4667	23.4375	41.743	23.4375	40.4956	23.4375	41.8999
24.9023	39.3238	24.9023	35.3601	24.9023	38.2064	24.9023	37.5404	24.9023	36.3818	24.9023	37.6715
26.3672	43.1021	26.3672	43.0123	26.3672	42.9508	26.3672	43.1874	26.3672	43.4473	26.3672	43.1263
27.832	45.1467	27.832	44.4989	27.832	44.9315	27.832	44.702	27.832	44.3	27.832	44.752
29.2969	45.8358	29.2969	46.1622	29.2969	45.9251	29.2969	45.917	29.2969	45.84	29.2969	45.9302
30.7617	49.9194	30.7617	50.3457	30.7617	50.1711	30.7617	49.9632	30.7617	49.4982	30.7617	50.0105
32.2266	52.2712	32.2266	52.6861	32.2266	52.4731	32.2266	52.3961	32.2266	52.1833	32.2266	52.4134
33.6914	54.3949	33.6914	55.0816	33.6914	54.6727	33.6914	54.679	33.6914	54.5449	33.6914	54.679
35.1562	57.5836	35.1562	58.1179	35.1562	57.8072	35.1562	57.8166	35.1562	57.7326	35.1562	57.8143
36.6211	59.5715	36.6211	60.0438	36.6211	59.7916	36.6211	59.7437	36.6211	59.6029	36.6211	59.757
38.0859	61.9352	38.0859	62.3957	38.0859	62.1555	38.0859	62.0951	38.0859	61.9242	38.0859	62.1099
39.5508	64.1557	39.5508	64.534	39.5508	64.3535	39.5508	64.2543	39.5508	64.0258	39.5508	64.2776
41.0156	66.1139	41.0156	66.4402	41.0156	66.2885	41.0156	66.1964	41.0156	65.9972	41.0156	66.2185
42.4805	68.2477	42.4805	68.4822	42.4805	68.4075	42.4805	68.2608	42.4805	67.9278	42.4805	68.2886
43.9453	70.0566	43.9453	70.1943	43.9453	70.1652	43.9453	70.0181	43.9453	69.7041	43.9453	70.0485
45.4102	71.6139	45.4102	71.7342	45.4102	71.6912	45.4102	71.5996	45.4102	71.3928	45.4102	71.6186
46.875	72.9132	46.875	73.0562	46.875	72.9593	46.875	72.974	46.875	73.0216	46.875	72.9782
48.3398	74.4305	48.3398	74.5808	48.3398	74.5321	48.3398	74.4452	48.3398	74.2916	48.3398	74.4656
51.2695	77.029	51.2695	77.0159	51.2695	77.0715	51.2695	76.9523	51.2695	76.7036	51.2695	76.9732
52.7344	78.3365	52.7344	78.2759	52.7344	78.3631	52.7344	78.2244	52.7344	77.9373	52.7344	78.2493
54.1992	79.4791	54.1992	79.3918	54.1992	79.4873	54.1992	79.3696	54.1992	79.1263	54.1992	79.3897
55.6641	80.6343	55.6641	80.5253	55.6641	80.6325	55.6641	80.5197	55.6641	80.289	55.6641	80.5386
58.5938	82.778	58.5938	82.6394	58.5938	82.7647	58.5938	82.6641	58.5938	82.4684	58.5938	82.6799
60.0586	83.7685	60.0586	83.5936	60.0586	83.7461	60.0586	83.6251	60.0586	83.4019	60.0586	83.6462
62.9883	85.4128	62.9883	85.1842	62.9883	85.3744	62.9883	85.2385	62.9883	84.9963	62.9883	85.2627
64.4531	86.0948	64.4531	85.8434	64.4531	86.0487	64.4531	85.9095	64.4531	85.6656	64.4531	85.9344
67.3828	87.0892	67.3828	86.7981	67.3828	87.0304	67.3828	86.8833	67.3828	86.6339	67.3828	86.9101
68.8477	87.4233	68.8477	87.1111	68.8477	87.3576	68.8477	87.2069	68.8477	86.9542	68.8477	87.2344
71.7773	87.9375	71.7773	87.5887	71.7773	87.8601	71.7773	87.7035	71.7773	87.4477	71.7773	87.7323
74.707	88.2475	74.707	87.873	74.707	88.1631	74.707	87.9988	74.707	87.7317	74.707	88.0291
77.6367	88.3645	77.6367	87.9748	77.6367	88.2721	77.6367	88.1128	77.6367	87.8647	77.6367	88.1428
79.1016	88.4359	79.1016	88.0336	79.1016	88.3397	79.1016	88.1799	79.1016	87.9347	79.1016	88.21
82.0312	88.5534	82.0312	88.1278	82.0312	88.4502	82.0312	88.2844	82.0312	88.0368	82.0312	88.3163
84.9609	88.6451	84.9609	88.2083	84.9609	88.5397	84.9609	88.3706	84.9609	88.1251	84.9609	88.4037
87.8906	88.886	87.8906	88.4318	87.8906	88.7771	87.8906	88.5957	87.8906	88.332	87.8906	88.632
90.8203	89.114	90.8203	88.6384	90.8203	88.9947	90.8203	88.8164	90.8203	88.5699	90.8203	88.853
95.2148	89.5017	95.2148	89.0122	95.2148	89.3838	95.2148	89.1862	95.2148	88.9131	95.2148	89.228
98.1445	89.6955	98.1445	89.1901	98.1445	89.5703	98.1445	89.3759	98.1445	89.1063	98.1445	89.4164
101.074	89.6207	101.074	89.096	101.074	89.4877	101.074	89.2955	101.074	89.0464	101.074	89.3368
105.469	89.1769	105.469	88.658	105.469	89.0562	105.469	88.8439	105.469	88.565	105.469	88.89
108.398	88.8669	108.398	88.3444	108.398	88.742	108.398	88.5318	108.398	88.2711	108.398	88.5794
112.793	88.4665	112.793	87.8987	112.793	88.3267	112.793	88.1015	112.793	87.8278	112.793	88.1539
117.188	88.1021	117.188	87.5512	117.188	87.9738	117.188	87.7433	117.188	87.4676	117.188	87.7974
120.117	88.001	120.117	87.4526	120.117	87.8754	120.117	87.6391	120.117	87.3622	120.117	87.6956
124.512	87.8698	124.512	87.2971	124.512	87.7372	124.512	87.4853	124.512	87.2076	124.512	87.5488
128.906	87.6948	128.906	87.102	128.906	87.5583	128.906	87.2981	128.906	87.0085	128.906	87.3633
133.301	87.6518	133.301	87.0275	133.301	87.5042	133.301	87.2392	133.301	86.9527	133.301	87.3064
139.16	87.5031	139.16	86.8429	139.16	87.3467	139.16	87.0593	139.16	86.7661	139.16	87.1355
143.555	87.5033	143.555	86.7947	143.555	87.3381	143.555	87.0185	143.555	86.7005	143.555	87.1055
