"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.1416	-0.0195918	20.1416	-0.00262048
20.5078	-0.0207563	20.5078	-0.00328137
21.2402	-0.0210995	21.2402	-0.00359767
21.9727	-0.0212152	21.9727	-0.00424424
22.7051	-0.0207193	22.7051	-0.00411018
23.8037	-0.020092	23.8037	-0.00393937
24.5361	-0.0195239	24.5361	-0.00375736
25.2686	-0.0190877	25.2686	-0.00361774
26.3672	-0.0185187	26.3672	-0.00330375
27.0996	-0.017962	27.0996	-0.00317967
28.1982	-0.0162803	28.1982	-0.00199436
29.2969	-0.0159254	29.2969	-0.00153957
30.0293	-0.0160821	30.0293	-0.00236458
31.1279	-0.0169894	31.1279	-0.00459788
32.2266	-0.0160398	32.2266	-0.00571253
33.3252	-0.00831823	33.3252	0.00293286
34.79	-0.00785427	34.79	0.00266698
35.8887	-0.0124597	35.8887	-0.00405274
36.9873	-0.012804	36.9873	-0.00548355
38.4521	-0.0104037	38.4521	-0.00477816
39.917	-0.000814718	39.917	0.0101589
41.3818	-0.00561105	41.3818	0.0010574
42.8467	-0.00524395	42.8467	-0.00185146
44.3115	-0.00355641	44.3115	-0.000870318
45.7764	-0.0021893	45.7764	-0.000695637
47.2412	-0.000188726	47.2412	-0.000416146
49.0723	0.00155125	49.0723	0.000155738
50.9033	0.0043883	50.9033	0.00082983
52.7344	0.00785937	52.7344	0.00268742
54.5654	0.00878172	54.5654	0.00268332
56.3965	0.0111945	56.3965	0.00323059
58.2275	0.0138323	58.2275	0.0039676
60.4248	0.0170789	60.4248	0.00524188
62.6221	0.0205383	62.6221	0.006321
64.8193	0.0241401	64.8193	0.00682524
67.0166	0.0261446	67.0166	0.00688384
69.2139	0.0298626	69.2139	0.00919063
71.7773	0.0339862	71.7773	0.0102984
74.3408	0.0388295	74.3408	0.011829
76.9043	0.0443053	76.9043	0.0134737
79.834	0.0495365	79.834	0.014273
82.3975	0.0541293	82.3975	0.0138967
85.3271	0.0594144	85.3271	0.0147168
88.2568	0.0654526	88.2568	0.0171039
91.5527	0.0696262	91.5527	0.0150517
94.8486	0.0767219	94.8486	0.0172583
98.1445	0.0845258	98.1445	0.0202441
101.44	0.0925673	101.44	0.0219784
105.103	0.102757	105.103	0.0250019
108.765	0.110634	108.765	0.0257452
112.793	0.128343	112.793	0.0363912
116.455	0.140213	116.455	0.0412482
120.85	0.147857	120.85	0.0386455
124.878	0.158115	124.878	0.039593
129.272	0.172685	129.272	0.0429854
134.033	0.183978	134.033	0.0426455
138.794	0.199665	138.794	0.0455076
143.555	0.214193	143.555	0.0465334
148.682	0.230582	148.682	0.0492108
153.809	0.243413	153.809	0.0509617
159.302	0.253968	159.302	0.06015
164.795	0.268313	164.795	0.09437
170.654	0.30241	170.654	0.129463
176.88	0.335124	176.88	0.131943
183.105	0.353879	183.105	0.120496
189.331	0.375068	189.331	0.123212
196.289	0.389428	196.289	0.111233
202.881	0.443533	202.881	0.147217
210.205	0.506062	210.205	0.187842
217.529	0.549267	217.529	0.191574
225.22	0.584954	225.22	0.19865
233.276	0.619946	233.276	0.202122
241.333	0.682828	241.333	0.243223
250.122	0.687039	250.122	0.227879
258.911	0.67359	258.911	0.185472
268.066	0.856843	268.066	0.318328
277.222	0.901357	277.222	0.294911
287.109	0.957145	287.109	0.333149
297.363	0.966522	297.363	0.319709
307.617	0.972091	307.617	0.297944
318.604	0.963283	318.604	0.256569
329.956	1.05604	329.956	0.302337
341.675	1.23764	341.675	0.439551
353.394	1.28275	353.394	0.444976
365.845	1.33151	365.845	0.453255
379.028	1.30424	379.028	0.36565
392.212	1.34854	392.212	0.402269
406.128	1.42214	406.128	0.457532
420.41	1.42983	420.41	0.461499
435.425	1.47233	435.425	0.501139
450.806	1.44789	450.806	0.465881
466.553	1.31643	466.553	0.393445
483.032	1.27932	483.032	0.379959
499.878	1.37411	499.878	0.451173
517.456	1.29487	517.456	0.378569
535.767	1.46312	535.767	0.539823
554.81	1.4674	554.81	0.518878
574.219	1.43597	574.219	0.480676
594.727	1.64271	594.727	0.589677
615.601	1.47872	615.601	0.485412
637.207	1.61035	637.207	0.612108
659.912	1.64997	659.912	0.637403
682.983	1.41461	682.983	0.4676
707.153	1.44795	707.153	0.502017
732.056	1.31861	732.056	0.449177
757.69	0.953071	757.69	0.246921
784.424	0.974331	784.424	0.254209
812.256	0.744114	812.256	0.177323
840.82	0.585784	840.82	0.0908138
870.483	0.417987	870.483	0.00149905
901.245	0.266884	901.245	-0.087396
933.105	0.111329	933.105	-0.126984
966.064	0.119428	966.064	0.00749206
1,000.12	0.609641	1,000.12	0.345939
1,035.28	0.433864	1,035.28	0.378995
1,071.9	-0.0130404	1,071.9	0.161138
1,109.62	-0.54812	1,109.62	-0.0906398
1,148.8	-0.447311	1,148.8	-0.0802794
1,189.09	-0.284957	1,189.09	0.0510021
1,231.2	0.0996744	1,231.2	0.217697
1,274.41	0.686049	1,274.41	0.555244
1,319.46	1.22865	1,319.46	0.894126
1,365.97	1.3121	1,365.97	0.738207
1,414.31	1.49725	1,414.31	0.908228
1,464.11	1.30046	1,464.11	0.653479
1,515.75	1.15749	1,515.75	0.47473
1,569.21	1.4679	1,569.21	0.721625
1,624.51	1.79237	1,624.51	1.05727
1,681.64	2.17201	1,681.64	1.16327
1,740.97	2.30956	1,740.97	1.20131
1,802.49	2.35393	1,802.49	1.20824
1,866.21	2.06586	1,866.21	1.03648
1,931.76	1.8367	1,931.76	0.891361
1,999.88	2.0989	1,999.88	1.04697
