"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.1416	62.0776	20.1416	61.5281	20.1416	61.8115
20.5078	61.264	20.5078	59.7766	20.5078	60.5837
21.2402	61.8244	21.2402	61.0518	21.2402	61.4553
21.9727	63.8236	21.9727	61.4666	21.9727	62.8031
22.7051	62.5326	22.7051	59.267	22.7051	61.1998
23.8037	63.9288	23.8037	63.8557	23.8037	63.8924
24.5361	66.3944	24.5361	65.9295	24.5361	66.1682
25.2686	67.3192	25.2686	67.7909	25.2686	67.5614
26.3672	71.9347	26.3672	71.8561	26.3672	71.8956
27.0996	73.5018	27.0996	73.3856	27.0996	73.4441
28.1982	76.0737	28.1982	76.0089	28.1982	76.0414
29.2969	78.3807	29.2969	78.4254	29.2969	78.4031
30.0293	80.3112	30.0293	80.3096	30.0293	80.3104
31.1279	82.6039	31.1279	82.5401	31.1279	82.5721
32.2266	84.7611	32.2266	84.6484	32.2266	84.7051
33.3252	86.5155	33.3252	86.3637	33.3252	86.4403
34.79	88.7702	34.79	88.5736	34.79	88.673
35.8887	90.2634	35.8887	90.0298	35.8887	90.1482
36.9873	91.5487	36.9873	91.2824	36.9873	91.4176
38.4521	92.9252	38.4521	92.6273	38.4521	92.7788
39.917	94.0231	39.917	93.702	39.917	93.8655
41.3818	95.0954	41.3818	94.7318	41.3818	94.9174
42.8467	95.8664	42.8467	95.4618	42.8467	95.6688
44.3115	96.5406	44.3115	96.1012	44.3115	96.3265
45.7764	97.0786	45.7764	96.6066	45.7764	96.849
47.2412	97.4576	47.2412	96.9732	47.2412	97.2222
49.0723	97.857	49.0723	97.3458	49.0723	97.6089
50.9033	98.2056	50.9033	97.66	50.9033	97.9414
52.7344	98.5105	52.7344	97.9345	52.7344	98.232
54.5654	98.7772	54.5654	98.1902	54.5654	98.4936
56.3965	99.0026	56.3965	98.3968	56.3965	98.7102
58.2275	99.1982	58.2275	98.5754	58.2275	98.898
60.4248	99.5178	60.4248	98.8578	60.4248	99.2004
62.6221	99.6907	62.6221	98.9935	62.6221	99.356
64.8193	99.8975	64.8193	99.1777	64.8193	99.5525
67.0166	100.064	67.0166	99.3202	67.0166	99.708
69.2139	100.227	69.2139	99.4402	69.2139	99.8515
71.7773	100.397	71.7773	99.6212	71.7773	100.026
74.3408	100.544	74.3408	99.7807	74.3408	100.179
76.9043	100.649	76.9043	99.8664	76.9043	100.275
79.834	100.844	79.834	100.016	79.834	100.45
82.3975	100.999	82.3975	100.175	82.3975	100.607
85.3271	101.018	85.3271	100.148	85.3271	100.605
88.2568	101.108	88.2568	100.222	88.2568	100.688
91.5527	101.119	91.5527	100.208	91.5527	100.687
94.8486	101.261	94.8486	100.294	94.8486	100.804
98.1445	101.298	98.1445	100.361	98.1445	100.855
101.44	101.288	101.44	100.327	101.44	100.834
