"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.4414
21.2402	43.0954
21.9727	46.6228
22.7051	52.2713
23.4375	55.5456
24.1699	54.7532
25.6348	53.4227
26.3672	55.2357
27.0996	57.6446
27.832	59.2121
29.2969	61.4533
30.0293	62.3147
31.4941	63.1652
32.2266	63.3049
33.6914	64.3087
34.4238	64.9548
35.8887	66.7432
37.3535	68.1825
38.8184	69.1454
39.5508	69.6966
41.0156	70.8106
42.4805	71.512
43.9453	72.2248
45.4102	72.7784
47.6074	73.8753
49.0723	74.5309
50.5371	75.0634
52.7344	75.6669
54.1992	76.1773
56.3965	76.8004
58.5938	77.5134
60.0586	77.7736
62.2559	78.343
64.4531	78.8783
66.6504	79.4147
69.5801	80.0883
71.7773	80.6749
73.9746	81.0759
76.9043	81.6504
79.834	82.2678
82.7637	82.907
85.6934	83.4444
88.623	83.9926
91.5527	84.2185
94.4824	84.7779
98.1445	85.3492
101.807	85.8229
105.469	86.2008
109.131	86.6208
112.793	86.9604
116.455	87.1604
120.85	87.469
125.244	87.71
129.639	87.7749
134.033	87.8665
138.428	87.961
143.555	87.9919
148.682	87.965
153.809	87.9973
159.668	87.9397
164.795	87.8836
170.654	87.7821
176.514	87.6448
183.105	87.4513
189.697	87.3457
196.289	87.2594
202.881	87.1415
210.205	86.9691
217.529	86.8305
225.586	86.7461
232.91	86.7087
241.699	86.4416
249.756	86.4207
258.545	86.4353
268.066	86.1638
277.588	86.2296
287.109	86.1299
297.363	86.1102
307.617	86.0556
318.604	85.8716
329.59	85.8603
341.309	85.6613
353.76	85.7761
366.211	85.8095
378.662	85.9124
392.578	85.5557
405.762	85.3829
420.41	85.2019
435.059	85.5402
450.439	86.2565
466.553	86.0794
482.666	85.9757
500.244	85.9531
517.822	85.5471
536.133	85.5711
554.443	85.5742
574.219	85.3782
594.727	85.1981
615.234	85.3741
637.207	86.4332
659.912	86.8197
683.35	86.9342
706.787	86.4534
731.689	86.111
758.057	86.2434
784.424	85.9458
812.256	86.4323
840.82	86.4262
870.85	86.3963
901.611	86.6863
933.105	87.0781
966.064	87.1547
999.756	87.3092
1,034.91	87.2719
1,071.53	87.0361
1,109.62	85.7741
1,148.44	85.2899
1,189.45	85.4509
1,231.2	88.5808
1,274.41	88.9862
1,319.82	87.9796
1,365.97	86.7183
1,414.31	85.7509
1,464.11	85.822
1,515.38	85.9041
1,568.85	85.9889
1,624.51	85.7761
1,681.64	85.4373
1,740.97	85.8662
1,802.49	86.4436
1,866.21	86.6101
1,932.13	86.8042
2,000.24	88.1431
2,070.56	89.2552
2,143.8	89.4723
2,219.24	89.5117
2,297.61	90.5033
2,378.17	90.8136
2,462.4	89.2552
2,548.83	86.7302
2,638.92	85.1591
2,731.93	84.2305
2,828.61	84.4172
2,928.22	84.2433
3,031.49	83.0767
3,138.43	81.9904
3,249.02	80.6682
3,363.28	78.7416
3,481.93	77.3104
3,604.98	77.0184
3,732.42	76.837
3,863.53	77.5776
3,999.76	77.9017
4,141.11	77.9725
4,286.87	78.2894
4,438.48	78.9665
4,594.48	79.415
4,757.08	80.0426
4,924.8	80.5759
5,098.39	81.0683
5,277.83	81.2381
5,463.87	81.3545
5,656.49	81.192
5,856.45	81.4709
6,062.99	81.7773
6,276.86	82.3132
6,498.05	82.7702
6,727.29	83.111
6,964.6	83.3811
7,209.96	83.3008
7,464.11	83.1324
7,727.78	82.9838
8,000.24	83.4172
8,282.23	84.229
8,574.46	84.703
8,876.22	84.6723
9,189.7	84.2541
9,513.43	84.0892
9,848.88	84.2572
10,196.8	84.6582
10,556.4	84.7712
10,928.5	84.5163
11,313.7	83.8179
11,712.9	83.0679
12,126	83.6876
12,553.7	85.1364
12,996.1	85.928
13,454.6	85.9485
13,928.5	85.647
14,419.9	85.6152
14,928.2	85.6155
15,454.8	85.0718
15,999.8	84.0122
16,564.5	82.9174
17,148.2	82.0597
17,753.2	81.0487
18,379.4	79.6676
19,027.6	79.0729
19,698.5	77.7354
19,999.5	76.0409
