"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.0515
21.9727	56.4982
23.4375	57.528
25.6348	62.6582
27.0996	66.1049
29.2969	70.3359
31.4941	74.426
33.6914	78.063
35.8887	81.625
38.8184	85.5224
41.0156	88.4819
43.9453	91.3668
47.6074	94.1758
50.5371	96.0809
54.1992	98.0362
58.5938	99.7572
62.2559	100.862
66.6504	101.586
71.7773	101.731
76.9043	101.587
82.7637	101.806
88.623	101.804
94.4824	101.956
101.807	102.052
109.131	101.948
116.455	101.912
125.244	102.025
134.033	102.146
143.555	102.316
153.809	102.389
164.795	102.435
176.514	102.465
189.697	102.387
202.881	102.325
217.529	102.264
232.91	102.097
249.756	102.002
268.066	101.917
287.109	101.997
307.617	101.933
329.59	101.753
353.76	101.693
378.662	102.095
405.762	101.914
435.059	102.208
466.553	103.265
500.244	103.366
536.133	103.531
574.219	104.036
615.234	104.127
659.912	104.003
706.787	103.957
758.057	103.865
812.256	104.453
870.85	106.279
933.105	106.533
999.756	106.152
1,071.53	105.551
1,148.44	105.156
1,231.2	104.381
1,319.82	102.318
1,414.31	101.506
1,515.38	101.415
1,624.51	100.823
1,740.97	100.415
1,866.21	99.948
2,000.24	99.6631
2,143.8	100.067
2,297.61	100.752
2,462.4	101.173
2,638.92	101.927
2,828.61	102.469
3,031.49	102.44
3,249.02	102.533
3,481.93	102.159
3,732.42	101.913
3,999.76	102.273
4,286.87	102.529
4,594.48	102.89
4,924.8	103.119
5,277.83	102.836
5,656.49	101.969
6,062.99	101.577
6,498.05	101.74
6,964.6	101.817
7,464.11	100.974
8,000.24	99.9557
8,574.46	101.564
9,189.7	101.644
9,848.88	100.826
10,556.4	101.855
11,313.7	101.911
12,126	101.14
12,996.1	101.237
13,928.5	100.104
14,928.2	98.6618
15,999.8	97.5878
17,148.2	96.3686
18,379.4	95.3248
19,698.5	93.441
19,999.5	93.2368
