"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.8085	20.5078	49.7436	20.5078	50.8976
21.9727	54.7053	21.9727	51.5254	21.9727	53.4001
23.4375	53.456	23.4375	48.4727	23.4375	51.643
24.9023	53.3574	24.9023	51.2108	24.9023	52.4154
26.3672	57.3333	26.3672	55.5708	26.3672	56.5408
27.832	59.03	27.832	56.9604	27.832	58.1173
29.2969	60.5519	29.2969	58.6858	29.2969	59.7183
30.7617	62.1696	30.7617	60.3833	30.7617	61.3677
32.2266	63.7018	32.2266	62.0704	32.2266	62.9622
33.6914	64.9592	33.6914	63.3897	33.6914	64.245
35.1563	66.3436	35.1563	64.9386	35.1563	65.6977
36.6211	67.8946	36.6211	66.6409	36.6211	67.3129
38.0859	69.45	38.0859	68.2476	38.0859	68.8902
39.5508	70.7879	39.5508	69.5949	39.5508	70.2322
41.0156	71.8614	41.0156	70.6518	41.0156	71.2986
42.4805	72.591	42.4805	71.4212	42.4805	72.0454
43.9453	73.4803	43.9453	72.3756	43.9453	72.963
45.4102	74.2599	45.4102	73.2156	45.4102	73.7691
46.875	75.184	46.875	74.1977	46.875	74.7188
48.3398	75.8922	48.3398	74.9133	48.3398	75.4303
51.2695	77.2779	51.2695	76.3521	51.2695	76.8396
52.7344	77.8298	52.7344	76.921	52.7344	77.3991
54.1992	78.189	54.1992	77.3048	54.1992	77.7694
55.6641	78.5157	55.6641	77.6582	55.6641	78.1081
58.5938	79.3836	58.5938	78.5578	58.5938	78.9903
60.0586	79.7891	60.0586	78.9677	60.0586	79.3978
62.9883	80.465	62.9883	79.6647	62.9883	80.0833
64.4531	80.6996	64.4531	79.9049	64.4531	80.3204
67.3828	81.0615	67.3828	80.2354	67.3828	80.6681
68.8477	81.2768	68.8477	80.4216	68.8477	80.8702
71.7773	81.8667	71.7773	81.0355	71.7773	81.4709
74.707	82.3847	74.707	81.5804	74.707	82.0012
77.6367	82.5634	77.6367	81.7503	77.6367	82.1759
79.1016	82.6918	79.1016	81.8835	79.1016	82.3064
82.0313	83.3228	82.0313	82.5013	82.0313	82.9314
84.9609	83.8266	84.9609	82.9735	84.9609	83.421
87.8906	83.738	87.8906	82.899	87.8906	83.3387
90.8203	83.6066	90.8203	82.8272	90.8203	83.2343
95.2148	84.477	95.2148	83.567	95.2148	84.0458
98.1445	84.4784	98.1445	83.5955	98.1445	84.0593
101.074	84.6694	101.074	83.7518	101.074	84.2348
105.469	84.7125	105.469	83.753	105.469	84.2592
108.398	84.8893	108.398	83.8917	108.398	84.4191
112.793	85.3145	112.793	84.3318	112.793	84.8509
117.188	85.3848	117.188	84.403	117.188	84.9216
120.117	85.4615	120.117	84.4564	120.117	84.988
124.512	85.5297	124.512	84.5074	124.512	85.0486
128.906	85.4382	128.906	84.3689	128.906	84.9364
133.301	85.634	133.301	84.5278	133.301	85.116
139.16	85.4405	139.16	84.354	139.16	84.9311
143.555	85.3255	143.555	84.1715	143.555	84.7867
147.949	85.3333	147.949	84.0032	147.949	84.719
153.809	85.4697	153.809	84.1127	153.809	84.844
159.668	85.6423	159.668	84.2531	159.668	85.003
165.527	85.4477	165.527	84.15	165.527	84.8472
171.387	85.3218	171.387	83.9837	171.387	84.704
