* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\6-On Axis.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:02:24 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\6-On Axis.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 6-On Axis
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	63.565784	-124.0598
20.144928	63.792290	-125.3805
20.290907	64.018799	-126.9235
20.437943	64.289192	-128.9485
20.586044	64.470932	-131.0695
20.735220	64.383507	-133.0565
20.885475	64.214203	-134.6994
21.036821	64.102882	-135.6067
21.189262	64.012100	-136.0926
21.342808	63.961430	-136.3685
21.497467	63.919052	-136.3542
21.653246	63.852715	-136.1373
21.810154	63.783092	-135.4254
21.968201	63.636734	-133.6787
22.127390	63.663818	-131.7241
22.287735	64.230904	-130.1346
22.449242	64.917465	-129.1385
22.611917	65.374718	-129.4100
22.775772	65.750580	-130.1809
22.940815	66.056061	-130.8162
23.107054	66.354591	-131.5879
23.274498	66.759140	-132.6048
23.443153	67.132553	-133.7264
23.613033	67.321388	-134.8777
23.784142	67.485847	-135.9691
23.956491	67.753960	-136.7541
24.130091	68.070610	-137.6289
24.304947	68.458519	-139.0059
24.481071	68.811592	-140.5928
24.658470	68.981430	-142.2543
24.837156	69.116798	-143.9287
25.017136	69.349838	-145.4609
25.198421	69.583771	-146.9964
25.381020	69.747177	-148.6408
25.564941	69.894859	-150.3603
25.750195	70.082741	-152.1787
25.936790	70.236847	-154.0287
26.124741	70.283669	-155.9111
26.314051	70.277039	-157.6456
26.504732	70.242561	-159.0537
26.696796	70.192070	-160.1299
26.890253	70.124443	-160.7313
27.085112	70.103973	-161.0927
27.281382	70.224937	-161.3583
27.479073	70.396744	-161.6585
27.678198	70.554214	-162.2150
27.878765	70.714775	-162.8980
28.080786	70.873772	-163.6510
28.284271	71.032776	-164.4738
28.489231	71.191772	-165.3456
28.695675	71.350777	-166.2727
28.903616	71.509773	-167.2526
29.113064	71.668770	-168.2915
29.324028	71.827797	-169.3890
29.536524	71.986809	-170.5615
29.750557	72.145813	-171.8058
29.966141	72.304825	-173.1814
30.183289	72.476746	-174.7631
30.402010	72.622849	-176.5017
30.622314	72.709305	-178.4430
30.844217	72.734016	179.6233
31.067726	72.664062	177.8906
31.292856	72.558167	176.3651
31.519617	72.470123	175.1501
