"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	2.84332	20.5078	1.46487
21.9727	-7.6314	21.9727	-2.34612
23.4375	-2.65375	23.4375	0.164821
24.9023	-8.38519	24.9023	-3.32581
26.3672	-6.51214	26.3672	-2.5454
27.832	-5.78821	27.832	-2.04589
29.2969	-6.00864	29.2969	-2.34327
30.7617	-5.96707	30.7617	-2.44285
32.2266	-5.56317	32.2266	-2.25973
33.6914	-5.31888	33.6914	-2.19269
35.1563	-4.79422	35.1563	-1.9494
36.6211	-4.33241	36.6211	-1.73961
38.0859	-4.01282	38.0859	-1.60516
39.5508	-3.63487	39.5508	-1.43074
41.0156	-3.21792	41.0156	-1.24177
42.4805	-3.12209	42.4805	-1.20103
43.9453	-2.83073	43.9453	-1.08294
45.4102	-2.64511	45.4102	-1.0112
46.875	-2.48249	46.875	-0.948449
48.3398	-2.21062	48.3398	-0.83512
51.2695	-1.87596	51.2695	-0.699396
52.7344	-1.74286	52.7344	-0.648231
54.1992	-1.61313	54.1992	-0.598597
55.6641	-1.49947	55.6641	-0.55561
58.5938	-1.29442	58.5938	-0.478584
60.0586	-1.20154	60.0586	-0.443674
62.9883	-1.03748	62.9883	-0.382653
64.4531	-0.967062	64.4531	-0.35676
67.3828	-0.839556	67.3828	-0.310016
68.8477	-0.781938	68.8477	-0.288857
71.7773	-0.669258	71.7773	-0.247693
74.707	-0.574598	74.707	-0.213445
77.6367	-0.490046	77.6367	-0.182781
79.1016	-0.455471	79.1016	-0.170105
82.0313	-0.385863	82.0313	-0.144576
84.9609	-0.322102	84.9609	-0.120636
87.8906	-0.26344	87.8906	-0.0990595
90.8203	-0.207361	90.8203	-0.0781884
95.2148	-0.141732	95.2148	-0.0537019
98.1445	-0.0929392	98.1445	-0.035351
101.074	-0.0576285	101.074	-0.0214395
105.469	0.00724847	105.469	0.0031658
108.398	0.0129794	108.398	0.00590288
112.793	0.0916483	112.793	0.03559
117.188	0.136296	117.188	0.0553417
120.117	0.167935	120.117	0.0668212
124.512	0.209583	124.512	0.0828936
128.906	0.228222	128.906	0.0926093
133.301	0.266352	133.301	0.108941
139.16	0.313785	139.16	0.12942
143.555	0.358488	143.555	0.149413
147.949	0.41252	147.949	0.171537
153.809	0.453214	153.809	0.190348
159.668	0.503699	159.668	0.212117
165.527	0.531667	165.527	0.227022
171.387	0.584446	171.387	0.248125
177.246	0.591585	177.246	0.256451
183.105	0.659875	183.105	0.288453
188.965	0.732274	188.965	0.315691
196.289	0.76168	196.289	0.331752
203.613	0.839389	203.613	0.370292
210.938	0.904558	210.938	0.392003
218.262	0.94861	218.262	0.413959
225.586	0.970011	225.586	0.431838
232.91	1.10804	232.91	0.490954
241.699	1.12461	241.699	0.492084
250.488	1.27515	250.488	0.571581
259.277	1.35783	259.277	0.586391
268.066	1.39207	268.066	0.60479
276.855	1.42115	276.855	0.618138
287.109	1.60335	287.109	0.702312
297.363	1.72082	297.363	0.759201
307.617	1.62007	307.617	0.697471
319.336	1.70622	319.336	0.745116
329.59	1.91614	329.59	0.816173
341.309	1.82885	341.309	0.784915
353.027	2.03661	353.027	0.913504
366.211	2.31074	366.211	0.965245
379.395	2.27896	379.395	0.958987
392.578	2.24823	392.578	0.934548
405.762	2.2825	405.762	0.987771
420.41	2.73589	420.41	1.14492
435.059	2.54371	435.059	1.04788
451.172	2.9975	451.172	1.22679
465.82	3.02717	465.82	1.1825
483.398	3.03261	483.398	1.17378
499.512	3.03183	499.512	1.15953
517.09	3.35269	517.09	1.24455
536.133	3.14377	536.133	1.1155
555.176	3.4934	555.176	1.08878
574.219	3.17514	574.219	0.875082
594.727	2.80995	594.727	0.69167
615.234	3.03372	615.234	0.908547
637.207	2.99204	637.207	0.840461
659.18	3.03439	659.18	0.910007
682.617	3.0442	682.617	1.00705
707.52	3.29511	707.52	1.09169
732.422	3.42418	732.422	1.33193
757.324	3.52991	757.324	1.43329
785.156	3.7913	785.156	1.4853
811.523	3.73326	811.523	1.53708
840.82	3.78317	840.82	1.4921
870.117	3.85785	870.117	1.56066
900.879	4.41287	900.879	1.8496
933.105	4.42377	933.105	1.82568
965.332	4.76515	965.332	2.09622
1,000.49	5.07522	1,000.49	2.25412
1,035.64	5.33998	1,035.64	2.36027
1,072.27	5.26808	1,072.27	2.28779
1,108.89	5.15395	1,108.89	2.29242
1,148.44	5.07156	1,148.44	2.13299
1,189.45	5.01833	1,189.45	2.26557
1,230.47	4.86646	1,230.47	2.05236
1,274.41	4.83489	1,274.41	1.92734
1,319.82	4.90094	1,319.82	2.04294
1,366.7	5.36752	1,366.7	2.3405
1,413.57	5.42574	1,413.57	2.41119
1,463.38	5.54654	1,463.38	2.6312
1,516.11	5.54689	1,516.11	2.61913
1,568.85	5.48954	1,568.85	2.58829
1,624.51	5.02026	1,624.51	2.14586
