"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	65.043
21.9727	66.1102
23.4375	67.1436
24.9023	68.0019
26.3672	69.0184
27.832	69.9032
29.2969	70.6553
30.7617	71.5115
32.2266	72.2565
33.6914	72.8952
35.1562	73.6335
36.6211	73.9738
38.0859	74.5127
39.5508	75.2152
41.0156	75.8234
42.4805	76.6579
43.9453	77.2114
45.4102	77.6986
46.875	78.1537
48.3398	78.8226
51.2695	79.6218
52.7344	80.0908
54.1992	80.5285
55.6641	80.8978
58.5938	81.7206
60.0586	82.0161
62.9883	82.7329
64.4531	83.012
67.3828	83.6057
68.8477	83.8558
71.7773	84.3396
74.707	84.7641
77.6367	85.1177
79.1016	85.2959
82.0312	85.7097
84.9609	85.6191
87.8906	85.7327
90.8203	86.0588
95.2148	86.1149
98.1445	86.3502
101.074	86.5389
105.469	86.3121
108.398	86.5104
112.793	86.4864
117.188	86.6599
120.117	86.5625
124.512	86.4157
128.906	86.398
133.301	86.376
139.16	86.1234
143.555	86.0731
147.949	86.0936
153.809	85.9332
159.668	85.9836
165.527	85.8863
171.387	85.5975
177.246	85.3005
183.105	85.2026
188.965	84.8764
196.289	85.7961
203.613	85.7168
210.938	85.547
218.262	85.4659
225.586	85.5633
232.91	85.6346
241.699	85.4167
250.488	85.0926
259.277	85.19
268.066	84.9068
276.855	84.8468
287.109	84.8207
297.363	85.4484
307.617	85.3939
319.336	85.1869
329.59	85.1281
341.309	84.5208
353.027	84.8406
366.211	84.9429
379.395	85.0948
392.578	83.9369
405.762	84.6658
420.41	87.124
435.059	86.1129
451.172	86.3097
465.82	86.321
483.398	85.9601
499.512	85.9626
517.09	85.8416
536.133	85.7742
555.176	85.8127
574.219	85.8359
594.727	85.1418
615.234	83.3256
637.207	87.1298
659.18	88.2393
682.617	87.0921
707.52	86.8777
732.422	85.9969
757.324	87.4934
785.156	88.3479
811.523	87.8878
840.82	87.6256
870.117	87.1893
900.879	87.2531
933.105	86.8384
965.332	86.3535
1,000.49	85.9722
1,035.64	85.7601
1,072.27	86.6785
1,108.89	86.628
1,148.44	86.1579
1,189.45	86.0876
1,230.47	88.6129
1,274.41	86.81
1,319.82	86.2821
1,366.7	86.1007
1,413.57	85.9042
1,463.38	86.7131
1,516.11	87.1148
1,568.85	86.8285
1,624.51	86.08
1,681.64	85.3163
1,741.7	84.8067
1,803.22	84.3371
1,866.21	84.2551
1,932.13	83.6202
1,999.51	83.0778
2,069.82	84.1652
2,143.07	84.7959
2,219.24	84.9516
2,296.88	83.6169
2,378.91	83.1329
2,462.4	84.1856
2,548.83	84.5185
2,639.65	82.5887
2,731.93	82.4139
2,828.61	84.4337
2,928.22	87.8836
3,030.76	87.8351
3,137.7	85.9088
3,249.02	84.9043
3,363.28	84.5582
3,481.93	84.659
3,604.98	86.184
3,732.42	86.7701
3,864.26	85.4945
4,000.49	84.9183
4,141.11	84.8624
4,287.6	85.6726
4,438.48	86.8383
4,595.21	88.2802
4,756.35	87.5243
4,924.8	85.9693
5,097.66	85.6397
5,277.83	86.3223
5,463.87	85.9022
5,657.23	86.1042
5,856.45	85.7185
6,062.99	85.8428
6,276.86	86.13
6,498.05	85.486
6,726.56	82.6541
6,963.87	81.7907
7,209.96	81.945
7,464.84	82.1402
7,727.05	82.7515
7,999.51	82.6071
8,282.23	82.7093
8,573.73	81.533
8,876.95	81.0258
9,188.96	81.7565
9,514.16	81.9682
9,849.61	82.5006
10,196.8	83.2259
10,555.7	83.7823
10,927.7	83.1364
11,313	82.819
11,712.9	84.0435
12,126	85.6793
12,553.7	86.0639
12,996.1	85.0627
13,454.6	85.313
13,929.2	85.2677
14,419.9	82.7455
14,928.2	81.0744
15,455.6	80.4614
16,000.5	80.3745
16,564.5	80.2813
17,148.9	79.5354
17,752.4	78.3598
18,379.4	76.248
19,026.9	74.1821
19,697.8	73.2981
19,999.5	73.0824
