"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	65.8425	20.5078	64.6385	20.5078	65.44	20.5078	65.107	20.5078	64.4511	20.5078	65.1707
21.9727	66.8523	21.9727	65.5314	21.9727	66.373	21.9727	66.1482	21.9727	65.7083	21.9727	66.1838
23.4375	67.8644	23.4375	66.5877	23.4375	67.3951	23.4375	67.1607	23.4375	66.7668	23.4375	67.208
24.9023	68.7394	24.9023	67.4749	24.9023	68.285	24.9023	68.0367	24.9023	67.578	24.9023	68.0822
26.3672	69.7386	26.3672	68.4847	26.3672	69.2889	26.3672	69.0588	26.3672	68.6176	26.3672	69.0967
27.832	70.6249	27.832	69.3717	27.832	70.1792	27.832	69.9477	27.832	69.4942	27.832	69.9842
29.2969	71.3737	29.2969	70.1373	29.2969	70.9361	29.2969	70.6995	29.2969	70.2422	29.2969	70.738
30.7617	72.2031	30.7617	70.9608	30.7617	71.754	30.7617	71.5499	30.7617	71.1532	30.7617	71.5801
32.2266	72.9464	32.2266	71.7173	32.2266	72.5066	32.2266	72.2945	32.2266	71.8908	32.2266	72.3272
33.6914	73.5849	33.6914	72.3494	33.6914	73.1411	33.6914	72.9279	33.6914	72.5379	33.6914	72.9629
35.1562	74.3172	35.1562	73.0979	35.1562	73.8857	35.1562	73.6738	35.1562	73.2743	35.1562	73.7059
36.6211	74.6909	36.6211	73.4039	36.6211	74.2346	36.6211	74.0111	36.6211	73.5964	36.6211	74.0466
38.0859	75.257	38.0859	73.9818	38.0859	74.8118	38.0859	74.5597	38.0859	74.0779	38.0859	74.6016
39.5508	75.9689	39.5508	74.7014	39.5508	75.5284	39.5508	75.2663	39.5508	74.7579	39.5508	75.3103
41.0156	76.6391	41.0156	75.2975	41.0156	76.1484	41.0156	75.8289	41.0156	75.3161	41.0156	75.9067
42.4805	77.3503	42.4805	76.0901	42.4805	76.8957	42.4805	76.6852	42.4805	76.3144	42.4805	76.7209
43.9453	77.8789	43.9453	76.6321	43.9453	77.425	43.9453	77.2372	43.9453	76.9037	43.9453	77.2664
45.4102	78.4036	45.4102	77.1351	45.4102	77.9535	45.4102	77.7338	45.4102	77.3324	45.4102	77.7691
46.875	78.8401	46.875	77.5602	46.875	78.374	46.875	78.1744	46.875	77.835	46.875	78.2085
48.3398	79.4797	48.3398	78.2995	48.3398	79.0635	48.3398	78.8368	48.3398	78.4937	48.3398	78.8828
51.2695	80.3672	51.2695	79.0594	51.2695	79.9138	51.2695	79.6535	51.2695	79.2107	51.2695	79.7023
52.7344	80.8186	52.7344	79.5553	52.7344	80.381	52.7344	80.1212	52.7344	79.6828	52.7344	80.1709
54.1992	81.2328	54.1992	79.9994	54.1992	80.8028	54.1992	80.5553	54.1992	80.1445	54.1992	80.6028
55.6641	81.6011	55.6641	80.3651	55.6641	81.1722	55.6641	80.9184	55.6641	80.5221	55.6641	80.9701
58.5938	82.4375	58.5938	81.1695	58.5938	81.9951	58.5938	81.7368	58.5938	81.343	58.5938	81.791
60.0586	82.7447	60.0586	81.463	60.0586	82.3025	60.0586	82.0288	60.0586	81.6288	60.0586	82.0889
62.9883	83.4865	62.9883	82.1947	62.9883	83.0497	62.9883	82.7569	62.9883	82.302	62.9883	82.819
64.4531	83.7696	64.4531	82.4638	64.4531	83.3267	64.4531	83.0355	64.4531	82.5827	64.4531	83.097
67.3828	84.3619	67.3828	83.0505	67.3828	83.914	67.3828	83.6214	67.3828	83.1873	67.3828	83.6862
68.8477	84.6135	68.8477	83.2898	68.8477	84.1625	68.8477	83.866	68.8477	83.4453	68.8477	83.9337
71.7773	85.1136	71.7773	83.7852	71.7773	84.6677	71.7773	84.3512	71.7773	83.9026	71.7773	84.4247
74.707	85.537	74.707	84.2141	74.707	85.0934	74.707	84.7731	74.707	84.3243	74.707	84.8486
77.6367	85.8984	77.6367	84.5591	77.6367	85.454	77.6367	85.1188	77.6367	84.6792	77.6367	85.2015
79.1016	86.1019	79.1016	84.74	79.1016	85.6562	79.1016	85.2991	79.1016	84.8248	79.1016	85.3877
82.0312	86.5818	82.0312	85.1752	82.0312	86.1378	82.0312	85.7298	82.0312	85.1379	82.0312	85.8285
84.9609	86.5019	84.9609	85.1189	84.9609	86.0558	84.9609	85.6613	84.9609	85.001	84.9609	85.7491
87.8906	86.3989	87.8906	85.1276	87.8906	85.9427	87.8906	85.7009	87.8906	85.4675	87.8906	85.7665
90.8203	86.761	90.8203	85.4235	90.8203	86.2871	90.8203	85.9989	90.8203	85.7899	90.8203	86.0886
95.2148	86.9627	95.2148	85.4833	95.2148	86.5353	95.2148	86.0881	95.2148	85.6485	95.2148	86.2115
98.1445	87.2433	98.1445	85.8421	98.1445	86.8437	98.1445	86.351	98.1445	85.7407	98.1445	86.4826
101.074	87.5087	101.074	86.0352	101.074	87.0475	101.074	86.555	101.074	85.8417	101.074	86.6841
105.469	87.2057	105.469	85.6752	105.469	86.7043	105.469	86.2614	105.469	85.8215	105.469	86.395
108.398	87.457	108.398	85.8599	108.398	86.9594	108.398	86.4711	108.398	85.9531	108.398	86.6135
112.793	87.5047	112.793	85.811	112.793	86.9971	112.793	86.4473	112.793	85.8498	112.793	86.6076
117.188	87.6433	117.188	85.9968	117.188	87.1777	117.188	86.6362	117.188	86.0336	117.188	86.7861
120.117	87.5488	120.117	85.9081	120.117	87.085	120.117	86.54	120.117	85.937	120.117	86.6919
124.512	87.3514	124.512	85.7287	124.512	86.8812	124.512	86.3333	124.512	85.9122	124.512	86.5079
128.906	87.4731	128.906	85.7041	128.906	86.9835	128.906	86.3156	128.906	85.743	128.906	86.5299
133.301	87.483	133.301	85.7753	133.301	87.0162	133.301	86.3248	133.301	85.5788	133.301	86.5359
139.16	87.2458	139.16	85.3973	139.16	86.7245	139.16	86.0363	139.16	85.4226	139.16	86.2577
143.555	87.3135	143.555	85.3445	143.555	86.7753	143.555	85.9996	143.555	85.1989	143.555	86.2437
147.949	87.3735	147.949	85.3665	147.949	86.8189	147.949	86.0066	147.949	85.1593	147.949	86.267
153.809	87.2858	153.809	85.1259	153.809	86.7296	153.809	85.883	153.809	84.9249	153.809	86.1387
159.668	87.2968	159.668	85.165	159.668	86.7512	159.668	85.9823	159.668	84.9739	159.668	86.191
165.527	87.0829	165.527	85.1501	165.527	86.5729	165.527	85.8329	165.527	85.0196	165.527	86.0531
171.387	86.9292	171.387	84.6082	171.387	86.2313	171.387	85.4958	171.387	84.807	171.387	85.7347
177.246	86.7601	177.246	83.8732	177.246	85.8805	177.246	85.1254	177.246	84.5662	177.246	85.3827
183.105	86.7133	183.105	83.5747	183.105	85.9776	183.105	84.8518	183.105	84.2715	183.105	85.2562
188.965	86.4602	188.965	83.5713	188.965	86.1797	188.965	84.0165	188.965	83.5088	188.965	84.9402
196.289	87.3387	196.289	85.2488	196.289	87.1301	196.289	85.3191	196.289	84.2536	196.289	86.0404
203.613	87.2904	203.613	85.0507	203.613	87.0477	203.613	85.4167	203.613	84.1575	203.613	86.0108
210.938	87.0889	210.938	85.041	210.938	86.8553	210.938	85.3521	210.938	83.9497	210.938	85.8762
218.262	87.0208	218.262	84.8584	218.262	86.7272	218.262	85.2403	218.262	83.957	218.262	85.7679
225.586	87.1733	225.586	84.997	225.586	86.9361	225.586	85.3168	225.586	83.9387	225.586	85.8997
232.91	87.381	232.91	85.0717	232.91	87.0982	232.91	85.4667	232.91	83.7444	232.91	86.0315
241.699	87.0816	241.699	84.8283	241.699	86.733	241.699	85.4292	241.699	83.7953	241.699	85.8297
250.488	86.9589	250.488	84.2284	250.488	86.544	250.488	85.1016	250.488	83.202	250.488	85.5381
259.277	86.8423	259.277	84.5879	259.277	86.5824	259.277	85.1727	259.277	83.3905	259.277	85.6022
