Param_Coord_x1 = 1
Param_Coord_x2 = 290
Param_Coord_x3 = 90
Param_Coord_Type = Spherical
Param_Coord_AngularFormat = degree
Param_Coord_Front = '0,0'
Param_Coord_Top = '90,0'
Data_Domain=Frequency
Data_Phase_AngularFormat=degree
Data_Format = LeveldB_Phase
Data_LevelType=SoundPressure

Curve=[
2.0507813e+01 5.0271755e+01 -2.7051322e+01
2.1972656e+01 5.1375655e+01 -3.8869297e+01
2.3437500e+01 5.2704495e+01 -3.5189858e+01
2.4902344e+01 5.3080978e+01 -3.8108691e+01
2.6367188e+01 5.7284800e+01 -4.0572827e+01
2.7832031e+01 5.9132113e+01 -4.9657783e+01
2.9296875e+01 6.0953473e+01 -5.9777087e+01
3.0761719e+01 6.2236432e+01 -6.7387707e+01
3.2226563e+01 6.4024326e+01 -7.4215200e+01
3.3691406e+01 6.5801797e+01 -8.2683114e+01
3.5156250e+01 6.7136119e+01 -9.1221615e+01
3.6621094e+01 6.8328614e+01 -9.9499837e+01
3.8085938e+01 6.9423210e+01 -1.0646764e+02
3.9550781e+01 7.0554482e+01 -1.1413449e+02
4.1015625e+01 7.1492116e+01 -1.2130353e+02
4.2480469e+01 7.2311507e+01 -1.2838366e+02
4.3945313e+01 7.3040774e+01 -1.3519697e+02
4.5410156e+01 7.3592068e+01 -1.4114986e+02
4.6875000e+01 7.4145455e+01 -1.4642428e+02
4.8339844e+01 7.4645316e+01 -1.5116895e+02
5.1269531e+01 7.5624399e+01 -1.5988109e+02
5.2734375e+01 7.6078956e+01 -1.6410162e+02
5.4199219e+01 7.6501080e+01 -1.6801425e+02
5.5664063e+01 7.6816553e+01 -1.7187224e+02
5.8593750e+01 7.7507451e+01 -1.7839896e+02
6.0058594e+01 7.7846813e+01 1.7837903e+02
6.2988281e+01 7.8517252e+01 1.7293231e+02
6.4453125e+01 7.8871010e+01 1.7045115e+02
6.7382813e+01 7.9516480e+01 1.6548566e+02
6.8847656e+01 7.9847002e+01 1.6270201e+02
7.1777344e+01 8.0537059e+01 1.5757477e+02
7.4707031e+01 8.1166251e+01 1.5323275e+02
7.7636719e+01 8.1677720e+01 1.4864781e+02
7.9101563e+01 8.1973472e+01 1.4596663e+02
8.2031250e+01 8.2640981e+01 1.4107388e+02
8.4960938e+01 8.3181965e+01 1.3692120e+02
8.7890625e+01 8.3619427e+01 1.3192328e+02
9.0820313e+01 8.4188541e+01 1.2661320e+02
9.5214844e+01 8.4829945e+01 1.1981392e+02
9.8144531e+01 8.5176821e+01 1.1470076e+02
1.0107422e+02 8.5558467e+01 1.0949592e+02
1.0546875e+02 8.6000491e+01 1.0241761e+02
1.0839844e+02 8.6220023e+01 9.7505565e+01
1.1279297e+02 8.6623951e+01 9.0133425e+01
1.1718750e+02 8.6790440e+01 8.2990223e+01
1.2011719e+02 8.6849936e+01 7.8469879e+01
1.2451172e+02 8.6904691e+01 7.2239514e+01
1.2890625e+02 8.6899272e+01 6.6560355e+01
1.3330078e+02 8.6873102e+01 6.1372018e+01
1.3916016e+02 8.6820915e+01 5.4654464e+01
1.4355469e+02 8.6673555e+01 4.9914789e+01
1.4794922e+02 8.6483590e+01 4.5849917e+01
1.5380859e+02 8.6259379e+01 4.1635155e+01
1.5966797e+02 8.6143737e+01 3.7320408e+01
1.6552734e+02 8.5897198e+01 3.3403300e+01
1.7138672e+02 8.5809368e+01 3.0322271e+01
1.7724609e+02 8.5614639e+01 2.6043836e+01
1.8310547e+02 8.5265986e+01 2.3205650e+01
1.8896484e+02 8.5034448e+01 2.1906155e+01
1.9628906e+02 8.5086389e+01 1.9021157e+01
2.0361328e+02 8.4823050e+01 1.5184810e+01
2.1093750e+02 8.4526208e+01 1.2887192e+01
2.1826172e+02 8.4284446e+01 1.1212286e+01
2.2558594e+02 8.4027498e+01 1.0343075e+01
2.3291016e+02 8.4230583e+01 9.7272399e+00
2.4169922e+02 8.4074337e+01 5.6839408e+00
2.5048828e+02 8.3929755e+01 4.2225751e+00
2.5927734e+02 8.3899971e+01 2.0506380e+00
2.6806641e+02 8.3776266e+01 -1.2519541e+00
2.7685547e+02 8.3261028e+01 -3.1454767e+00
2.8710938e+02 8.3016172e+01 -1.4371852e+00
2.9736328e+02 8.3382772e+01 -1.9269092e+00
3.0761719e+02 8.3329545e+01 -4.7596181e+00
3.1933594e+02 8.3333585e+01 -7.5472012e+00
3.2958984e+02 8.3097305e+01 -6.9522657e+00
3.4130859e+02 8.3577380e+01 -9.3860656e+00
3.5302734e+02 8.3340247e+01 -1.3654803e+01
