"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.67
23.4375	59.3852
26.3672	62.8991
29.2969	66.0143
32.2266	68.83
35.1563	71.4397
38.0859	73.8969
41.0156	76.0039
43.9453	77.8974
46.875	79.4867
49.8047	80.7873
52.7344	81.7915
55.6641	82.5425
58.5938	83.1435
61.5234	83.5938
64.4531	83.9233
67.3828	84.1831
70.3125	84.4395
73.2422	84.6904
76.1719	84.8774
79.1016	85.0247
82.0313	85.2873
84.9609	85.4312
87.8906	85.4921
90.8203	85.479
93.75	85.692
96.6797	85.8347
102.539	86.0325
105.469	86.072
108.398	86.1404
111.328	86.2524
117.188	86.4341
120.117	86.5684
125.977	86.6362
128.906	86.5561
134.766	86.5607
137.695	86.5806
143.555	86.5492
149.414	86.5966
155.273	86.6672
158.203	86.6756
164.063	86.7155
169.922	86.5884
175.781	86.409
181.641	86.3636
190.43	86.303
196.289	86.2235
202.148	86.133
210.938	85.9879
216.797	85.882
225.586	85.972
234.375	85.8763
240.234	85.7163
249.023	85.6783
257.813	85.7191
266.602	85.3293
278.32	85.2086
287.109	85.1876
295.898	85.143
307.617	85.1108
319.336	84.9322
331.055	84.6948
342.773	84.391
354.492	84.5289
366.211	84.721
377.93	84.9528
392.578	84.2036
407.227	84.0108
421.875	83.9323
436.523	83.5013
451.172	84.2047
465.82	84.045
483.398	83.3938
500.977	83.3287
518.555	83.6059
536.133	83.3423
553.711	82.8966
574.219	82.2947
594.727	83.3999
615.234	85.0338
638.672	85.0091
659.18	84.1186
682.617	83.7668
706.055	83.6025
732.422	83.6137
758.789	84.4325
785.156	84.594
811.523	84.7194
840.82	84.4649
870.117	84.1162
902.344	84.2182
931.641	83.9179
966.797	83.699
999.023	83.4024
1,034.18	82.5357
1,072.27	82.1012
1,110.35	81.6199
1,148.44	81.6425
1,189.45	81.8245
1,230.47	81.8135
1,274.41	81.6247
1,318.36	81.2107
1,365.23	80.5494
1,415.04	80.4328
1,464.84	80.5071
1,514.65	80.6242
1,570.31	80.6225
1,623.05	80.0956
1,681.64	79.7429
1,740.23	79.6381
1,801.76	80.2008
1,866.21	80.2651
1,930.66	79.1145
2,000.98	79.9627
2,071.29	80.9276
2,144.53	80.5646
2,217.77	79.8487
2,296.88	80.6819
2,378.91	81.2263
2,460.94	80.8218
2,548.83	80.5956
2,639.65	80.6908
2,733.4	80.6872
2,827.15	80.8577
2,926.76	80.8101
3,032.23	80.7395
3,137.7	80.976
3,249.02	80.8246
3,363.28	80.5297
3,483.4	80.8043
3,606.45	80.6727
3,732.42	80.3706
3,864.26	80.353
3,999.02	80.6027
4,139.65	80.6959
4,286.13	80.9047
4,438.48	80.8821
4,593.75	81.1442
4,757.81	81.0309
4,924.8	81.2636
5,097.66	81.23
5,279.3	81.1045
5,463.87	81.0827
5,657.23	80.8267
5,856.45	80.8195
6,061.52	80.7478
6,275.39	80.8654
6,498.05	80.9115
6,726.56	80.9417
6,963.87	80.9641
7,209.96	80.9139
7,464.84	80.7012
7,728.52	80.4724
8,000.98	80.5328
8,282.23	80.6663
8,575.2	80.6096
8,876.95	80.3782
9,190.43	80.0473
9,512.7	79.8099
9,849.61	79.7447
10,195.3	79.898
10,555.7	80.0749
10,927.7	80.2708
11,314.5	80.2162
11,712.9	79.957
12,126	79.9025
12,553.7	79.825
12,996.1	79.612
13,453.1	79.3026
13,927.7	78.8343
14,419.9	78.5256
14,929.7	78.402
15,454.1	78.3461
15,999	78.1115
16,564.5	78.0941
17,147.5	78.3957
17,753.9	78.3635
18,377.9	77.631
19,028.3	76.9258
19,699.2	76.3342
19,998	75.9256
