"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.1835
21.9727	55.808
23.4375	57.1077
24.9023	58.5024
26.3672	60.5279
27.832	62.2379
29.2969	63.8989
30.7617	65.559
32.2266	66.9957
33.6914	68.5687
35.1562	70.0621
36.6211	71.3981
38.0859	72.6891
39.5508	73.889
41.0156	75.0455
42.4805	75.6474
43.9453	76.012
45.4102	76.4808
46.875	76.8246
48.3398	77.1236
51.2695	77.5687
52.7344	77.7636
54.1992	77.9674
55.6641	78.087
58.5938	78.4756
60.0586	78.5216
62.9883	78.8579
64.4531	78.9726
67.3828	79.22
68.8477	79.3783
71.7773	79.7129
74.707	80.1028
77.6367	80.4642
79.1016	80.5966
82.0312	80.8512
84.9609	81.1405
87.8906	81.4181
90.8203	81.7921
95.2148	82.1013
98.1445	82.2794
101.074	82.4992
105.469	82.7985
108.398	83.1402
112.793	83.4586
117.188	83.7066
120.117	83.841
124.512	84.1391
128.906	84.3021
133.301	84.4033
139.16	84.5602
143.555	84.6339
147.949	84.7155
153.809	84.7579
159.668	84.8792
165.527	85.0411
171.387	85.0549
177.246	85.0397
183.105	84.9109
188.965	84.8625
196.289	84.8247
203.613	84.811
210.938	84.8196
218.262	84.7734
225.586	84.7142
232.91	84.7551
241.699	84.7086
250.488	84.5076
259.277	84.853
268.066	84.5829
276.855	84.6209
287.109	84.9546
297.363	84.9182
307.617	85.2176
319.336	84.9466
329.59	85.1444
341.309	85.0085
353.027	84.8204
366.211	84.9164
379.395	85.4752
392.578	85.1326
405.762	84.735
420.41	85.0532
435.059	84.8939
451.172	85.1033
465.82	84.8511
483.398	84.9728
499.512	84.9076
517.09	85.5339
536.133	85.6366
555.176	86.9356
574.219	86.9987
594.727	86.337
615.234	86.328
637.207	86.5404
659.18	86.4924
682.617	86.3928
707.52	86.7785
732.422	86.6498
757.324	87.3805
785.156	87.9985
811.523	87.604
840.82	87.672
870.117	87.532
900.879	87.6944
933.105	87.556
965.332	87.551
1,000.49	87.6526
1,035.64	87.3928
1,072.27	87.3289
1,108.89	86.9299
1,148.44	86.479
1,189.45	86.0682
1,230.47	85.9317
1,274.41	85.5749
1,319.82	85.1722
1,366.7	84.7527
1,413.57	84.8559
1,463.38	85.4542
1,516.11	85.7332
1,568.85	85.5476
1,624.51	84.9339
1,681.64	85.3408
1,741.7	85.9199
1,803.22	85.4875
1,866.21	85.6909
1,932.13	85.7278
1,999.51	85.8505
2,069.82	85.465
2,143.07	85.3416
2,219.24	84.9397
2,296.88	83.5838
2,378.91	82.9758
2,462.4	82.0133
2,548.83	81.4759
2,639.65	81.5085
2,731.93	81.3507
2,828.61	81.327
2,928.22	82.2707
3,030.76	83.4654
3,137.7	84.0296
3,249.02	83.1744
3,363.28	81.9301
3,481.93	81.6037
3,604.98	81.7977
3,732.42	82.1193
3,864.26	83.1427
4,000.49	83.6501
4,141.11	83.5069
4,287.6	83.3537
4,438.48	83.2833
4,595.21	83.037
4,756.35	83.3344
4,924.8	83.3504
5,097.66	83.5724
5,277.83	83.7946
5,463.87	83.8586
5,657.23	84.02
5,856.45	84.2922
6,062.99	84.3826
6,276.86	84.7031
6,498.05	84.8058
6,726.56	84.9151
6,963.87	84.9039
7,209.96	85.0554
7,464.84	85.1251
7,727.05	85.066
7,999.51	84.8577
8,282.23	84.5456
8,573.73	84.3237
8,876.95	84.1716
9,188.96	83.8002
9,514.16	83.3594
9,849.61	83.0221
10,196.8	82.9006
10,555.7	82.627
10,927.7	82.4579
11,313	82.3661
11,712.9	82.2643
12,126	82.5597
12,553.7	82.8328
12,996.1	83.1575
13,454.6	83.4258
13,929.2	83.5048
14,419.9	83.5348
14,928.2	83.6691
15,455.6	83.464
16,000.5	82.7122
16,564.5	81.6462
17,148.9	80.4427
17,752.4	79.5828
18,379.4	78.9399
19,026.9	78.1769
19,697.8	77.3375
19,999.5	76.9517
