"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.7288	20.5078	52.2296	20.5078	51.5437
21.9727	53.4155	21.9727	53.4379	21.9727	53.4267
23.4375	54.1271	23.4375	54.5358	23.4375	54.3362
24.9023	55.4427	24.9023	56.2527	24.9023	55.8666
26.3672	58.3287	26.3672	58.6854	26.3672	58.5107
27.832	60.2744	27.832	60.5944	27.832	60.4374
29.2969	62.2204	29.2969	62.3732	29.2969	62.2975
30.7617	64.2674	30.7617	64.2077	30.7617	64.2377
32.2266	65.7925	32.2266	65.7592	32.2266	65.7759
33.6914	67.5415	33.6914	67.4378	33.6914	67.4899
35.1562	69.1598	35.1562	69.0221	35.1562	69.0915
36.6211	70.6304	36.6211	70.4373	36.6211	70.5349
38.0859	71.9708	38.0859	71.7952	38.0859	71.8839
39.5508	73.2473	39.5508	73.0506	39.5508	73.1501
41.0156	74.4567	41.0156	74.28	41.0156	74.3693
42.4805	75.2282	42.4805	74.8852	42.4805	75.0601
43.9453	75.5719	43.9453	75.3332	43.9453	75.4542
45.4102	76.0913	45.4102	75.8477	45.4102	75.9712
46.875	76.4665	46.875	76.1953	46.875	76.333
48.3398	76.7935	48.3398	76.5194	48.3398	76.6586
51.2695	77.3021	51.2695	76.9981	51.2695	77.1528
52.7344	77.5098	52.7344	77.2165	52.7344	77.3656
54.1992	77.7451	54.1992	77.4407	54.1992	77.5956
55.6641	77.8948	55.6641	77.5844	55.6641	77.7424
58.5938	78.3547	58.5938	78.0047	58.5938	78.1832
60.0586	78.4287	60.0586	78.0559	60.0586	78.2463
62.9883	78.7885	62.9883	78.4269	62.9883	78.6115
64.4531	78.9098	64.4531	78.5486	64.4531	78.7329
67.3828	79.1815	67.3828	78.8092	67.3828	78.9993
68.8477	79.3568	68.8477	78.9704	68.8477	79.1679
71.7773	79.7088	71.7773	79.3087	71.7773	79.5134
74.707	80.1465	74.707	79.7326	74.707	79.9445
77.6367	80.5436	77.6367	80.1096	77.6367	80.332
79.1016	80.6824	79.1016	80.2396	79.1016	80.4666
82.0312	80.9428	82.0312	80.502	82.0312	80.728
84.9609	81.2443	84.9609	80.7934	84.9609	81.0247
87.8906	81.5526	87.8906	81.0741	87.8906	81.3199
90.8203	81.9711	90.8203	81.4662	90.8203	81.726
95.2148	82.3019	95.2148	81.8316	95.2148	82.0731
98.1445	82.4691	98.1445	81.9639	98.1445	82.2238
101.074	82.7069	101.074	82.2207	101.074	82.4706
105.469	83.0596	105.469	82.5456	105.469	82.8102
108.398	83.3897	108.398	82.8887	108.398	83.1464
112.793	83.7293	112.793	83.1999	112.793	83.4726
117.188	83.9927	117.188	83.4535	117.188	83.7315
120.117	84.1399	120.117	83.5689	120.117	83.8638
124.512	84.472	124.512	83.8959	124.512	84.1935
128.906	84.6569	128.906	84.0623	128.906	84.3698
133.301	84.7776	133.301	84.1558	133.301	84.4778
139.16	84.9788	139.16	84.3023	139.16	84.6537
143.555	85.0757	143.555	84.3805	143.555	84.742
147.949	85.2025	147.949	84.4706	147.949	84.8519
153.809	85.2747	153.809	84.5083	153.809	84.9084
159.668	85.3684	159.668	84.6313	159.668	85.0155
