"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.13	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.13	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.13	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.13	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.13	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.13	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.13	V at 	1	m]"
20.5078	47.5652	20.5078	47.6674	20.5078	48.4533	20.5078	49.4443	20.5078	45.4456	20.5078	46.4367	20.5078	47.2225
21.2402	45.1207	21.2402	45.2009	21.2402	45.8716	21.2402	46.9382	21.2402	45.4852	21.2402	46.5518	21.2402	47.2225
21.9727	43.678	21.9727	43.719	21.9727	44.3058	21.9727	45.4137	21.9727	45.5279	21.9727	46.6358	21.9727	47.2225
22.7051	45.2147	22.7051	45.2466	22.7051	45.8025	22.7051	46.8988	22.7051	45.5703	22.7051	46.6667	22.7051	47.2225
23.4375	40.971	23.4375	40.9223	23.4375	42.6891	23.4375	45.9305	23.4375	42.2144	23.4375	45.4557	23.4375	47.2225
24.1699	41.9793	24.1699	41.9424	24.1699	44.8134	24.1699	48.8846	24.1699	40.2803	24.1699	44.3515	24.1699	47.2225
25.6348	42.9781	25.6348	43.201	25.6348	48.9954	25.6348	53.9311	25.6348	36.4924	25.6348	41.4281	25.6348	47.2225
26.3672	45.9169	26.3672	46.2349	26.3672	51.824	26.3672	56.5838	26.3672	36.8737	26.3672	41.6334	26.3672	47.2225
27.0996	50.0689	27.0996	50.3239	27.0996	54.7203	27.0996	59.0419	27.0996	38.5046	27.0996	42.8262	27.0996	47.2225
27.832	53.5368	27.832	53.7555	27.832	57.4242	27.832	61.3938	27.832	39.5842	27.832	43.5539	27.832	47.2225
29.2969	59.4042	29.2969	59.5713	29.2969	62.2669	29.2969	65.6396	29.2969	41.1543	29.2969	44.5269	29.2969	47.2225
30.0293	62.1534	30.0293	62.3088	30.0293	64.7239	30.0293	67.873	30.0293	41.6583	30.0293	44.8074	30.0293	47.2225
31.4941	67.7473	31.4941	67.874	31.4941	69.7746	31.4941	72.4742	31.4941	42.6223	31.4941	45.3219	31.4941	47.2225
32.2266	70.1806	32.2266	70.2991	32.2266	72.0549	32.2266	74.6132	32.2266	42.9085	32.2266	45.4668	32.2266	47.2225
33.6914	74.8979	33.6914	75.0045	33.6914	76.5333	33.6914	78.8449	33.6914	43.3821	33.6914	45.6937	33.6914	47.2225
34.4238	77.0389	34.4238	77.142	34.4238	78.5919	34.4238	80.8103	34.4238	43.5542	34.4238	45.7726	34.4238	47.2225
35.8887	80.7811	35.8887	80.8789	35.8887	82.1972	35.8887	84.245	35.8887	43.8564	35.8887	45.9042	35.8887	47.2225
37.3535	83.7315	37.3535	83.8226	37.3535	85.0094	37.3535	86.8833	37.3535	44.1618	37.3535	46.0357	37.3535	47.2225
38.8184	85.8265	38.8184	85.9114	38.8184	86.9864	38.8184	88.7077	38.8184	44.4262	38.8184	46.1475	38.8184	47.2225
39.5508	86.6479	39.5508	86.7294	39.5508	87.7468	39.5508	89.3867	39.5508	44.5652	39.5508	46.2052	39.5508	47.2225
41.0156	87.8286	41.0156	87.903	41.0156	88.8094	41.0156	90.293	41.0156	44.8325	41.0156	46.3162	41.0156	47.2225
42.4805	88.5123	42.4805	88.5811	42.4805	89.4048	42.4805	90.7673	42.4805	45.0364	42.4805	46.3988	42.4805	47.2225
43.9453	89.0651	43.9453	89.129	43.9453	89.8787	43.9453	91.1289	43.9453	45.2226	43.9453	46.4728	43.9453	47.2225
45.4102	89.4126	45.4102	89.472	45.4102	90.1578	45.4102	91.3084	45.4102	45.3861	45.4102	46.5367	45.4102	47.2225
47.6074	89.7787	47.6074	89.8323	47.6074	90.4359	47.6074	91.4553	47.6074	45.5995	47.6074	46.6189	47.6074	47.2225
49.0723	89.9593	49.0723	90.0096	49.0723	90.567	49.0723	91.5102	49.0723	45.7219	49.0723	46.6651	49.0723	47.2225
50.5371	90.0813	50.5371	90.1287	50.5371	90.646	50.5371	91.5221	50.5371	45.8291	50.5371	46.7052	50.5371	47.2225
52.7344	90.2213	52.7344	90.2645	52.7344	90.7261	52.7344	91.5064	52.7344	45.9807	52.7344	46.761	52.7344	47.2225
54.1992	90.2882	54.1992	90.3287	54.1992	90.7566	54.1992	91.4792	54.1992	46.0721	54.1992	46.7946	54.1992	47.2225
56.3965	90.3432	56.3965	90.3807	56.3965	90.7687	56.3965	91.4224	56.3965	46.1809	56.3965	46.8346	56.3965	47.2225
58.5938	90.46	58.5938	90.4945	58.5938	90.8459	58.5938	91.4349	58.5938	46.2821	58.5938	46.8711	58.5938	47.2225
60.0586	90.5184	60.0586	90.5518	60.0586	90.8851	60.0586	91.44	60.0586	46.3343	60.0586	46.8892	60.0586	47.2225
62.2559	90.5894	62.2559	90.6197	62.2559	90.9191	62.2559	91.4159	62.2559	46.4263	62.2559	46.9231	62.2559	47.2225
64.4531	90.7012	64.4531	90.7289	64.4531	90.9991	64.4531	91.4447	64.4531	46.5067	64.4531	46.9523	64.4531	47.2225
66.6504	90.8203	66.6504	90.8459	66.6504	91.093	66.6504	91.4975	66.6504	46.571	66.6504	46.9755	66.6504	47.2225
69.5801	90.9725	69.5801	90.9953	69.5801	91.2123	69.5801	91.5647	69.5801	46.6532	69.5801	47.0055	69.5801	47.2225
71.7773	91.1109	71.7773	91.1311	71.7773	91.3227	71.7773	91.6295	71.7773	46.7241	71.7773	47.031	71.7773	47.2225
73.9746	91.2279	73.9746	91.2463	73.9746	91.4175	73.9746	91.6873	73.9746	46.7815	73.9746	47.0513	73.9746	47.2225
76.9043	91.399	76.9043	91.4155	76.9043	91.567	76.9043	91.8007	76.9043	46.8374	76.9043	47.071	76.9043	47.2225
79.834	91.5117	79.834	91.5261	79.834	91.6575	79.834	91.8564	79.834	46.8922	79.834	47.0911	79.834	47.2225
82.7637	91.6082	82.7637	91.6207	82.7637	91.7348	82.7637	91.9033	82.7637	46.94	82.7637	47.1085	82.7637	47.2225
85.6934	91.675	85.6934	91.6853	85.6934	91.7785	85.6934	91.9099	85.6934	46.998	85.6934	47.1293	85.6934	47.2225
88.623	91.7071	88.623	91.716	88.623	91.7962	88.623	91.9039	88.623	47.0347	88.623	47.1424	88.623	47.2225
91.5527	91.7204	91.5527	91.7275	91.5527	91.7911	91.5527	91.8692	91.5527	47.0809	91.5527	47.159	91.5527	47.2225
94.4824	91.7169	94.4824	91.7219	94.4824	91.7681	94.4824	91.816	94.4824	47.1285	94.4824	47.1764	94.4824	47.2225
98.1445	91.7304	98.1445	91.7323	98.1445	91.751	98.1445	91.7536	98.1445	47.2012	98.1445	47.2038	98.1445	47.2225
101.807	91.7237	101.807	91.7241	101.807	91.7314	101.807	91.7145	101.807	47.2321	101.807	47.2152	101.807	47.2225
105.469	91.7112	105.469	91.7093	105.469	91.7009	105.469	91.6609	105.469	47.271	105.469	47.231	105.469	47.2225
109.131	91.7408	109.131	91.7385	109.131	91.7274	109.131	91.6789	109.131	47.2822	109.131	47.2337	109.131	47.2225
112.793	91.7934	112.793	91.7885	112.793	91.7547	112.793	91.6719	112.793	47.3391	112.793	47.2564	112.793	47.2225
116.455	91.7694	116.455	91.7619	116.455	91.7067	116.455	91.5874	116.455	47.397	116.455	47.2778	116.455	47.2225
120.85	91.7994	120.85	91.7884	120.85	91.7088	120.85	91.5537	120.85	47.4573	120.85	47.3022	120.85	47.2225
125.244	91.7611	125.244	91.7483	125.244	91.6543	125.244	91.4766	125.244	47.4943	125.244	47.3166	125.244	47.2225
129.639	91.6948	129.639	91.6802	129.639	91.5739	129.639	91.3784	129.639	47.5244	129.639	47.3289	129.639	47.2225
134.033	91.6549	134.033	91.6383	134.033	91.5184	134.033	91.3035	134.033	47.5574	134.033	47.3424	134.033	47.2225
138.428	91.6039	138.428	91.5844	138.428	91.4458	138.428	91.2044	138.428	47.6026	138.428	47.3612	138.428	47.2225
143.555	91.5155	143.555	91.4932	143.555	91.3334	143.555	91.0594	143.555	47.6563	143.555	47.3823	143.555	47.2225
148.682	91.4763	148.682	91.4497	148.682	91.2626	148.682	90.9528	148.682	47.7195	148.682	47.4097	148.682	47.2225
153.809	91.422	153.809	91.3924	153.809	91.1835	153.809	90.836	153.809	47.779	153.809	47.4315	153.809	47.2225
159.668	91.4805	159.668	91.448	159.668	91.2224	159.668	90.8619	159.668	47.8086	159.668	47.4481	159.668	47.2225
164.795	91.5314	164.795	91.4956	164.795	91.2462	164.795	90.8436	164.795	47.8745	164.795	47.4719	164.795	47.2225
170.654	91.4869	170.654	91.4482	170.654	91.1821	170.654	90.7587	170.654	47.912	170.654	47.4886	170.654	47.2225
176.514	91.4496	176.514	91.407	176.514	91.1102	176.514	90.6337	176.514	47.9958	176.514	47.5193	176.514	47.2225
183.105	91.3943	183.105	91.3476	183.105	91.018	183.105	90.4905	183.105	48.0796	183.105	47.5521	183.105	47.2225
189.697	91.4448	189.697	91.3934	189.697	91.039	189.697	90.4693	189.697	48.1466	189.697	47.5769	189.697	47.2225
196.289	91.5112	196.289	91.453	196.289	91.0639	196.289	90.4554	196.289	48.2201	196.289	47.6117	196.289	47.2225
202.881	91.6113	202.881	91.5474	202.881	91.1146	202.881	90.4358	202.881	48.3342	202.881	47.6553	202.881	47.2225
210.205	91.6513	210.205	91.5844	210.205	91.12	210.205	90.3711	210.205	48.4359	210.205	47.6869	210.205	47.2225
217.529	91.6639	217.529	91.5954	217.529	91.1294	217.529	90.3969	217.529	48.421	217.529	47.6885	217.529	47.2225
225.586	91.8035	225.586	91.7235	225.586	91.1894	225.586	90.3701	225.586	48.5759	225.586	47.7567	225.586	47.2225
232.91	92.0395	232.91	91.9556	232.91	91.3698	232.91	90.4288	232.91	48.7493	232.91	47.8083	232.91	47.2225
241.699	91.8329	241.699	91.7457	241.699	91.1404	241.699	90.1712	241.699	48.7971	241.699	47.8278	241.699	47.2225
249.756	92.1143	249.756	92.0139	249.756	91.315	249.756	90.2118	249.756	49.0247	249.756	47.9214	249.756	47.2225
258.545	92.2366	258.545	92.1385	258.545	91.4502	258.545	90.3351	258.545	49.026	258.545	47.9108	258.545	47.2225
268.066	92.0806	268.066	91.979	268.066	91.2433	268.066	90.0288	268.066	49.1728	268.066	47.9583	268.066	47.2225
277.588	92.2587	277.588	92.1429	277.588	91.3722	277.588	90.1646	277.588	49.2008	277.588	47.9932	277.588	47.2225
287.109	92.3218	287.109	92.2032	287.109	91.3706	287.109	90.0361	287.109	49.3897	287.109	48.0551	287.109	47.2225
297.363	92.5166	297.363	92.3885	297.363	91.4749	297.363	89.96	297.363	49.6511	297.363	48.1361	297.363	47.2225
307.617	92.5535	307.617	92.4274	307.617	91.5259	307.617	90.003	307.617	49.6469	307.617	48.124	307.617	47.2225
