"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.873185	20.5078	0.373482
21.9727	0.80912	21.9727	0.36045
23.4375	0.896702	23.4375	0.394235
24.9023	1.07093	24.9023	0.472393
26.3672	1.28908	26.3672	0.567825
27.832	1.36568	27.832	0.62936
29.2969	1.24561	29.2969	0.574267
30.7617	1.62117	30.7617	0.781026
32.2266	1.92191	32.2266	1.02978
33.6914	1.23719	33.6914	0.702453
35.1563	0.510695	35.1563	0.350179
36.6211	0.122623	36.6211	0.14777
38.0859	0.225262	38.0859	0.200037
39.5508	-0.664979	39.5508	-0.246726
41.0156	-0.310054	41.0156	-0.152321
42.4805	-0.088922	42.4805	-0.0503647
43.9453	-0.607269	43.9453	-0.228522
45.4102	-0.30085	45.4102	-0.124427
46.875	-0.140266	46.875	-0.0644722
48.3398	-0.154484	48.3398	-0.0718794
51.2695	-0.0982513	51.2695	-0.0465966
52.7344	-0.113946	52.7344	-0.0523444
54.1992	-0.0775316	54.1992	-0.0393203
55.6641	-0.0697042	55.6641	-0.0368163
58.5938	-0.0730174	58.5938	-0.0343654
60.0586	-0.0634596	60.0586	-0.0305403
62.9883	-0.00127106	62.9883	-0.00497121
64.4531	0.071856	64.4531	0.0224094
67.3828	0.167765	67.3828	0.0551307
68.8477	0.158993	68.8477	0.0523605
71.7773	0.198746	71.7773	0.0723628
74.707	0.0503463	74.707	0.0199213
77.6367	-0.113268	77.6367	-0.0469031
79.1016	-0.0885978	79.1016	-0.0398448
82.0313	0.0276343	82.0313	0.00533621
84.9609	-0.185192	84.9609	-0.0707904
87.8906	-0.321318	87.8906	-0.114412
90.8203	-0.31481	90.8203	-0.0967264
95.2148	0.34994	95.2148	0.138183
98.1445	0.111209	98.1445	0.0587936
101.074	0.278333	101.074	0.118922
105.469	0.253639	105.469	0.113263
108.398	0.290623	108.398	0.129643
112.793	0.25269	112.793	0.115128
117.188	0.35734	117.188	0.150316
120.117	0.380028	120.117	0.164897
124.512	0.339363	124.512	0.145501
128.906	0.23105	128.906	0.0991529
133.301	0.174833	133.301	0.0885539
139.16	0.135726	139.16	0.0898108
143.555	0.171107	143.555	0.108818
147.949	0.274676	147.949	0.154829
153.809	0.464035	153.809	0.215414
159.668	0.483496	159.668	0.213452
165.527	0.355875	165.527	0.172946
171.387	0.230631	171.387	0.132428
177.246	0.325088	177.246	0.178334
183.105	0.413443	183.105	0.221435
188.965	0.450081	188.965	0.232445
196.289	0.47229	196.289	0.240325
203.613	0.524624	203.613	0.278181
210.938	0.565863	210.938	0.291246
218.262	0.570335	218.262	0.293062
225.586	0.540066	225.586	0.291374
232.91	0.630153	232.91	0.340522
241.699	0.635229	241.699	0.346204
250.488	0.77919	250.488	0.414852
259.277	0.738509	259.277	0.381494
268.066	0.666062	268.066	0.398184
276.855	0.907933	276.855	0.480412
287.109	1.0464	287.109	0.534597
297.363	1.09776	297.363	0.589057
307.617	1.00046	307.617	0.541441
319.336	1.08868	319.336	0.582676
329.59	1.31103	329.59	0.673967
341.309	1.37545	341.309	0.686973
353.027	1.45316	353.027	0.708331
366.211	1.64046	366.211	0.803231
379.395	1.50371	379.395	0.730933
392.578	1.50995	392.578	0.741978
405.762	1.69493	405.762	0.865279
420.41	1.87489	420.41	0.927276
435.059	1.72852	435.059	0.896766
451.172	2.33677	451.172	1.25906
465.82	2.66462	465.82	1.318
483.398	2.61223	483.398	1.22652
499.512	2.56327	499.512	1.15934
517.09	2.76586	517.09	1.26001
536.133	2.74832	536.133	1.28451
555.176	3.19408	555.176	1.36227
574.219	3.08443	574.219	1.29156
594.727	3.2068	594.727	1.40297
615.234	3.54813	615.234	1.45853
637.207	3.54699	637.207	1.3761
659.18	3.56329	659.18	1.40677
682.617	3.51167	682.617	1.3542
707.52	3.43347	707.52	1.28922
732.422	3.53731	732.422	1.35356
757.324	3.65548	757.324	1.39167
785.156	3.63192	785.156	1.29085
811.523	3.66988	811.523	1.35301
840.82	3.81346	840.82	1.41849
870.117	3.69269	870.117	1.34813
900.879	4.09355	900.879	1.54476
933.105	4.13483	933.105	1.51298
965.332	4.3825	965.332	1.64495
1,000.49	4.391	1,000.49	1.69411
1,035.64	4.5954	1,035.64	1.8547
1,072.27	4.56985	1,072.27	1.95169
1,108.89	4.76623	1,108.89	2.00212
1,148.44	4.94657	1,148.44	2.06325
1,189.45	5.06767	1,189.45	2.1907
1,230.47	5.35338	1,230.47	2.33519
1,274.41	5.69564	1,274.41	2.47324
1,319.82	5.70468	1,319.82	2.50264
1,366.7	5.6575	1,366.7	2.53331
1,413.57	5.71215	1,413.57	2.50781
1,463.38	5.75112	1,463.38	2.56321
1,516.11	6.00658	1,516.11	2.71582
1,568.85	5.98559	1,568.85	2.74717
1,624.51	6.18813	1,624.51	2.76105
1,681.64	5.99239	1,681.64	2.73363
1,741.7	6.25551	1,741.7	2.83742
1,803.22	6.37733	1,803.22	2.84638
1,866.21	6.17183	1,866.21	2.65635
1,932.13	5.85519	1,932.13	2.66379
1,999.51	6.12621	1,999.51	2.87785
2,069.82	6.84198	2,069.82	3.15381
2,143.07	7.01883	2,143.07	3.22246
2,219.24	7.10311	2,219.24	3.35913
2,296.88	7.46314	2,296.88	3.432
2,378.91	7.5923	2,378.91	3.40704
2,462.4	7.70779	2,462.4	3.47498
2,548.83	7.52982	2,548.83	3.34432
2,639.65	7.60667	2,639.65	3.35191
2,731.93	7.67183	2,731.93	3.43955
2,828.61	7.74682	2,828.61	3.44365
2,928.22	8.10941	2,928.22	3.50885
3,030.76	8.2027	3,030.76	3.52888
3,137.7	8.22259	3,137.7	3.50828
3,249.02	8.0432	3,249.02	3.42436
3,363.28	8.14362	3,363.28	3.5516
3,481.93	7.99597	3,481.93	3.52246
3,604.98	7.99862	3,604.98	3.49138
3,732.42	8.34773	3,732.42	3.72849
3,864.26	8.41268	3,864.26	3.66194
4,000.49	8.23878	4,000.49	3.50271
4,141.11	7.43804	4,141.11	3.01421
4,287.6	6.45886	4,287.6	2.52834
4,438.48	5.79528	4,438.48	2.00016
4,595.21	5.33714	4,595.21	1.75295
4,756.35	5.43649	4,756.35	1.82959
4,924.8	5.12604	4,924.8	1.62436
5,097.66	5.1115	5,097.66	1.73265
5,277.83	5.34437	5,277.83	1.96072
5,463.87	4.83308	5,463.87	1.72278
5,657.23	4.89469	5,657.23	1.75781
5,856.45	4.91753	5,856.45	1.73756
6,062.99	4.74053	6,062.99	1.49133
6,276.86	5.25123	6,276.86	1.84399
6,498.05	6.00313	6,498.05	2.31741
6,726.56	6.30895	6,726.56	2.33266
6,963.87	6.24121	6,963.87	2.24518
7,209.96	6.12761	7,209.96	2.13798
7,464.84	6.18061	7,464.84	2.20663
7,727.05	6.67439	7,727.05	2.60098
7,999.51	7.29945	7,999.51	3.00164
8,282.23	7.65323	8,282.23	3.15759
8,573.73	7.9467	8,573.73	3.29005
8,876.95	8.02894	8,876.95	3.41479
9,188.96	8.077	9,188.96	3.48217
9,514.16	8.30898	9,514.16	3.69207
9,849.61	8.68685	9,849.61	3.97598
10,196.8	8.94763	10,196.8	4.03717
10,555.7	9.23735	10,555.7	4.0795
10,927.7	9.476	10,927.7	4.19953
11,313	9.59521	11,313	4.2998
11,712.9	9.60674	11,712.9	4.50929
12,126	8.9607	12,126	4.4139
12,553.7	6.04187	12,553.7	2.49947
12,996.1	6.13887	12,996.1	2.27755
13,454.6	7.41321	13,454.6	3.07205
13,929.2	8.09264	13,929.2	3.5271
14,419.9	8.69717	14,419.9	3.88604
14,928.2	9.50227	14,928.2	4.39638
15,455.6	10.4102	15,455.6	4.8992
16,000.5	11.0995	16,000.5	5.17609
16,564.5	11.4268	16,564.5	5.30706
17,148.9	11.5933	17,148.9	5.33468
17,752.4	11.3407	17,752.4	5.1895
18,379.4	10.6302	18,379.4	4.83376
19,026.9	10.5296	19,026.9	4.82822
19,697.8	11.0742	19,697.8	5.20002
19,999.5	11.1107	19,999.5	5.26722
