"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.9299	20.5078	42.7186	20.5078	54.459	20.5078	52.1647
21.9727	47.3191	21.9727	44.6652	21.9727	57.1817	21.9727	54.6899
23.4375	49.6137	23.4375	48.4942	23.4375	59.089	23.4375	56.6777
24.9023	52.3366	24.9023	52.1795	24.9023	61.1139	24.9023	58.8154
26.3672	55.4012	26.3672	55.5286	26.3672	63.2198	26.3672	61.0529
27.832	58.4989	27.832	58.823	27.832	65.4134	27.832	63.3947
29.2969	61.4997	29.2969	61.9205	29.2969	67.6028	29.2969	65.7356
30.7617	64.2101	30.7617	64.6025	30.7617	69.5612	30.7617	67.8424
32.2266	66.6126	32.2266	67.0441	32.2266	71.5149	32.2266	69.9027
33.6914	68.998	33.6914	69.4961	33.6914	73.5674	33.6914	72.046
35.1563	71.5078	35.1563	72.0407	35.1563	75.7104	35.1563	74.2896
36.6211	73.9272	36.6211	74.4627	36.6211	77.7767	36.6211	76.4539
38.0859	76.1121	38.0859	76.6543	38.0859	79.6841	38.0859	78.4432
39.5508	78.0595	39.5508	78.6062	39.5508	81.3666	39.5508	80.2071
41.0156	79.7929	41.0156	80.3248	41.0156	82.7969	41.0156	81.731
42.4805	80.8789	42.4805	81.3981	42.4805	83.6598	42.4805	82.665
43.9453	81.5266	43.9453	82.035	43.9453	84.1147	43.9453	83.1835
45.4102	81.8081	45.4102	82.3011	45.4102	84.2123	45.4102	83.3422
46.875	81.8826	46.875	82.3628	46.875	84.1267	46.875	83.3113
48.3398	81.8597	48.3398	82.3254	48.3398	83.9544	48.3398	83.1905
51.2695	81.7425	51.2695	82.1903	51.2695	83.6046	51.2695	82.9242
52.7344	81.7509	52.7344	82.1858	52.7344	83.4939	52.7344	82.8564
54.1992	81.7872	54.1992	82.2123	54.1992	83.4312	54.1992	82.8301
55.6641	81.8347	55.6641	82.249	55.6641	83.3845	55.6641	82.8182
58.5938	81.9936	58.5938	82.3899	58.5938	83.3745	58.5938	82.8718
60.0586	82.208	60.0586	82.583	60.0586	83.4691	60.0586	83.0102
62.9883	82.502	62.9883	82.8513	62.9883	83.6038	62.9883	83.2049
64.4531	82.5278	64.4531	82.8763	64.4531	83.5925	64.4531	83.2091
67.3828	82.7194	67.3828	83.053	67.3828	83.6708	67.3828	83.3318
68.8477	82.9135	68.8477	83.2274	68.8477	83.7733	68.8477	83.4687
71.7773	83.4984	71.7773	83.7655	71.7773	84.1561	71.7773	83.9277
