"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"	
84.9609	82.544	84.9609	82.8507	84.9609	82.6074	84.9609	82.7643	84.9609	82.9913	84.9609	82.7545
87.8906	82.6309	87.8906	82.9417	87.8906	82.6953	87.8906	82.8579	87.8906	83.0846	87.8906	82.8452
90.8203	83.0156	90.8203	83.2782	90.8203	83.1015	90.8203	83.1451	90.8203	83.0453	90.8203	83.1181
95.2148	82.9492	95.2148	83.1405	95.2148	82.9855	95.2148	83.1097	95.2148	83.2059	95.2148	83.0793
98.1445	83.1161	98.1445	83.3123	98.1445	83.1438	98.1445	83.2767	98.1445	83.3524	98.1445	83.2413
101.074	83.1278	101.074	83.3065	101.074	83.1608	101.074	83.3011	101.074	83.3569	101.074	83.2515
105.469	83.3941	105.469	83.515	105.469	83.4012	105.469	83.4971	105.469	83.4843	105.469	83.4586
108.398	83.6667	108.398	83.7221	108.398	83.6647	108.398	83.6958	108.398	83.5663	108.398	83.6635
112.793	83.8447	112.793	83.9012	112.793	83.8885	112.793	83.8755	112.793	83.5841	112.793	83.8204
117.188	84.0661	117.188	84.0783	117.188	84.1233	117.188	84.053	117.188	83.5249	117.188	83.9747
120.117	84.0795	120.117	84.151	120.117	84.1406	120.117	84.0971	120.117	83.6682	120.117	84.031
124.512	83.9902	124.512	84.0905	124.512	84.0367	124.512	84.0917	124.512	83.9462	124.512	84.0314
128.906	84.1198	128.906	84.1986	128.906	84.1584	128.906	84.1695	128.906	83.939	128.906	84.118
133.301	84.2173	133.301	84.2899	133.301	84.2605	133.301	84.2738	133.301	84.0274	133.301	84.2148
139.16	84.3481	139.16	84.3997	139.16	84.3771	139.16	84.3807	139.16	84.1319	139.16	84.3286
143.555	84.4078	143.555	84.4623	143.555	84.4511	143.555	84.4265	143.555	84.1704	143.555	84.385
147.949	84.4687	147.949	84.4721	147.949	84.521	147.949	84.4806	147.949	84.1281	147.949	84.4165
153.809	84.6113	153.809	84.591	153.809	84.6494	153.809	84.5856	153.809	84.174	153.809	84.5257
159.668	84.6109	159.668	84.6529	159.668	84.6597	159.668	84.5986	159.668	84.2402	159.668	84.5553
165.527	84.8581	165.527	84.9343	165.527	84.8963	165.527	84.8215	165.527	84.5087	165.527	84.8064
171.387	84.8799	171.387	84.9418	171.387	84.9606	171.387	84.842	171.387	84.4209	171.387	84.8135
177.246	84.8934	177.246	84.9489	177.246	85.0038	177.246	84.852	177.246	84.3356	177.246	84.8133
183.105	84.7912	183.105	84.9002	183.105	84.9072	183.105	84.7902	183.105	84.3414	183.105	84.751
188.965	84.7867	188.965	84.8923	188.965	84.9039	188.965	84.7735	188.965	84.3531	188.965	84.7465
196.289	84.8399	196.289	84.9418	196.289	84.9772	196.289	84.8165	196.289	84.2698	196.289	84.7765
203.613	84.7465	203.613	84.8451	203.613	84.8995	203.613	84.7486	203.613	84.3108	203.613	84.715
210.938	84.8536	210.938	84.9948	210.938	84.999	210.938	84.8673	210.938	84.3834	210.938	84.8254
218.262	84.7905	218.262	84.8599	218.262	84.8272	218.262	84.8738	218.262	84.787	218.262	84.8278
225.586	84.078	225.586	84.7229	225.586	84.2371	225.586	84.5001	225.586	84.9895	225.586	84.5179
232.91	82.2758	232.91	83.4023	232.91	82.7479	232.91	82.8261	232.91	84.4004	232.91	83.1939
241.699	83.9527	241.699	83.5881	241.699	84.1345	241.699	83.3241	241.699	83.3122	241.699	83.6751
250.488	84.1827	250.488	84.0181	250.488	84.4178	250.488	83.6743	250.488	83.1462	250.488	83.91
259.277	84.5276	259.277	84.4786	259.277	84.7919	259.277	84.0417	259.277	83.2463	259.277	84.2498
268.066	84.4564	268.066	84.3318	268.066	84.6918	268.066	83.983	268.066	83.2744	268.066	84.1746
276.855	84.4073	276.855	84.4101	276.855	84.6824	276.855	83.9401	276.855	83.1181	276.855	84.1452
287.109	84.3556	287.109	84.4961	287.109	84.6919	287.109	83.9478	287.109	83.1135	287.109	84.1557
297.363	84.3336	297.363	84.2088	297.363	84.621	297.363	83.8009	297.363	82.9873	297.363	84.026
307.617	84.4493	307.617	84.332	307.617	84.7526	307.617	83.7817	307.617	82.8726	307.617	84.086
319.336	84.2371	319.336	83.9919	319.336	84.5058	319.336	83.4828	319.336	82.607	319.336	83.8146
329.59	83.8464	329.59	83.7501	329.59	84.3067	329.59	83.3961	329.59	82.185	329.59	83.5531
341.309	83.9081	341.309	83.5749	341.309	84.2272	341.309	83.2056	341.309	82.0765	341.309	83.4591
353.027	83.8864	353.027	83.5323	353.027	84.2821	353.027	83.0492	353.027	81.546	353.027	83.356
366.211	83.6542	366.211	83.4627	366.211	84.0357	366.211	82.8719	366.211	81.3498	366.211	83.1696
379.395	83.8568	379.395	83.6136	379.395	84.2514	379.395	83.0326	379.395	81.4104	379.395	83.3381
392.578	83.7831	392.578	83.3867	392.578	84.1526	392.578	82.9318	392.578	81.3802	392.578	83.2266
405.762	83.8377	405.762	83.3035	405.762	84.1928	405.762	82.9578	405.762	81.0636	405.762	83.1968
420.41	83.9245	420.41	83.5075	420.41	84.3417	420.41	82.8218	420.41	80.8805	420.41	83.2505
435.059	83.6899	435.059	83.3771	435.059	84.1545	435.059	82.8825	435.059	80.6712	435.059	83.1078
451.172	84.0015	451.172	83.8268	451.172	84.6264	451.172	83.0958	451.172	80.6864	451.172	83.4396
465.82	84.3657	465.82	83.7238	465.82	84.779	465.82	83.2801	465.82	80.577	465.82	83.5661
483.398	84.5685	483.398	83.9059	483.398	85.118	483.398	83.6239	483.398	80.8214	483.398	83.8318
499.512	84.2664	499.512	83.7612	499.512	84.7553	499.512	83.5184	499.512	80.7507	499.512	83.6076
517.09	84.7107	517.09	84.1026	517.09	85.1486	517.09	83.7076	517.09	80.9064	517.09	83.9386
536.133	84.2594	536.133	83.2385	536.133	84.7728	536.133	83.3147	536.133	80.3544	536.133	83.4265
555.176	84.7659	555.176	83.546	555.176	85.5028	555.176	83.9864	555.176	79.6983	555.176	83.8903
574.219	85.0727	574.219	83.8197	574.219	85.3454	574.219	84.0294	574.219	80.4538	574.219	84.0444
594.727	84.5983	594.727	83.345	594.727	84.8723	594.727	83.4063	594.727	79.9604	594.727	83.5394
615.234	84.6184	615.234	83.116	615.234	85.1679	615.234	83.7264	615.234	78.8782	615.234	83.5654
637.207	84.5384	637.207	83.3343	637.207	84.7095	637.207	83.5686	637.207	79.4968	637.207	83.4717
659.18	83.7879	659.18	81.8599	659.18	83.7026	659.18	82.9155	659.18	78.7529	659.18	82.5429
682.617	82.66	682.617	82.0223	682.617	83.1516	682.617	81.9927	682.617	77.829	682.617	81.8713
707.52	83.6643	707.52	80.0758	707.52	83.3157	707.52	81.66	707.52	77.495	707.52	81.7699
732.422	83.6602	732.422	78.9493	732.422	83.217	732.422	80.6727	732.422	77.3076	732.422	81.4057
757.324	83.6137	757.324	79.1858	757.324	83.2642	757.324	80.7203	757.324	79.4732	757.324	81.6517
785.156	83.3012	785.156	81.2726	785.156	84.6857	785.156	80.6789	785.156	81.8739	785.156	82.6147
811.523	81.9485	811.523	82.9353	811.523	85.0005	811.523	84.276	811.523	81.1338	811.523	83.2918
840.82	81.7764	840.82	82.9772	840.82	81.285	840.82	82.1148	840.82	77.9101	840.82	81.5105
870.117	83.2221	870.117	83.1027	870.117	82.518	870.117	80.8389	870.117	77.7262	870.117	81.8944
900.879	83.6511	900.879	82.0799	900.879	84.2712	900.879	82.2809	900.879	77.5197	900.879	82.4855
933.105	83.3947	933.105	82.4578	933.105	83.8342	933.105	82.2138	933.105	77.7826	933.105	82.3699
965.332	83.552	965.332	81.6562	965.332	84.3856	965.332	80.828	965.332	78.2422	965.332	82.2283
1,000.49	83.3413	1,000.49	80.0401	1,000.49	84.8861	1,000.49	81.7931	1,000.49	77.6613	1,000.49	82.2234
1,035.64	83.6575	1,035.64	80.0987	1,035.64	84.3605	1,035.64	80.2678	1,035.64	75.5034	1,035.64	81.7565
1,072.27	83.0592	1,072.27	80.1079	1,072.27	84.017	1,072.27	81.7386	1,072.27	74.0905	1,072.27	81.6544
1,108.89	81.191	1,108.89	79.679	1,108.89	83.5062	1,108.89	79.9026	1,108.89	75.0612	1,108.89	80.6332
1,148.44	81.9894	1,148.44	81.539	1,148.44	82.4901	1,148.44	79.8224	1,148.44	73.4681	1,148.44	80.7647
1,189.45	80.695	1,189.45	81.6917	1,189.45	83.4099	1,189.45	78.7052	1,189.45	72.8872	1,189.45	80.629
1,230.47	81.0061	1,230.47	80.9434	1,230.47	82.8405	1,230.47	78.7047	1,230.47	73.5471	1,230.47	80.3303
1,274.41	81.5881	1,274.41	81.9047	1,274.41	81.815	1,274.41	78.6316	1,274.41	72.7323	1,274.41	80.3568
1,319.82	81.0954	1,319.82	79.4359	1,319.82	82.119	1,319.82	78.7376	1,319.82	73.4381	1,319.82	79.7886
1,366.7	81.797	1,366.7	78.305	1,366.7	81.399	1,366.7	78.4769	1,366.7	73.0755	1,366.7	79.5198
1,413.57	81.6449	1,413.57	77.7517	1,413.57	82.0414	1,413.57	79.0691	1,413.57	71.2716	1,413.57	79.6355
1,463.38	81.9737	1,463.38	79.9548	1,463.38	83.1561	1,463.38	78.9199	1,463.38	71.6558	1,463.38	80.4606
1,516.11	82.3886	1,516.11	81.2271	1,516.11	83.3838	1,516.11	78.4588	1,516.11	72.1703	1,516.11	80.8675
1,568.85	81.9636	1,568.85	80.3811	1,568.85	82.5703	1,568.85	78.9417	1,568.85	70.5546	1,568.85	80.3085
1,624.51	81.2909	1,624.51	80.572	1,624.51	82.5895	1,624.51	78.796	1,624.51	70.4126	1,624.51	80.1453
1,681.64	81.6344	1,681.64	80.2434	1,681.64	83.2635	1,681.64	79.7208	1,681.64	72.2616	1,681.64	80.6
1,741.7	82.838	1,741.7	79.433	1,741.7	83.7654	1,741.7	79.6901	1,741.7	72.4356	1,741.7	80.994
1,803.22	82.9981	1,803.22	80.0854	1,803.22	83.7324	1,803.22	79.215	1,803.22	71.1899	1,803.22	81.0327
1,866.21	82.9441	1,866.21	79.9439	1,866.21	83.0989	1,866.21	78.3805	1,866.21	70.4959	1,866.21	80.6438
1,932.13	82.5719	1,932.13	80.1987	1,932.13	82.8068	1,932.13	77.6895	1,932.13	69.7035	1,932.13	80.3695
1,999.51	81.564	1,999.51	80.6085	1,999.51	83.2879	1,999.51	78.2238	1,999.51	69.7324	1,999.51	80.3936
2,069.82	81.623	2,069.82	80.0208	2,069.82	83.7728	2,069.82	78.6975	2,069.82	69.737	2,069.82	80.5513
2,143.07	82.2096	2,143.07	79.9277	2,143.07	83.7795	2,143.07	78.8131	2,143.07	69.7863	2,143.07	80.7117
2,219.24	83.2041	2,219.24	80.0602	2,219.24	83.2713	2,219.24	78.2238	2,219.24	68.6119	2,219.24	80.7672
2,296.88	83.7208	2,296.88	81.1196	2,296.88	81.9474	2,296.88	77.6485	2,296.88	68.2906	2,296.88	80.6928
2,378.91	84.2145	2,378.91	81.2224	2,378.91	82.2142	2,378.91	77.2155	2,378.91	68.424	2,378.91	80.952
2,462.4	83.2243	2,462.4	81.1854	2,462.4	83.9602	2,462.4	78.8002	2,462.4	69.3304	2,462.4	81.3022
2,548.83	83.3893	2,548.83	80.4693	2,548.83	84.7216	2,548.83	79.3937	2,548.83	69.9998	2,548.83	81.603
2,639.65	84.4607	2,639.65	81.6276	2,639.65	83.9429	2,639.65	78.7698	2,639.65	69.4213	2,639.65	81.7999
2,731.93	84.5889	2,731.93	82.2572	2,731.93	82.8934	2,731.93	78.1905	2,731.93	68.503	2,731.93	81.6048
2,828.61	83.8476	2,828.61	82.0206	2,828.61	83.0951	2,828.61	78.4381	2,828.61	68.9546	2,828.61	81.3568
2,928.22	83.4936	2,928.22	82.0274	2,928.22	84.0953	2,928.22	79.325	2,928.22	69.3988	2,928.22	81.6679
3,030.76	83.3674	3,030.76	81.9261	3,030.76	84.3156	3,030.76	79.6366	3,030.76	69.5895	3,030.76	81.7269
3,137.7	83.052	3,137.7	81.7022	3,137.7	84.2617	3,137.7	79.3227	3,137.7	69.1974	3,137.7	81.5264
3,249.02	83.058	3,249.02	80.9026	3,249.02	83.7669	3,249.02	79.0244	3,249.02	68.2708	3,249.02	81.1392
3,363.28	82.8778	3,363.28	80.9109	3,363.28	83.0381	3,363.28	78.275	3,363.28	66.9883	3,363.28	80.7249
3,481.93	82.6561	3,481.93	80.4967	3,481.93	83.4495	3,481.93	78.1673	3,481.93	66.4867	3,481.93	80.7023
3,604.98	82.6757	3,604.98	80.5881	3,604.98	83.8244	3,604.98	78.1854	3,604.98	66.8329	3,604.98	80.8748
3,732.42	81.6493	3,732.42	80.3646	3,732.42	84.0744	3,732.42	78.5008	3,732.42	66.9839	3,732.42	80.6914
3,864.26	81.9788	3,864.26	80.8883	3,864.26	84.1855	3,864.26	77.8529	3,864.26	66.08	3,864.26	80.8465
4,000.49	82.1619	4,000.49	81.0707	4,000.49	83.117	4,000.49	77.0851	4,000.49	65.4853	4,000.49	80.4304
4,141.11	81.5118	4,141.11	80.453	4,141.11	84.1336	4,141.11	77.5964	4,141.11	65.2173	4,141.11	80.588
4,287.6	81.7185	4,287.6	80.2583	4,287.6	84.2255	4,287.6	77.7158	4,287.6	66.1141	4,287.6	80.6627
4,438.48	81.9622	4,438.48	80.3188	4,438.48	84.5966	4,438.48	77.7491	4,438.48	65.8014	4,438.48	80.908
4,595.21	81.5149	4,595.21	79.3923	4,595.21	84.2294	4,595.21	77.2652	4,595.21	65.1491	4,595.21	80.4143
4,756.35	81.254	4,756.35	78.3947	4,756.35	84.0268	4,756.35	76.8808	4,756.35	65.5207	4,756.35	80.0659
4,924.8	80.0337	4,924.8	77.8233	4,924.8	83.3776	4,924.8	76.892	4,924.8	64.4211	4,924.8	79.3517
5,097.66	78.8788	5,097.66	76.0326	5,097.66	81.2846	5,097.66	75.4555	5,097.66	64.1595	5,097.66	77.6268
5,277.83	77.1358	5,277.83	75.1387	5,277.83	80.6798	5,277.83	74.4061	5,277.83	62.1518	5,277.83	76.6375
5,463.87	77.0758	5,463.87	76.5164	5,463.87	81.0333	5,463.87	76.1603	5,463.87	65.0518	5,463.87	77.2788
5,657.23	78.8728	5,657.23	78.6179	5,657.23	82.1609	5,657.23	77.8197	5,657.23	66.0084	5,657.23	78.7952
5,856.45	81.4966	5,856.45	78.9833	5,856.45	82.2436	5,856.45	78.2652	5,856.45	66.9271	5,856.45	79.6369
6,062.99	82.5257	6,062.99	79.083	6,062.99	83.6172	6,062.99	78.8809	6,062.99	66.3785	6,062.99	80.5802
6,276.86	82.7974	6,276.86	78.7842	6,276.86	83.517	6,276.86	79.5349	6,276.86	66.2434	6,276.86	80.6805
6,498.05	81.959	6,498.05	77.5767	6,498.05	83.3129	6,498.05	78.7947	6,498.05	65.2705	6,498.05	80.0672
6,726.56	80.6175	6,726.56	77.8949	6,726.56	83.5837	6,726.56	78.4197	6,726.56	66.0331	6,726.56	79.8101
6,963.87	80.752	6,963.87	77.576	6,963.87	83.0199	6,963.87	77.5529	6,963.87	64.8514	6,963.87	79.4107
7,209.96	81.3887	7,209.96	77.9503	7,209.96	83.3431	7,209.96	77.8103	7,209.96	63.8935	7,209.96	79.8122
7,464.84	81.7855	7,464.84	77.2445	7,464.84	83.4061	7,464.84	77.1116	7,464.84	63.0629	7,464.84	79.79
7,727.05	81.2465	7,727.05	77.2126	7,727.05	83.1475	7,727.05	76.2093	7,727.05	62.1755	7,727.05	79.4024
7,999.51	80.2071	7,999.51	76.4253	7,999.51	83.6962	7,999.51	76.0661	7,999.51	61.4076	7,999.51	79.2923
8,282.23	80.2221	8,282.23	76.2843	8,282.23	83.0634	8,282.23	75.402	8,282.23	61.8397	8,282.23	78.881
8,573.73	80.7893	8,573.73	75.4068	8,573.73	81.7841	8,573.73	75.6422	8,573.73	61.4786	8,573.73	78.3699
8,876.95	82.4172	8,876.95	75.8278	8,876.95	81.639	8,876.95	75.3522	8,876.95	57.7847	8,876.95	78.9594
9,188.96	83.7075	9,188.96	76.7898	9,188.96	82.5921	9,188.96	76.5101	9,188.96	58.5088	9,188.96	80.0835
9,514.16	83.9066	9,514.16	77.2841	9,514.16	82.8124	9,514.16	76.1548	9,514.16	58.9527	9,514.16	80.2733
9,849.61	82.9267	9,849.61	77.3088	9,849.61	82.4209	9,849.61	76.4324	9,849.61	58.5424	9,849.61	79.7249
10,196.8	81.5746	10,196.8	77.1055	10,196.8	82.0761	10,196.8	75.5398	10,196.8	57.7763	10,196.8	78.9514
10,555.7	80.0371	10,555.7	76.7598	10,555.7	82.0499	10,555.7	75.2021	10,555.7	56.6085	10,555.7	78.3529
10,927.7	80.1878	10,927.7	77.0029	10,927.7	81.5698	10,927.7	74.8015	10,927.7	56.9526	10,927.7	78.1799
11,313	79.6046	11,313	77.3376	11,313	81.264	11,313	75.3608	11,313	58.2263	11,313	77.9834
11,712.9	78.3609	11,712.9	77.1796	11,712.9	81.1359	11,712.9	75.782	11,712.9	58.7128	11,712.9	77.6237
12,126	78.1401	12,126	76.4116	12,126	80.7656	12,126	75.3697	12,126	58.4037	12,126	77.2154
12,553.7	77.9398	12,553.7	75.0433	12,553.7	80.9511	12,553.7	75.5127	12,553.7	58.5932	12,553.7	77.075
12,996.1	77.5875	12,996.1	73.0032	12,996.1	81.182	12,996.1	75.5838	12,996.1	57.6183	12,996.1	76.9086
13,454.6	77.8069	13,454.6	71.7766	13,454.6	80.7917	13,454.6	74.9585	13,454.6	56.8502	13,454.6	76.5745
13,929.2	78.6065	13,929.2	72.6253	13,929.2	80.0833	13,929.2	74.0691	13,929.2	55.4424	13,929.2	76.4081
14,419.9	78.6669	14,419.9	73.197	14,419.9	80.0304	14,419.9	74.303	14,419.9	55.4358	14,419.9	76.4823
14,928.2	78.8519	14,928.2	73.4103	14,928.2	79.885	14,928.2	74.3423	14,928.2	56.7255	14,928.2	76.5077
15,455.6	78.7868	15,455.6	73.759	15,455.6	79.7336	15,455.6	74.973	15,455.6	56.6829	15,455.6	76.5386
16,000.5	78.1678	16,000.5	73.5421	16,000.5	79.8423	16,000.5	74.3945	16,000.5	56.2288	16,000.5	76.2849
16,564.5	79.0769	16,564.5	73.7661	16,564.5	80.0195	16,564.5	73.9501	16,564.5	55.8411	16,564.5	76.6336
17,148.9	78.1851	17,148.9	74.8956	17,148.9	79.7599	17,148.9	74.8617	17,148.9	56.0903	17,148.9	76.4812
17,752.4	78.6567	17,752.4	75.6183	17,752.4	79.3835	17,752.4	75.4706	17,752.4	55.8635	17,752.4	76.6699
18,379.4	78.8324	18,379.4	75.4718	18,379.4	79.3875	18,379.4	75.6432	18,379.4	56.1736	18,379.4	76.7322
19,026.9	77.9194	19,026.9	74.7214	19,026.9	79.5783	19,026.9	75.1161	19,026.9	56.4768	19,026.9	76.34
19,697.8	77.4557	19,697.8	73.947	19,697.8	79.1158	19,697.8	74.4578	19,697.8	56.1559	19,697.8	75.8065
19,999.5	77.5255	19,999.5	73.5009	19,999.5	78.9514	19,999.5	74.4439	19,999.5	55.0798	19,999.5	75.6973
