"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"
20.5078	27.5107	20.5078	35.9243	20.5078	33.4986
21.9727	35.8671	21.9727	41.1982	21.9727	39.3039
23.4375	35.4511	23.4375	37.5742	23.4375	36.6411
24.9023	43.894	24.9023	46.338	24.9023	45.2857
26.3672	46.2212	26.3672	47.1959	26.3672	46.7358
27.832	49.6956	27.832	50.4667	27.832	50.0982
29.2969	51.3773	29.2969	51.8969	29.2969	51.6449
30.7617	53.5363	30.7617	53.9602	30.7617	53.7534
32.2266	55.9735	32.2266	56.5021	32.2266	56.2458
33.6914	58.669	33.6914	58.9306	33.6914	58.8017
35.1562	60.2637	35.1562	60.7395	35.1562	60.5081
36.6211	62.2483	36.6211	62.6551	36.6211	62.4565
38.0859	63.6722	38.0859	64.1721	38.0859	63.9293
39.5508	65.5886	39.5508	66.0829	39.5508	65.8428
41.0156	67.493	41.0156	67.8962	41.0156	67.6993
42.4805	68.2353	42.4805	68.8612	42.4805	68.5595
43.9453	70.2299	43.9453	70.8231	43.9453	70.5366
45.4102	71.7108	45.4102	72.2583	45.4102	71.9931
46.875	73.1958	46.875	73.6628	46.875	73.4355
48.3398	74.3821	48.3398	74.8908	48.3398	74.6439
51.2695	76.6194	51.2695	77.1841	51.2695	76.9109
52.7344	77.6271	52.7344	78.1856	52.7344	77.9153
54.1992	78.5277	54.1992	79.071	54.1992	78.8078
55.6641	79.2176	55.6641	79.7198	55.6641	79.4759
58.5938	80.1808	58.5938	80.6909	58.5938	80.4434
60.0586	80.5439	60.0586	81.0533	60.0586	80.8061
62.9883	80.9972	62.9883	81.499	62.9883	81.2553
64.4531	81.2266	64.4531	81.7217	64.4531	81.4812
67.3828	81.5316	67.3828	82.0006	67.3828	81.7724
68.8477	81.6655	68.8477	82.0947	68.8477	81.8854
71.7773	81.9192	71.7773	82.2909	71.7773	82.109
74.707	82.1267	74.707	82.4521	74.707	82.2925
77.6367	82.3162	77.6367	82.6504	77.6367	82.4865
79.1016	82.3903	79.1016	82.709	79.1016	82.5526
82.0312	82.461	82.0312	82.7692	82.0312	82.6179
84.9609	82.544	84.9609	82.8507	84.9609	82.7
87.8906	82.6309	87.8906	82.9417	87.8906	82.7891
90.8203	83.0156	90.8203	83.2782	90.8203	83.1489
95.2148	82.9492	95.2148	83.1405	95.2148	83.0459
98.1445	83.1161	98.1445	83.3123	98.1445	83.2153
101.074	83.1278	101.074	83.3065	101.074	83.2181
105.469	83.3941	105.469	83.515	105.469	83.455
108.398	83.6667	108.398	83.7221	108.398	83.6945
112.793	83.8447	112.793	83.9012	112.793	83.873
117.188	84.0661	117.188	84.0783	117.188	84.0722
120.117	84.0795	120.117	84.151	120.117	84.1154
124.512	83.9902	124.512	84.0905	124.512	84.0406
128.906	84.1198	128.906	84.1986	128.906	84.1593
133.301	84.2173	133.301	84.2899	133.301	84.2537
139.16	84.3481	139.16	84.3997	139.16	84.374
143.555	84.4078	143.555	84.4623	143.555	84.4351
147.949	84.4687	147.949	84.4721	147.949	84.4704
153.809	84.6113	153.809	84.591	153.809	84.6011
159.668	84.6109	159.668	84.6529	159.668	84.632
165.527	84.8581	165.527	84.9343	165.527	84.8964
171.387	84.8799	171.387	84.9418	171.387	84.911
177.246	84.8934	177.246	84.9489	177.246	84.9212
