"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   [2.83  V @ 1. m]"
20.5078	30.2535	20.5078	29.4006	20.5078	40.5933	20.5078	43.5825	20.5078	25.8182	20.5078	28.8073	20.5078	40
21.9727	37.79	21.9727	37.6382	21.9727	43.8965	21.9727	46.4638	21.9727	31.1744	21.9727	33.7417	21.9727	40
23.4375	34.9825	23.4375	34.7462	23.4375	43.2901	23.4375	46.1515	23.4375	28.5947	23.4375	31.4562	23.4375	40
24.9023	43.7453	24.9023	43.8497	24.9023	48.3015	24.9023	50.5156	24.9023	33.3341	24.9023	35.5481	24.9023	40
26.3672	46.1448	26.3672	46.118	26.3672	49.3375	26.3672	51.2721	26.3672	34.8459	26.3672	36.7805	26.3672	40
27.832	49.697	27.832	49.6538	27.832	52.1051	27.832	53.7653	27.832	35.8885	27.832	37.5487	27.832	40
29.2969	51.6758	29.2969	51.5813	29.2969	53.3904	29.2969	54.8039	29.2969	36.7774	29.2969	38.191	29.2969	40
30.7617	53.6722	30.7617	53.6062	30.7617	55.4464	30.7617	56.8624	30.7617	36.7438	30.7617	38.1598	30.7617	40
32.2266	56.0027	32.2266	55.9864	32.2266	57.673	32.2266	58.9689	32.2266	37.0175	32.2266	38.3134	32.2266	40
33.6914	58.68	33.6914	58.6595	33.6914	59.8558	33.6914	60.8652	33.6914	37.7944	33.6914	38.8038	33.6914	40
35.1562	60.3054	35.1562	60.3004	35.1562	61.521	35.1562	62.5277	35.1562	37.7726	35.1562	38.7794	35.1562	40
36.6211	62.284	36.6211	62.2797	36.6211	63.3012	36.6211	64.1719	36.6211	38.1078	36.6211	38.9785	36.6211	40
38.0859	63.7003	38.0859	63.7095	38.0859	64.7341	38.0859	65.592	38.0859	38.1175	38.0859	38.9754	38.0859	40
39.5508	65.642	39.5508	65.649	39.5508	66.5195	39.5508	67.2666	39.5508	38.3823	39.5508	39.1294	39.5508	40
41.0156	67.5583	41.0156	67.5642	41.0156	68.2535	41.0156	68.8612	41.0156	38.703	41.0156	39.3107	41.0156	40
42.4805	68.3011	42.4805	68.3229	42.4805	69.215	42.4805	69.9624	42.4805	38.3605	42.4805	39.1079	42.4805	40
43.9453	70.2861	43.9453	70.31	43.9453	71.0682	43.9453	71.7076	43.9453	38.6024	43.9453	39.2418	43.9453	40
45.4102	71.7546	45.4102	71.7786	45.4102	72.4864	45.4102	73.0887	45.4102	38.6899	45.4102	39.2922	45.4102	40
46.875	73.2325	46.875	73.2532	46.875	73.8702	46.875	74.4046	46.875	38.8486	46.875	39.383	46.875	40
48.3398	74.4128	48.3398	74.4395	48.3398	75.0637	48.3398	75.595	48.3398	38.8446	48.3398	39.3758	48.3398	40
51.2695	76.6677	51.2695	76.6976	51.2695	77.2618	51.2695	77.7346	51.2695	38.963	51.2695	39.4359	51.2695	40
52.7344	77.6911	52.7344	77.7183	52.7344	78.2227	52.7344	78.646	52.7344	39.0724	52.7344	39.4956	52.7344	40
54.1992	78.5949	54.1992	78.621	54.1992	79.0832	54.1992	79.4705	54.1992	39.1506	54.1992	39.5378	54.1992	40
55.6641	79.2709	55.6641	79.2973	55.6641	79.7373	55.6641	80.1068	55.6641	39.1905	55.6641	39.56	55.6641	40
58.5938	80.2381	58.5938	80.2659	58.5938	80.6703	58.5938	81.0046	58.5938	39.2613	58.5938	39.5956	58.5938	40
60.0586	80.6098	60.0586	80.6367	60.0586	81.0129	60.0586	81.3221	60.0586	39.3146	60.0586	39.6239	60.0586	40
62.9883	81.0631	62.9883	81.0899	62.9883	81.4345	62.9883	81.7145	62.9883	39.3754	62.9883	39.6554	62.9883	40
64.4531	81.2964	64.4531	81.322	64.4531	81.6424	64.4531	81.901	64.4531	39.4209	64.4531	39.6796	64.4531	40
67.3828	81.5988	67.3828	81.6239	67.3828	81.9121	67.3828	82.1424	67.3828	39.4815	67.3828	39.7117	67.3828	40
68.8477	81.7192	68.8477	81.744	68.8477	82.0185	68.8477	82.2391	68.8477	39.5049	68.8477	39.7254	68.8477	40
71.7773	81.9566	71.7773	81.9801	71.7773	82.222	71.7773	82.4163	71.7773	39.5638	71.7773	39.7581	71.7773	40
74.707	82.1533	74.707	82.176	74.707	82.3912	74.707	82.5634	74.707	39.6126	74.707	39.7848	74.707	40
77.6367	82.3562	77.6367	82.3771	77.6367	82.5626	77.6367	82.7058	77.6367	39.6713	77.6367	39.8146	77.6367	40
79.1016	82.4272	79.1016	82.4482	79.1016	82.6249	79.1016	82.7605	79.1016	39.6877	79.1016	39.8233	79.1016	40
82.0312	82.4996	82.0312	82.5198	82.0312	82.6769	82.0312	82.7938	82.0312	39.7261	82.0312	39.8429	82.0312	40
84.9609	82.5837	84.9609	82.6035	84.9609	82.7545	84.9609	82.8673	84.9609	39.7361	84.9609	39.8489	84.9609	40
87.8906	82.6709	87.8906	82.6913	87.8906	82.8452	87.8906	82.9601	87.8906	39.7311	87.8906	39.8461	87.8906	40
90.8203	83.0925	90.8203	83.1002	90.8203	83.1181	90.8203	83.1066	90.8203	39.9936	90.8203	39.982	90.8203	40
95.2148	82.9655	95.2148	82.9821	95.2148	83.0793	95.2148	83.1536	95.2148	39.8284	95.2148	39.9028	95.2148	40
98.1445	83.1221	98.1445	83.1402	98.1445	83.2413	98.1445	83.3129	98.1445	39.8274	98.1445	39.899	98.1445	40
101.074	83.1374	101.074	83.1567	101.074	83.2515	101.074	83.317	101.074	39.8396	101.074	39.9051	101.074	40
105.469	83.3856	105.469	83.3988	105.469	83.4586	105.469	83.4977	105.469	39.9011	105.469	39.9401	105.469	40
108.398	83.6581	108.398	83.6639	108.398	83.6635	108.398	83.6504	108.398	40.0135	108.398	40.0004	108.398	40
112.793	83.8863	112.793	83.8879	112.793	83.8204	112.793	83.7381	112.793	40.1498	112.793	40.0675	112.793	40
117.188	84.127	117.188	84.1235	117.188	83.9747	117.188	83.812	117.188	40.3115	117.188	40.1488	117.188	40
120.117	84.1416	120.117	84.1405	120.117	84.031	120.117	83.9112	120.117	40.2293	120.117	40.1095	120.117	40
124.512	84.0257	124.512	84.0344	124.512	84.0314	124.512	84.0217	124.512	40.0128	124.512	40.003	124.512	40
128.906	84.1534	128.906	84.1574	128.906	84.118	128.906	84.0717	128.906	40.0857	128.906	40.0394	128.906	40
133.301	84.2555	133.301	84.2594	133.301	84.2148	133.301	84.1586	133.301	40.1008	133.301	40.0446	133.301	40
139.16	84.3733	139.16	84.3763	139.16	84.3286	139.16	84.274	139.16	40.1023	139.16	40.0476	139.16	40
143.555	84.4528	143.555	84.4512	143.555	84.385	143.555	84.3177	143.555	40.1335	143.555	40.0663	143.555	40
147.949	84.5226	147.949	84.5207	147.949	84.4165	147.949	84.3108	147.949	40.21	147.949	40.1043	147.949	40
153.809	84.6554	153.809	84.6501	153.809	84.5257	153.809	84.4024	153.809	40.2477	153.809	40.1244	153.809	40
159.668	84.6669	159.668	84.6608	159.668	84.5553	159.668	84.4463	159.668	40.2145	159.668	40.1055	159.668	40
