"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.9811	20.5078	54.5218	20.5078	54.2599
21.9727	52.6534	21.9727	52.2616	21.9727	52.4619
23.4375	53.9302	23.4375	52.651	23.4375	53.3375
24.9023	51.9348	24.9023	50.9927	24.9023	51.4893
26.3672	53.8315	26.3672	54.2293	26.3672	54.035
27.832	51.4737	27.832	53.4563	27.832	52.5772
29.2969	45.1349	29.2969	52.1965	29.2969	49.9661
30.7617	48.6742	30.7617	54.3537	30.7617	52.3829
32.2266	43.9431	32.2266	52.9749	32.2266	50.476
33.6914	43.9751	33.6914	52.6297	33.6914	50.1743
35.1563	53.4061	35.1563	57.3631	35.1563	55.8205
36.6211	63.3441	36.6211	64.783	36.6211	64.1229
38.0859	65.1849	38.0859	65.6772	38.0859	65.438
39.5508	71.6404	39.5508	71.2557	39.5508	71.4523
41.0156	71.7468	41.0156	72.8135	41.0156	72.3128
42.4805	76.5356	42.4805	76.965	42.4805	76.7556
43.9453	78.5098	43.9453	78.8033	43.9453	78.659
45.4102	79.9161	45.4102	80.1817	45.4102	80.0509
46.875	82.0881	46.875	82.3199	46.875	82.2056
48.3398	84.0311	48.3398	84.2082	48.3398	84.1205
51.2695	86.5405	51.2695	86.6528	51.2695	86.597
52.7344	87.6131	52.7344	87.7094	52.7344	87.6615
54.1992	88.5508	54.1992	88.6074	54.1992	88.5792
55.6641	89.453	55.6641	89.4938	55.6641	89.4735
58.5938	90.8872	58.5938	90.8845	58.5938	90.8858
60.0586	91.4666	60.0586	91.4429	60.0586	91.4547
62.9883	92.265	62.9883	92.2032	62.9883	92.2342
64.4531	92.6076	64.4531	92.5263	64.4531	92.5671
67.3828	93.1904	67.3828	93.0565	67.3828	93.124
68.8477	93.4022	68.8477	93.2561	68.8477	93.3298
71.7773	93.7976	71.7773	93.6424	71.7773	93.7207
74.707	94.1982	74.707	93.9989	74.707	94.0997
77.6367	94.4431	77.6367	94.2032	77.6367	94.3248
79.1016	94.6468	79.1016	94.4047	79.1016	94.5274
82.0313	95.1113	82.0313	94.8622	82.0313	94.9885
84.9609	95.3989	84.9609	95.128	84.9609	95.2656
87.8906	95.6946	87.8906	95.3979	87.8906	95.5488
90.8203	96.0868	90.8203	95.7854	90.8203	95.9387
95.2148	96.8887	95.2148	96.5651	95.2148	96.7299
98.1445	97.088	98.1445	96.8037	98.1445	96.9482
101.074	97.4162	101.074	97.1049	101.074	97.2634
105.469	97.8929	105.469	97.5334	105.469	97.7169
108.398	98.24	108.398	97.8811	108.398	98.0643
112.793	98.6888	112.793	98.3191	112.793	98.5079
117.188	99.1645	117.188	98.786	117.188	98.9794
120.117	99.4659	120.117	99.1046	120.117	99.289
124.512	99.7083	124.512	99.3457	124.512	99.5308
128.906	99.6968	128.906	99.3127	128.906	99.509
133.301	99.9673	133.301	99.5474	133.301	99.7624
139.16	100.124	139.16	99.6684	139.16	99.902
143.555	100.058	143.555	99.5748	143.555	99.8229
147.949	100.062	147.949	99.5417	147.949	99.8096
153.809	100.007	153.809	99.4809	153.809	99.752
159.668	100.011	159.668	99.4987	159.668	99.7623
165.527	99.9132	165.527	99.3943	165.527	99.6615
171.387	99.7964	171.387	99.2846	171.387	99.548
177.246	99.6483	177.246	99.1267	177.246	99.3953
183.105	99.455	183.105	98.8942	183.105	99.1837
188.965	99.3439	188.965	98.8035	188.965	99.0821
196.289	99.2078	196.289	98.6929	196.289	98.9579
203.613	99.0221	203.613	98.4691	203.613	98.7544
210.938	98.8711	210.938	98.2827	210.938	98.5868
218.262	98.7039	218.262	98.1783	218.262	98.4491
