"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.9811	20.5078	54.5218	20.5078	54.0676	20.5078	54.3801	20.5078	54.8895	20.5078	54.3337
21.9727	52.6534	21.9727	52.2616	21.9727	52.3122	21.9727	52.5157	21.9727	52.8966	21.9727	52.4957
23.4375	53.9302	23.4375	52.651	23.4375	53.4611	23.4375	53.4253	23.4375	53.2492	23.4375	53.3949
24.9023	51.9348	24.9023	50.9927	24.9023	51.4873	24.9023	51.6944	24.9023	52.1646	24.9023	51.6508
26.3672	53.8315	26.3672	54.2293	26.3672	53.8682	26.3672	54.119	26.3672	54.6063	26.3672	54.0936
27.832	51.4737	27.832	53.4563	27.832	51.9831	27.832	52.7724	27.832	54.1876	27.832	52.7268
29.2969	45.1349	29.2969	52.1965	29.2969	47.8734	29.2969	49.9727	29.2969	53.0384	29.2969	50.0365
30.7617	48.6742	30.7617	54.3537	30.7617	50.5566	30.7617	52.5847	30.7617	55.6099	30.7617	52.6075
32.2266	43.9431	32.2266	52.9749	32.2266	46.4994	32.2266	49.1015	32.2266	53.4832	32.2266	49.7672
33.6914	43.9751	33.6914	52.6297	33.6914	40.3941	33.6914	46.7161	33.6914	54.8541	33.6914	49.0477
35.1563	53.4061	35.1563	57.3631	35.1563	53.1368	35.1563	54.0721	35.1563	58.6843	35.1563	55.1461
36.6211	63.3441	36.6211	64.783	36.6211	63.4021	36.6211	63.7793	36.6211	65.4117	36.6211	63.9881
38.0859	65.1849	38.0859	65.6772	38.0859	65.1764	38.0859	64.8754	38.0859	65.5088	38.0859	65.1666
39.5508	71.6404	39.5508	71.2557	39.5508	71.4074	39.5508	71.0564	39.5508	70.9829	39.5508	71.2382
41.0156	71.7468	41.0156	72.8135	41.0156	71.9902	41.0156	72.2806	41.0156	73.3322	41.0156	72.3492
42.4805	76.5356	42.4805	76.965	42.4805	76.6068	42.4805	76.7766	42.4805	77.3853	42.4805	76.8022
43.9453	78.5098	43.9453	78.8033	43.9453	78.4973	43.9453	78.739	43.9453	79.3951	43.9453	78.7392
45.4102	79.9161	45.4102	80.1817	45.4102	79.9472	45.4102	80.0833	45.4102	80.4343	45.4102	80.082
46.875	82.0881	46.875	82.3199	46.875	82.1272	46.875	82.2227	46.875	82.4748	46.875	82.2232
48.3398	84.0311	48.3398	84.2082	48.3398	84.0501	48.3398	84.1531	48.3398	84.3956	48.3398	84.147
51.2695	86.5405	51.2695	86.6528	51.2695	86.5494	51.2695	86.6279	51.2695	86.8117	51.2695	86.6215
52.7344	87.6131	52.7344	87.7094	52.7344	87.613	52.7344	87.7076	52.7344	87.9099	52.7344	87.6957
54.1992	88.5508	54.1992	88.6074	54.1992	88.5381	54.1992	88.6301	54.1992	88.8218	54.1992	88.6165
55.6641	89.453	55.6641	89.4938	55.6641	89.4371	55.6641	89.5247	55.6641	89.6964	55.6641	89.5098
58.5938	90.8872	58.5938	90.8845	58.5938	90.8615	58.5938	90.9337	58.5938	91.0652	58.5938	90.9188
60.0586	91.4666	60.0586	91.4429	60.0586	91.4382	60.0586	91.4964	60.0586	91.6002	60.0586	91.4833
62.9883	92.265	62.9883	92.2032	62.9883	92.225	62.9883	92.2794	62.9883	92.3734	62.9883	92.2654
64.4531	92.6076	64.4531	92.5263	64.4531	92.5629	64.4531	92.6119	64.4531	92.6922	64.4531	92.5978
67.3828	93.1904	67.3828	93.0565	67.3828	93.1304	67.3828	93.1642	67.3828	93.2123	67.3828	93.1514
68.8477	93.4022	68.8477	93.2561	68.8477	93.336	68.8477	93.3754	68.8477	93.4341	68.8477	93.3612
71.7773	93.7976	71.7773	93.6424	71.7773	93.7339	71.7773	93.7608	71.7773	93.8036	71.7773	93.7493
74.707	94.1982	74.707	93.9989	74.707	94.1207	74.707	94.1365	74.707	94.1594	74.707	94.1264
77.6367	94.4431	77.6367	94.2032	77.6367	94.3564	77.6367	94.3534	77.6367	94.3533	77.6367	94.3476
