Frequency Spectrum for Input Signal

Data Shown:    CDD8 PORTRAIT (Martin Audio Ltd)
Display Parameters:   Frequency: 1000Hz (1/24th Octave)   Mer: 90°  Par: 10°

Freq [Hz]	Signal Level [dBSPL]
22.4	35.2
23	35.6
23.6	36.3
24	40.1
25	43.9
25.8	48
26.5	53.6
27.2	57.6
28	59.5
29	61.2
30	62.2
30.7	62
31.5	61.3
32.5	60.6
33.5	62
34.5	63.3
35.5	63.2
36.5	58.8
37.5	56
38.7	58.1
40	65.7
41.2	70.5
42.5	73.2
43.7	74.5
45	75.6
46.2	76.8
47.5	77.9
48.7	79.1
50	79.8
51.5	79.6
53	80.1
54.5	80.2
56	80.6
58	81.6
60	82.1
61.5	81.9
63	82.2
65	82.8
67	83.1
69	83.4
71	83.7
73	84
75	84.1
77.5	84.2
80	84.6
82.5	84.7
85	84.9
87.5	85.3
90	85.3
92.5	85.4
95	85.8
97.5	86.2
100	86.1
103	86
106	85.8
109	86.3
112	86.3
115	86.4
118	86.2
122	86.3
125	86.6
128	86.7
132	87
136	87.2
140	87.6
145	87.9
150	88
155	88.2
160	88.5
165	88.4
170	88.5
175	88.4
180	88.5
185	88.6
190	88.7
195	89.2
200	89.4
206	89.7
212	89.8
218	89.9
224	89.9
230	89.9
236	89.7
240	89.7
250	89.9
258	89.9
265	90.2
272	90
280	89.9
290	89.7
300	89.7
307	89.9
315	90.3
325	90.6
335	90.6
345	90.2
355	90
365	89.9
375	90
387	90.3
400	90.3
412	90.1
425	89.9
437	89.8
450	89.8
462	89.9
475	90
487	90
500	90
515	89.9
530	89.9
545	90.1
560	90.6
580	91.2
600	91.6
615	91.8
630	91.8
650	91.6
670	91.3
690	90.3
710	90.1
730	90
750	89.7
775	89.9
800	90.6
825	91
850	91.2
875	91.8
900	91.7
925	91.6
950	91.2
975	90.1
1000	89.9
1030	89.5
1060	87.2
1090	87.4
1120	87.7
1150	88.2
1180	88.4
1220	88.5
1250	89.4
1280	89.6
1320	88.4
1360	88.2
1400	88.3
1450	87.3
1500	86.9
1550	86
1600	84.9
1650	86.8
1700	88
1750	88.7
1800	89.9
1850	90
1900	90
1950	90.2
2000	90.1
2060	89.9
2120	88.9
2180	88.3
2240	87.2
2300	86.9
2360	87.7
2400	87.8
2500	86.9
2580	86
2650	83.7
2720	83.8
2800	86.6
2900	87.4
3000	87.8
3070	87
3150	86.8
3250	88.4
3350	90.3
3450	91.1
3550	91.4
3650	89.9
3750	88.9
3870	88.9
4000	88.4
4120	87.7
4250	87.2
4370	86.8
4500	87.4
4620	88.3
4750	89.3
4870	90.1
5000	90.9
5150	92.3
5300	91.8
5450	91
5600	88.2
5800	87.5
6000	87.4
6150	87.6
6300	87.8
6500	88.9
6700	89.2
6900	87.8
7100	89.9
7300	89.1
7500	88.1
7750	87.4
8000	87.1
8250	86.5
8500	85.6
8750	86.3
9000	86.9
9250	87.2
9500	88.1
9750	89
10000	87.5
10300	85.4
10600	84.5
10900	84
11200	83.2
11500	80.5
11800	81
12200	81.8
12500	84.5
12800	86.7
13200	86
13600	84.7
14000	83.9
14500	83.1
15000	84.8
15500	83.4
16000	81.4
16500	83.5
17000	83.7
17500	83.3
18000	84.2
18500	82.1
19000	77.5
19500	73
20000	72.5
20600	70.2
21200	56.1
21800	58.8
22400	64.4
