"SPL Horizontal"
"On-Axis"		"10°"		"-10°"		"20°"		"-20°"		"30°"		"-30°"		"40°"		"-40°"		"50°"		"-50°"		"60°"		"-60°"		"70°"		"-70°"		"80°"		"-80°"		"90°"		"-90°"		"100°"		"-100°"		"110°"		"-110°"		"120°"		"-120°"		"130°"		"-130°"		"140°"		"-140°"		"150°"		"-150°"		"160°"		"-160°"		"170°"		"-170°"		"180°"
"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]    /  [	2.83	V at 	35	m]"
20.5078	50.711	20.5078	50.8048	20.5078	50.6309	20.5078	50.9101	20.5078	50.5664	20.5078	51.0244	20.5078	50.5193	20.5078	51.1453	20.5078	50.4908	20.5078	51.2701	20.5078	50.4818	20.5078	51.3962	20.5078	50.4923	20.5078	51.5202	20.5078	50.5219	20.5078	51.6387	20.5078	50.5696	20.5078	51.7475	20.5078	50.634	20.5078	51.8418	20.5078	50.7132	20.5078	51.9168	20.5078	50.8056	20.5078	51.9676	20.5078	50.9095	20.5078	51.99	20.5078	51.0234	20.5078	51.9817	20.5078	51.1457	20.5078	51.942	20.5078	51.2745	20.5078	51.873	20.5078	51.4071	20.5078	51.7787	20.5078	51.5391	20.5078	51.6652
21.9727	43.8347	21.9727	43.9384	21.9727	43.7435	21.9727	44.0528	21.9727	43.6672	21.9727	44.1768	21.9727	43.608	21.9727	44.31	21.9727	43.568	21.9727	44.4521	21.9727	43.5484	21.9727	44.6028	21.9727	43.5497	21.9727	44.7602	21.9727	43.5715	21.9727	44.9209	21.9727	43.6131	21.9727	45.079	21.9727	43.6739	21.9727	45.2259	21.9727	43.7534	21.9727	45.3512	21.9727	43.852	21.9727	45.4443	21.9727	43.9702	21.9727	45.4953	21.9727	44.1089	21.9727	45.4972	21.9727	44.2683	21.9727	45.4473	21.9727	44.4467	21.9727	45.3477	21.9727	44.6392	21.9727	45.2052	21.9727	44.8378	21.9727	45.0309
23.4375	45.1378	23.4375	45.2174	23.4375	45.0675	23.4375	45.3044	23.4375	45.0078	23.4375	45.3964	23.4375	44.9596	23.4375	45.4907	23.4375	44.923	23.4375	45.5842	23.4375	44.8977	23.4375	45.6741	23.4375	44.8832	23.4375	45.7575	23.4375	44.879	23.4375	45.8315	23.4375	44.8847	23.4375	45.8936	23.4375	44.9006	23.4375	45.9412	23.4375	44.9277	23.4375	45.9716	23.4375	44.9674	23.4375	45.9823	23.4375	45.0211	23.4375	45.9713	23.4375	45.0897	23.4375	45.9374	23.4375	45.1732	23.4375	45.8809	23.4375	45.2699	23.4375	45.8036	23.4375	45.377	23.4375	45.7091	23.4375	45.4897	23.4375	45.6025
24.9023	43.9593	24.9023	44.0337	24.9023	43.908	24.9023	44.1295	24.9023	43.8806	24.9023	44.2442	24.9023	43.8775	24.9023	44.375	24.9023	43.8979	24.9023	44.5184	24.9023	43.9405	24.9023	44.6705	24.9023	44.003	24.9023	44.8267	24.9023	44.0829	24.9023	44.9817	24.9023	44.1774	24.9023	45.1295	24.9023	44.2836	24.9023	45.264	24.9023	44.3991	24.9023	45.3789	24.9023	44.5216	24.9023	45.4687	24.9023	44.6489	24.9023	45.5294	24.9023	44.7791	24.9023	45.5584	24.9023	44.91	24.9023	45.5556	24.9023	45.0388	24.9023	45.5224	24.9023	45.1626	24.9023	45.4621	24.9023	45.2774	24.9023	45.3788
26.3672	43.5943	26.3672	43.5778	26.3672	43.6102	26.3672	43.5603	26.3672	43.6249	26.3672	43.5408	26.3672	43.6375	26.3672	43.5181	26.3672	43.6463	26.3672	43.4911	26.3672	43.6497	26.3672	43.4594	26.3672	43.6462	26.3672	43.4233	26.3672	43.6347	26.3672	43.3839	26.3672	43.6147	26.3672	43.3432	26.3672	43.5867	26.3672	43.3033	26.3672	43.5513	26.3672	43.2665	26.3672	43.5101	26.3672	43.2347	26.3672	43.4646	26.3672	43.2095	26.3672	43.4165	26.3672	43.1918	26.3672	43.3679	26.3672	43.1825	26.3672	43.3207	26.3672	43.1824	26.3672	43.2775	26.3672	43.1921	26.3672	43.2405	26.3672	43.2116
27.832	46.1694	27.832	46.2527	27.832	46.1001	27.832	46.3476	27.832	46.0463	27.832	46.4507	27.832	46.0088	27.832	46.5576	27.832	45.9877	27.832	46.6627	27.832	45.9827	27.832	46.7596	27.832	45.9929	27.832	46.8413	27.832	46.017	27.832	46.9015	27.832	46.0532	27.832	46.9348	27.832	46.0991	27.832	46.9388	27.832	46.1521	27.832	46.9143	27.832	46.2089	27.832	46.8656	27.832	46.2659	27.832	46.8005	27.832	46.3198	27.832	46.7284	27.832	46.3679	27.832	46.6583	27.832	46.4089	27.832	46.5968	27.832	46.4435	27.832	46.5469	27.832	46.4748	27.832	46.5076
29.2969	45.7945	29.2969	45.7912	29.2969	45.802	29.2969	45.7925	29.2969	45.8128	29.2969	45.7983	29.2969	45.8254	29.2969	45.8073	29.2969	45.8385	29.2969	45.8178	29.2969	45.8505	29.2969	45.8274	29.2969	45.8604	29.2969	45.8334	29.2969	45.8674	29.2969	45.8335	29.2969	45.8709	29.2969	45.8262	29.2969	45.8708	29.2969	45.811	29.2969	45.867	29.2969	45.7893	29.2969	45.8592	29.2969	45.7633	29.2969	45.8474	29.2969	45.7367	29.2969	45.8313	29.2969	45.7136	29.2969	45.8107	29.2969	45.6977	29.2969	45.7863	29.2969	45.6917	29.2969	45.7598	29.2969	45.6966	29.2969	45.7337	29.2969	45.7115
30.7617	49.4593	30.7617	49.4491	30.7617	49.4725	30.7617	49.442	30.7617	49.4882	30.7617	49.4378	30.7617	49.5058	30.7617	49.4361	30.7617	49.5244	30.7617	49.4361	30.7617	49.5432	30.7617	49.4368	30.7617	49.5611	30.7617	49.4371	30.7617	49.5773	30.7617	49.4358	30.7617	49.5908	30.7617	49.4323	30.7617	49.6008	30.7617	49.4264	30.7617	49.6062	30.7617	49.4186	30.7617	49.6061	30.7617	49.4101	30.7617	49.5997	30.7617	49.403	30.7617	49.5865	30.7617	49.3994	30.7617	49.5665	30.7617	49.4015	30.7617	49.5407	30.7617	49.4108	30.7617	49.5111	30.7617	49.4278	30.7617	49.4804	30.7617	49.4517
32.2266	51.0035	32.2266	50.984	32.2266	51.0242	32.2266	50.9661	32.2266	51.0458	32.2266	50.9496	32.2266	51.0673	32.2266	50.9339	32.2266	51.0877	32.2266	50.9184	32.2266	51.106	32.2266	50.9021	32.2266	51.1211	32.2266	50.8843	32.2266	51.1318	32.2266	50.8646	32.2266	51.1373	32.2266	50.8432	32.2266	51.1369	32.2266	50.8213	32.2266	51.1299	32.2266	50.8007	32.2266	51.116	32.2266	50.7838	32.2266	51.0951	32.2266	50.7732	32.2266	51.0674	32.2266	50.7714	32.2266	51.0334	32.2266	50.7799	32.2266	50.9941	32.2266	50.7991	32.2266	50.9513	32.2266	50.8283	32.2266	50.9073	32.2266	50.8653
33.6914	53.7648	33.6914	53.7521	33.6914	53.7805	33.6914	53.7423	33.6914	53.7986	33.6914	53.7352	33.6914	53.8186	33.6914	53.7304	33.6914	53.8395	33.6914	53.7272	33.6914	53.8604	33.6914	53.7245	33.6914	53.8802	33.6914	53.7216	33.6914	53.8978	33.6914	53.7179	33.6914	53.9122	33.6914	53.713	33.6914	53.9223	33.6914	53.7072	33.6914	53.9274	33.6914	53.7013	33.6914	53.9266	33.6914	53.6967	33.6914	53.9196	33.6914	53.6951	33.6914	53.9059	33.6914	53.6981	33.6914	53.8861	33.6914	53.707	33.6914	53.8608	33.6914	53.7225	33.6914	53.8317	33.6914	53.7442	33.6914	53.801	33.6914	53.771
