"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	61.0858	20.5078	60.9853	20.5078	61.0359
21.9727	60.8364	21.9727	60.2664	21.9727	60.5608
23.4375	62.4509	23.4375	61.8699	23.4375	62.1701
24.9023	63.2031	24.9023	62.5869	24.9023	62.9059
26.3672	63.9988	26.3672	63.2369	26.3672	63.6346
27.832	64.9775	27.832	64.2055	27.832	64.6087
29.2969	65.7228	29.2969	64.9428	29.2969	65.3503
30.7617	66.5371	30.7617	65.7496	30.7617	66.1612
32.2266	67.426	32.2266	66.6515	32.2266	67.056
33.6914	67.9148	33.6914	67.0903	33.6914	67.5221
35.1562	68.5667	35.1562	67.7022	35.1562	68.1559
36.6211	69.4817	36.6211	68.6344	36.6211	69.0787
38.0859	69.8616	38.0859	69.0304	38.0859	69.4659
39.5508	70.7447	39.5508	69.8766	39.5508	70.3323
41.0156	71.2078	41.0156	70.3494	41.0156	70.7998
42.4805	71.7488	42.4805	70.852	42.4805	71.3235
43.9453	72.2816	43.9453	71.3467	43.9453	71.8392
45.4102	72.9743	45.4102	72.0709	45.4102	72.546
46.875	73.6451	46.875	72.8666	46.875	73.2733
48.3398	74.7939	48.3398	73.8764	48.3398	74.3593
51.2695	74.9319	51.2695	74.1183	51.2695	74.5441
52.7344	75.7254	52.7344	74.9166	52.7344	75.3398
54.1992	76.1886	54.1992	75.4083	54.1992	75.816
55.6641	76.4615	55.6641	75.596	55.6641	76.0503
58.5938	77.8025	58.5938	76.9444	58.5938	77.3946
60.0586	78.1793	60.0586	77.3384	60.0586	77.7792
62.9883	78.9125	62.9883	78.0668	62.9883	78.5102
64.4531	79.3381	64.4531	78.516	64.4531	78.9464
67.3828	80.1687	67.3828	79.3661	67.3828	79.7859
68.8477	80.5591	68.8477	79.7573	68.8477	80.1767
71.7773	81.3569	71.7773	80.5711	71.7773	80.9817
74.707	82.0868	74.707	81.2981	74.707	81.7103
77.6367	82.7996	77.6367	82.0031	77.6367	82.4196
