* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\9-SP.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:13:42 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\9-SP.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 9-SP
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	59.293839	-164.5786
20.144928	59.459595	-164.9480
20.290907	59.626850	-165.3406
20.437943	59.807552	-165.8149
20.586044	59.971893	-166.2587
20.735220	60.067543	-166.5508
20.885475	60.173851	-166.7768
21.036821	60.380230	-166.9643
21.189262	60.604725	-167.1667
21.342808	60.772545	-167.4331
21.497467	60.950760	-167.8045
21.653246	61.222336	-168.4012
21.810154	61.465729	-169.0352
21.968201	61.528881	-169.5621
22.127390	61.584908	-169.9686
22.287735	61.788410	-170.0860
22.449242	62.044781	-170.2358
22.611917	62.317036	-170.7345
22.775772	62.585682	-171.4310
22.940815	62.809784	-172.2884
23.107054	63.016735	-173.2806
23.274498	63.233154	-174.3937
23.443153	63.420776	-175.5544
23.613033	63.531582	-176.6926
23.784142	63.620926	-177.7851
23.956491	63.737507	-178.7518
24.130091	63.853870	-179.6939
24.304947	63.967438	179.2612
24.481071	64.051926	178.2712
24.658470	64.057076	177.4480
24.837156	64.051987	176.8028
25.017136	64.093307	176.4525
25.198421	64.168907	176.1923
25.381020	64.299927	175.8448
25.564941	64.442863	175.4414
25.750195	64.552261	174.9343
25.936790	64.654877	174.3847
26.124741	64.764900	173.8574
26.314051	64.874840	173.2949
26.504732	64.993912	172.6102
26.696796	65.085915	171.9557
26.890253	65.090073	171.4611
27.085112	65.088989	171.1093
27.281382	65.163322	170.9573
27.479073	65.258873	170.9130
27.678198	65.333076	170.9137
27.878765	65.430832	170.9280
28.080786	65.598297	170.9214
28.284271	65.789726	170.8401
28.489231	65.966507	170.6191
28.695675	66.152733	170.2576
28.903616	66.372559	169.7275
29.113064	66.587708	169.0471
29.324028	66.756981	168.2283
29.536524	66.912819	167.2623
29.750557	67.097122	166.1041
29.966141	67.240875	164.8734
30.183289	67.262314	163.6447
30.402010	67.241028	162.5083
30.622314	67.244438	161.5807
30.844217	67.228035	160.8588
31.067726	67.147797	160.3853
31.292856	67.069099	160.1382
31.519617	67.055939	160.1411
31.748020	67.068977	160.2997
31.978081	67.082100	160.5312
32.209808	67.118927	160.8236
32.443211	67.202621	161.1453
32.678310	67.308853	161.4736
32.915108	67.411240	161.7995
33.153625	67.538818	162.0497
33.393871	67.737282	162.1073
33.635857	67.930725	162.0941
33.879597	68.020370	162.1082
34.125103	68.119835	162.1050
34.372387	68.338715	162.1405
34.621464	68.591606	162.0094
34.872345	68.836044	161.4599
35.125042	69.051765	160.6851
35.379574	69.195168	159.7595
35.635948	69.293915	158.7891
35.894180	69.360550	157.9045
36.154285	69.396965	157.1061
36.416275	69.413254	156.3956
36.680161	69.397057	155.8995
36.945961	69.314255	155.7618
37.213688	69.240082	155.9325
37.483353	69.243568	156.4938
37.754974	69.309845	157.1919
38.028561	69.459694	157.8194
38.304131	69.654724	158.3174
38.581699	69.870193	158.5202
38.861279	70.085686	158.5421
39.142883	70.262756	158.4331
39.426529	70.430771	158.2224
39.712231	70.611122	157.9787
40.000000	70.789742	157.6326
40.289856	70.977684	157.0530
40.581814	71.120850	156.4927
40.875885	71.123650	156.1719
41.172089	71.120964	156.0590
41.470440	71.234512	156.3107
41.770950	71.409676	156.5817
42.073643	71.652489	156.5373
42.378525	71.901672	156.2985
42.685616	72.079948	155.8571
42.994934	72.240776	155.2689
43.306492	72.433540	154.5560
43.620308	72.593803	153.8121
43.936401	72.644196	153.1311
44.254780	72.671951	152.5348
44.575470	72.762161	152.0784
44.898483	72.844887	151.7554
45.223835	72.852249	151.5726
45.551544	72.861961	151.5459
45.881630	72.940231	151.7513
46.214108	73.054794	152.0156
46.548996	73.202454	152.1729
46.886307	73.361748	152.2759
47.226067	73.502403	152.3265
47.568283	73.647743	152.3121
47.912983	73.829002	152.1792
48.260181	73.992752	152.0522
48.609894	74.063652	152.0470
48.962143	74.137848	152.1368
49.316940	74.309265	152.3734
49.674313	74.510674	152.6356
50.034271	74.691895	152.8327
50.396843	74.894669	152.9240
50.762039	75.172920	152.7982
51.129883	75.440567	152.5764
51.500389	75.590317	152.3487
51.873581	75.738708	152.0975
52.249481	76.001083	151.8649
52.628101	76.275558	151.5606
53.009464	76.480736	151.0740
53.393593	76.668678	150.5060
53.780506	76.883400	149.8724
54.170223	77.068741	149.3188
54.562763	77.139389	149.0260
54.958145	77.225807	148.9051
55.356396	77.454620	149.0439
55.757530	77.753456	149.0921
56.161572	78.118889	148.6299
56.568542	78.469467	147.9512
56.978462	78.666664	147.2764
57.391350	78.877541	146.4128
57.807232	79.303711	145.2206
58.226128	79.705406	143.7587
58.648056	79.861595	141.8606
59.073048	79.913971	140.0637
59.501114	79.895775	139.0097
59.932281	79.913887	138.2253
60.366577	80.140915	137.5145
60.804020	80.413544	136.6796
61.244629	80.620560	135.3358
61.688435	80.775787	133.8486
62.135452	80.841553	132.4139
62.585712	80.861984	131.1599
63.039234	80.845078	130.3746
63.496040	80.861916	129.7739
63.956161	81.024734	129.1989
64.419617	81.218658	128.5583
64.886421	81.353844	127.6415
65.356621	81.465820	126.6478
65.830215	81.559525	125.6998
66.307251	81.637863	124.8186
66.787743	81.696831	124.0812
67.271713	81.761871	123.4431
67.759193	81.861923	122.9065
68.250206	81.982773	122.4069
68.744774	82.114937	121.9122
69.242928	82.272713	121.3261
69.744690	82.490669	120.5087
70.250084	82.698639	119.5589
70.759148	82.813301	118.5096
71.271896	82.907822	117.4200
71.788361	83.045746	116.3649
72.308571	83.173790	115.3300
72.832550	83.243263	114.3126
73.360321	83.302895	113.3517
73.891922	83.392311	112.5126
74.427376	83.490799	111.7145
74.966705	83.594116	110.8692
75.509949	83.691833	110.0634
76.057121	83.754379	109.3851
76.608261	83.834793	108.7433
77.163399	83.994522	108.1132
77.722557	84.179626	107.3836
78.285767	84.362900	106.3714
78.853058	84.524712	105.2672
79.424461	84.608597	104.2423
80.000000	84.697792	103.1751
80.579712	84.897614	101.9867
81.163628	85.086685	100.7175
81.751770	85.145172	99.3300
82.344177	85.171944	97.9797
82.940880	85.231232	96.8812
83.541901	85.308823	95.8211
84.147285	85.428886	94.6312
84.757050	85.539818	93.3864
85.371231	85.585876	92.0591
85.989868	85.602982	90.7915
86.612984	85.598755	89.7517
87.240616	85.602959	88.8367
87.872803	85.658112	88.0195
88.509560	85.733841	87.2376
89.150940	85.804710	86.4510
89.796967	85.897781	85.5659
90.447670	86.062416	84.4238
91.103088	86.206764	83.1776
91.763260	86.215584	81.9200
92.428215	86.207008	80.6754
93.097992	86.292816	79.5216
93.772614	86.378845	78.3912
94.452133	86.389755	77.1867
95.136566	86.379028	76.0751
95.825966	86.362823	75.2591
96.520363	86.378906	74.5375
97.219788	86.486656	73.8383
97.924286	86.637665	72.9731
98.633881	86.826324	71.6461
99.348625	86.982765	70.1052
100.068542	87.004585	68.4520
100.793686	86.983070	66.8318
101.524078	86.972260	65.5183
102.259766	86.982933	64.2293
103.000778	87.079544	62.7203
103.747162	87.154915	61.1461
104.498962	87.079933	59.5730
105.256203	86.983162	58.0248
106.018929	86.990608	56.5463
106.787186	86.983063	55.1396
107.561012	86.844833	53.7915
108.340446	86.689240	52.5928
109.125526	86.602242	51.7216
109.916290	86.552063	50.9035
110.712791	86.557617	49.8763
111.515060	86.552055	48.7773
112.323143	86.454430	47.6096
113.137085	86.325279	46.5161
113.956924	86.198166	45.6677
114.782700	86.074295	44.9845
115.614464	85.964104	44.4617
116.452255	85.873146	44.0437
117.296112	85.812035	43.6950
118.146095	85.776062	43.3497
119.002228	85.769936	42.9297
119.864563	85.775978	42.4364
120.733154	85.776001	41.8458
121.608040	85.776001	41.1576
122.489258	85.788559	40.3194
123.376869	85.776077	39.4630
124.270905	85.679344	38.7064
125.171425	85.575165	38.0411
126.078468	85.533478	37.5547
126.992081	85.517014	37.0761
127.912323	85.521744	36.4277
128.839233	85.517036	35.7154
129.772842	85.462135	34.9420
130.713242	85.383186	34.2412
131.660431	85.273445	33.8198
132.614502	85.191154	33.4641
133.575485	85.226631	33.0424
134.543427	85.277924	32.5121
135.518387	85.261566	31.7126
136.500412	85.210129	30.8665
137.489548	85.121277	30.1414
138.485855	85.017258	29.5443
139.489380	84.910667	29.1870
140.500168	84.828140	28.9206
141.518295	84.816177	28.6641
142.543793	84.827965	28.3231
143.576721	84.844177	27.6924
144.617142	84.828094	27.0214
145.665100	84.698837	26.5216
146.720642	84.569275	26.1060
147.783844	84.563545	25.7733
148.854752	84.569016	25.4747
149.933411	84.483231	25.1415
151.019897	84.397186	24.8326
152.114243	84.386246	24.6262
153.216522	84.396965	24.3987
154.326797	84.397003	24.0341
155.445114	84.397003	23.5870
156.571533	84.397003	23.0912
157.706116	84.396996	22.4965
158.848923	84.413177	21.7130
160.000000	84.397102	20.8929
161.159424	84.278580	20.1470
162.327255	84.138306	19.5113
163.503540	84.046814	19.0918
164.688354	83.966179	18.7886
165.881760	83.872162	18.5513
167.083801	83.793175	18.3356
168.294571	83.764305	18.0853
169.514099	83.742073	17.7848
170.742462	83.690659	17.3635
171.979736	83.621208	16.9302
173.225967	83.526619	16.5790
174.481232	83.426231	16.2836
175.745605	83.345627	16.0340
177.019119	83.259224	15.8743
178.301880	83.129318	15.8779
179.593933	83.017235	15.9478
180.895340	82.997574	16.0294
182.206177	82.994019	16.0670
183.526520	82.948128	15.9219
184.856430	82.879181	15.7882
186.195984	82.768562	15.8608
187.545227	82.672173	16.0016
188.904266	82.667671	16.1360
190.273132	82.672012	16.2657
191.651932	82.605316	16.3461
193.040726	82.534172	16.4427
194.439575	82.513786	16.6107
195.848572	82.500053	16.8363
197.267761	82.445122	17.1521
198.697250	82.414009	17.4723
200.137085	82.481178	17.7495
201.587372	82.571793	17.8998
203.048157	82.631744	17.7714
204.519531	82.671913	17.5199
206.001556	82.678253	17.2561
207.494324	82.672020	16.9647
208.997925	82.682236	16.6342
210.512405	82.672066	16.3615
212.037857	82.583778	16.2745
213.574371	82.508133	16.2700
215.122025	82.545296	16.3394
216.680893	82.610809	16.3243
218.251053	82.658157	15.9802
219.832581	82.672028	15.5552
221.425583	82.599365	15.2079
223.030121	82.507233	14.9674
224.646286	82.450317	14.9662
226.274170	82.414070	15.0508
227.913849	82.408188	15.1139
229.565399	82.413994	15.1470
231.228928	82.419373	15.0728
232.904510	82.414047	14.9912
234.592224	82.371132	14.9749
236.292191	82.328094	15.0308
238.004456	82.311882	15.2439
239.729126	82.327911	15.4515
241.466309	82.403015	15.5502
243.216080	82.499733	15.4446
244.978516	82.612610	14.8986
246.753738	82.671959	14.2319
248.541809	82.559525	13.6740
250.342850	82.414383	13.2659
252.156937	82.360420	13.1879
253.984161	82.328079	13.2498
255.824646	82.279243	13.3113
257.678467	82.241066	13.3987
259.545685	82.235558	13.5020
261.426483	82.240982	13.5908
263.320862	82.240997	13.6219
265.229004	82.240997	13.6250
267.150970	82.240997	13.6213
269.086853	82.240997	13.5931
271.036774	82.251740	13.4741
273.000824	82.241081	13.4309
274.979095	82.139343	13.6738
276.971710	82.069084	14.0090
278.978760	82.174370	14.3738
281.000336	82.323608	14.5798
283.036591	82.427673	14.3321
285.087585	82.499847	13.8855
287.153442	82.518127	13.3682
289.234283	82.500099	12.8702
291.330200	82.446800	12.5395
293.441284	82.386154	12.3324
295.567688	82.349960	12.2781
297.709503	82.328041	12.3048
299.866821	82.319000	12.3701
302.039795	82.327942	12.4160
304.228485	82.370872	12.3575
306.433044	82.413895	12.2324
308.653595	82.419380	12.0325
310.890228	82.414024	11.8126
313.143066	82.414001	11.6364
315.412231	82.414001	11.4695
317.697845	82.414001	11.2994
320.000000	82.414009	11.1235
322.318848	82.414001	10.9399
324.654510	82.414001	10.7327
327.007080	82.419373	10.4700
329.376709	82.414047	10.1978
331.763519	82.374832	9.9539
334.167603	82.328140	9.7316
336.589142	82.305702	9.5121
339.028198	82.269142	9.3693
341.484924	82.165611	9.3875
343.959473	82.069221	9.5185
346.451935	82.056488	9.7782
348.962463	82.068947	10.0563
351.491211	82.069000	10.2208
354.038239	82.069000	10.3516
356.603760	82.069000	10.4814
359.187866	82.069000	10.6215
361.790680	82.065315	10.8000
364.412354	82.068970	10.9984
367.053040	82.091347	11.2208
369.712860	82.127869	11.4275
372.391968	82.177208	11.5958
375.090454	82.240791	11.6779
377.808533	82.328934	11.6122
380.546265	82.413780	11.4177
383.303864	82.473061	11.0381
386.081451	82.499977	10.6381
388.879150	82.457146	10.3934
391.697144	82.414093	10.2164
394.535522	82.451485	10.1005
397.394501	82.499878	9.9755
400.274170	82.505379	9.7432
403.174744	82.500023	9.4808
406.096313	82.505371	9.2247
409.039062	82.500046	9.0016
412.003113	82.457146	8.8589
414.988647	82.414116	8.7712
417.995850	82.413803	8.7195
421.024811	82.414024	8.7308
424.075714	82.363472	8.8515
427.148743	82.331032	9.0065
430.244049	82.390686	9.1824
433.361786	82.477707	9.2391
436.502106	82.561394	8.9557
439.665161	82.611916	8.5583
442.851166	82.569382	8.1636
446.060242	82.493248	7.8856
449.292572	82.415901	7.9354
452.548340	82.360115	8.1382
455.827698	82.372726	8.4115
459.130798	82.413849	8.6852
462.457855	82.453987	8.8660
465.809021	82.507805	8.9419
469.184448	82.595596	8.8436
472.584381	82.671806	8.6517
476.008911	82.681694	8.3951
479.458252	82.672035	8.1606
482.932617	82.668304	8.0974
486.432159	82.680923	8.0482
489.957031	82.750153	7.8771
493.507477	82.811859	7.6647
497.083618	82.793541	7.4180
500.685699	82.759109	7.2255
504.313873	82.750443	7.2278
507.968323	82.762924	7.2778
511.649292	82.813873	7.2827
515.356934	82.878777	7.2153
519.091370	82.942123	6.9899
522.852966	82.993866	6.6910
526.641724	83.012657	6.3586
530.458008	83.016998	6.0439
