"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	30.1251	20.5078	38.5362	20.5078	34.13	20.5078	31.7453	20.5078	33.9429	20.5078	33.9797
21.9727	44.923	21.9727	47.9506	21.9727	46.6643	21.9727	45.8005	21.9727	44.0005	21.9727	46.1061
23.4375	47.4249	23.4375	49.137	23.4375	48.3309	23.4375	47.7895	23.4375	46.5127	23.4375	47.9558
24.9023	50.2558	24.9023	51.6575	24.9023	50.8894	24.9023	50.6201	24.9023	50.0563	24.9023	50.7275
26.3672	52.2962	26.3672	53.2342	26.3672	52.6764	26.3672	52.5282	26.3672	52.3121	26.3672	52.6062
27.832	54.6008	27.832	55.2435	27.832	54.8481	27.832	54.7403	27.832	54.5911	27.832	54.7981
29.2969	57.0516	29.2969	57.4361	29.2969	57.2256	29.2969	57.0711	29.2969	56.8276	29.2969	57.1274
30.7617	59.1457	30.7617	59.1464	30.7617	59.1689	30.7617	58.9906	30.7617	58.665	30.7617	59.0397
32.2266	60.7783	32.2266	60.6774	32.2266	60.7502	32.2266	60.5857	32.2266	60.3016	32.2266	60.6323
33.6914	62.5121	33.6914	62.3856	33.6914	62.4706	33.6914	62.336	33.6914	62.1002	33.6914	62.3726
35.1562	64.0244	35.1562	63.7606	35.1562	63.9277	35.1562	63.7961	35.1562	63.5871	35.1562	63.8314
36.6211	65.7516	36.6211	65.4375	36.6211	65.6444	36.6211	65.5103	36.6211	65.2791	36.6211	65.5412
38.0859	67.1292	38.0859	66.7465	38.0859	67.0013	38.0859	66.8549	38.0859	66.6046	38.0859	66.8871
39.5508	68.4971	39.5508	68.0463	39.5508	68.3395	39.5508	68.2023	39.5508	67.9729	39.5508	68.2315
41.0156	69.5468	41.0156	69.0345	41.0156	69.3604	41.0156	69.2308	41.0156	69.0668	41.0156	69.2632
42.4805	70.7815	42.4805	70.192	42.4805	70.5919	42.4805	70.4044	42.4805	70.0785	42.4805	70.4411
43.9453	71.9894	43.9453	71.3719	43.9453	71.7852	43.9453	71.6078	43.9453	71.3021	43.9453	71.6419
45.4102	73.0801	45.4102	72.4611	45.4102	72.8748	45.4102	72.7071	45.4102	72.433	45.4102	72.7397
46.875	74.1649	46.875	73.5179	46.875	73.9556	46.875	73.7746	46.875	73.4753	46.875	73.8092
48.3398	75.1786	48.3398	74.5001	48.3398	74.9587	48.3398	74.7753	48.3398	74.4691	48.3398	74.8095
51.2695	76.8328	51.2695	76.1214	51.2695	76.6028	51.2695	76.4134	51.2695	76.1092	51.2695	76.4497
52.7344	77.5976	52.7344	76.8683	52.7344	77.363	52.7344	77.1706	52.7344	76.8618	52.7344	77.2071
54.1992	78.2671	54.1992	77.5337	54.1992	78.0322	54.1992	77.8378	54.1992	77.5293	54.1992	77.875
55.6641	78.8902	55.6641	78.1352	55.6641	78.6501	55.6641	78.4494	55.6641	78.1294	55.6641	78.4875
58.5938	79.9221	58.5938	79.1399	58.5938	79.674	58.5938	79.4672	58.5938	79.1413	58.5938	79.5068
60.0586	80.3323	60.0586	79.5307	60.0586	80.0765	60.0586	79.8719	60.0586	79.5555	60.0586	79.9111
62.9883	81.071	62.9883	80.2474	62.9883	80.8111	62.9883	80.5952	62.9883	80.2664	62.9883	80.6375
64.4531	81.3189	64.4531	80.4836	64.4531	81.0558	64.4531	80.8361	64.4531	80.5048	64.4531	80.8796
67.3828	81.7325	67.3828	80.8803	67.3828	81.465	67.3828	81.2419	67.3828	80.9065	67.3828	81.286
68.8477	81.8784	68.8477	81.0151	68.8477	81.6087	68.8477	81.3834	68.8477	81.0511	68.8477	81.4283
71.7773	82.3222	71.7773	81.4456	71.7773	82.0516	71.7773	81.8192	71.7773	81.4846	71.7773	81.8663
74.707	82.699	74.707	81.8087	74.707	82.4252	74.707	82.1853	74.707	81.8442	74.707	82.2349
77.6367	82.934	77.6367	82.0034	77.6367	82.6513	77.6367	82.3888	77.6367	82.0165	77.6367	82.4446
79.1016	83.1187	79.1016	82.1676	79.1016	82.8318	79.1016	82.5546	79.1016	82.1482	79.1016	82.6133
82.0312	83.3761	82.0312	82.4289	82.0312	83.0814	82.0312	82.8314	82.0312	82.4623	82.0312	82.8821
84.9609	83.232	84.9609	82.3433	84.9609	82.9337	84.9609	82.7521	84.9609	82.5577	84.9609	82.7934
87.8906	83.4714	87.8906	82.5502	87.8906	83.1553	87.8906	82.993	87.8906	82.9444	87.8906	83.0415
90.8203	84.0583	90.8203	83.0791	90.8203	83.7861	90.8203	83.4604	90.8203	83.0817	90.8203	83.5407
95.2148	84.3039	95.2148	83.3125	95.2148	84.0209	95.2148	83.6974	95.2148	83.2689	95.2148	83.7727
98.1445	84.5224	98.1445	83.4913	98.1445	84.2224	98.1445	83.8922	98.1445	83.4696	98.1445	83.9715
101.074	84.667	101.074	83.6186	101.074	84.3575	101.074	84.0292	101.074	83.631	101.074	84.1105
105.469	84.8214	105.469	83.7769	105.469	84.5225	105.469	84.1952	105.469	83.8356	105.469	84.2778
108.398	84.9455	108.398	83.9229	108.398	84.6542	108.398	84.3223	108.398	83.96	108.398	84.4075
112.793	85.4739	112.793	84.3943	112.793	85.1643	112.793	84.8011	112.793	84.37	112.793	84.8939
117.188	85.6039	117.188	84.532	117.188	85.295	117.188	84.9452	117.188	84.6151	117.188	85.0421
120.117	86.0147	120.117	84.8776	120.117	85.6941	120.117	85.283	120.117	84.8735	120.117	85.3997
124.512	86.2212	124.512	85.0846	124.512	85.9142	124.512	85.4831	124.512	85.0356	124.512	85.6033
128.906	86.3443	128.906	85.1542	128.906	86.0285	128.906	85.5878	128.906	85.0652	128.906	85.7021
133.301	86.4807	133.301	85.2938	133.301	86.1516	133.301	85.7368	133.301	85.2995	133.301	85.8495
139.16	86.6216	139.16	85.4231	139.16	86.2957	139.16	85.8403	139.16	85.3886	139.16	85.9709
143.555	86.7759	143.555	85.536	143.555	86.4403	143.555	85.9626	143.555	85.5037	143.555	86.1024
147.949	86.9115	147.949	85.6304	147.949	86.5671	147.949	86.0707	147.949	85.5921	147.949	86.2163
153.809	87.0898	153.809	85.7371	153.809	86.7427	153.809	86.1938	153.809	85.6825	153.809	86.3574
159.668	87.3118	159.668	85.9635	159.668	86.9711	159.668	86.4029	159.668	85.8447	159.668	86.571
165.527	87.5267	165.527	86.2115	165.527	87.2033	165.527	86.6106	165.527	86.0593	165.527	86.7917
171.387	87.541	171.387	86.1723	171.387	87.1954	171.387	86.5942	171.387	86.0547	171.387	86.7809
177.246	87.6027	177.246	86.1917	177.246	87.2608	177.246	86.6465	177.246	86.072	177.246	86.8317
