"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	39.9313	20.5078	45.3951	20.5078	54.1168	20.5078	51.6944
21.9727	45.2279	21.9727	42.1781	21.9727	48.1187	21.9727	46.56
23.4375	40.7226	23.4375	46.2952	23.4375	54.0517	23.4375	51.7112
24.9023	45.9423	24.9023	47.9774	24.9023	53.924	24.9023	51.913
26.3672	45.3064	26.3672	46.9722	26.3672	54.5344	26.3672	52.3138
27.832	53.4157	27.832	53.9492	27.832	58.3801	27.832	56.7681
29.2969	52.7166	29.2969	52.5145	29.2969	56.5423	29.2969	55.105
30.7617	52.5695	30.7617	52.4549	30.7617	57.4343	30.7617	55.756
32.2266	55.3168	32.2266	55.1506	32.2266	58.4071	32.2266	57.1835
33.6914	55.2726	33.6914	55.3067	33.6914	58.9488	33.6914	57.5895
35.1562	56.4233	35.1562	57.4014	35.1562	61.7373	35.1562	60.109
36.6211	60.243	36.6211	60.7517	36.6211	63.7111	36.6211	62.4952
38.0859	62.3783	38.0859	62.773	38.0859	65.2245	38.0859	64.1826
39.5508	63.2236	39.5508	63.4558	39.5508	65.4652	39.5508	64.5965
41.0156	64.0279	41.0156	64.2752	41.0156	66.2651	41.0156	65.4012
42.4805	66.0584	42.4805	66.2156	42.4805	67.9506	42.4805	67.1926
43.9453	67.2017	43.9453	67.4224	43.9453	69.137	43.9453	68.3771
45.4102	68.4653	45.4102	68.7122	45.4102	70.3253	45.4102	69.5994
46.875	69.6365	46.875	69.826	46.875	71.2151	46.875	70.5838
48.3398	70.88	48.3398	71.0554	48.3398	72.3596	48.3398	71.7638
51.2695	73.0514	51.2695	73.2068	51.2695	74.2704	51.2695	73.7744
52.7344	73.7112	52.7344	73.9082	52.7344	75.0202	52.7344	74.4977
54.1992	74.7724	54.1992	74.907	54.1992	75.7733	54.1992	75.3625
55.6641	75.0729	55.6641	75.3143	55.6641	76.48	55.6641	75.9288
58.5938	76.5127	58.5938	76.7158	58.5938	77.5449	58.5938	77.1382
60.0586	76.9038	60.0586	77.1001	60.0586	77.9152	60.0586	77.5154
62.9883	77.6433	62.9883	77.8229	62.9883	78.5129	62.9883	78.1692
64.4531	77.9114	64.4531	78.0838	64.4531	78.7276	64.4531	78.405
67.3828	78.4018	67.3828	78.5519	67.3828	79.0681	67.3828	78.805
68.8477	78.6034	68.8477	78.739	68.8477	79.2061	68.8477	78.9672
71.7773	78.965	71.7773	79.0994	71.7773	79.5211	71.7773	79.3026
74.707	79.2054	74.707	79.3434	74.707	79.7333	74.707	79.5283
77.6367	79.3577	77.6367	79.5068	77.6367	79.9036	77.6367	79.6935
79.1016	79.5244	79.1016	79.6811	79.1016	80.0722	79.1016	79.8633
82.0312	79.892	82.0312	80.0544	82.0312	80.4145	82.0312	80.2184
84.9609	80.089	84.9609	80.2421	84.9609	80.5161	84.9609	80.3605
