"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	42.3708	20.5078	42.8281	20.5078	39.9313	20.5078	45.3951	20.5078	52.9811	20.5078	46.3446
21.9727	43.0808	21.9727	43.8379	21.9727	45.2279	21.9727	42.1781	21.9727	46.9959	21.9727	44.1894
23.4375	43.6306	23.4375	43.0442	23.4375	40.7226	23.4375	46.2952	23.4375	52.9434	23.4375	46.7468
24.9023	47.5616	24.9023	44.8764	24.9023	45.9423	24.9023	47.9774	24.9023	52.9298	24.9023	48.293
26.3672	45.7371	26.3672	45.1354	26.3672	45.3064	26.3672	46.9722	26.3672	53.4184	26.3672	47.9048
27.832	53.6511	27.832	53.082	27.832	53.4157	27.832	53.9492	27.832	57.5347	27.832	54.3171
29.2969	52.2323	29.2969	52.6943	29.2969	52.7166	29.2969	52.5145	29.2969	55.7096	29.2969	53.0677
30.7617	51.8729	30.7617	52.646	30.7617	52.5695	30.7617	52.4549	30.7617	56.4596	30.7617	53.1467
32.2266	55.1231	32.2266	55.0234	32.2266	55.3168	32.2266	55.1506	32.2266	57.6484	32.2266	55.5492
33.6914	55.4037	33.6914	54.766	33.6914	55.2726	33.6914	55.3067	33.6914	58.141	33.6914	55.6937
35.1562	56.8725	35.1562	56.3357	35.1562	56.4233	35.1562	57.4014	35.1562	60.8762	35.1562	57.6084
36.6211	60.5533	36.6211	60.0801	36.6211	60.243	36.6211	60.7517	36.6211	63.0522	36.6211	60.8765
38.0859	62.6999	38.0859	62.0903	38.0859	62.3783	38.0859	62.773	38.0859	64.6576	38.0859	62.8615
39.5508	63.4029	39.5508	62.9916	39.5508	63.2236	39.5508	63.4558	39.5508	64.9767	39.5508	63.5473
41.0156	64.1956	41.0156	63.8771	41.0156	64.0279	41.0156	64.2752	41.0156	65.7878	41.0156	64.3653
42.4805	66.2423	42.4805	65.8366	42.4805	66.0584	42.4805	66.2156	42.4805	67.5184	42.4805	66.3095
43.9453	67.464	43.9453	66.9136	43.9453	67.2017	43.9453	67.4224	43.9453	68.7102	43.9453	67.4864
45.4102	68.7922	45.4102	68.1387	45.4102	68.4653	45.4102	68.7122	45.4102	69.9265	45.4102	68.7564
46.875	69.9459	46.875	69.2858	46.875	69.6365	46.875	69.826	46.875	70.8627	46.875	69.8664
48.3398	71.201	48.3398	70.5149	48.3398	70.88	48.3398	71.0554	48.3398	72.0236	48.3398	71.0926
51.2695	73.3679	51.2695	72.717	51.2695	73.0514	51.2695	73.2068	51.2695	73.9947	51.2695	73.2308
52.7344	74.0361	52.7344	73.4173	52.7344	73.7112	52.7344	73.9082	52.7344	74.7361	52.7344	73.923
54.1992	75.1161	54.1992	74.4112	54.1992	74.7724	54.1992	74.907	54.1992	75.5475	54.1992	74.9216
55.6641	75.4517	55.6641	74.7578	55.6641	75.0729	55.6641	75.3143	55.6641	76.186	55.6641	75.3183
58.5938	76.8745	58.5938	76.1731	58.5938	76.5127	58.5938	76.7158	58.5938	77.3359	58.5938	76.6991
60.0586	77.2651	60.0586	76.5582	60.0586	76.9038	60.0586	77.1001	60.0586	77.7085	60.0586	77.0844
62.9883	78.0031	62.9883	77.2833	62.9883	77.6433	62.9883	77.8229	62.9883	78.3378	62.9883	77.8012
64.4531	78.2748	64.4531	77.5464	64.4531	77.9114	64.4531	78.0838	64.4531	78.5643	64.4531	78.0611
67.3828	78.7812	67.3828	78.0063	67.3828	78.4018	67.3828	78.5519	67.3828	78.9371	67.3828	78.5266
68.8477	78.9732	68.8477	78.1982	68.8477	78.6034	68.8477	78.739	68.8477	79.0878	68.8477	78.714
