"Contour Plot"		
""		
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	68.1214	-180
24.3	68.3712	-180
25	68.6139	-180
25.8	68.8831	-180
26.5	69.1119	-180
27.2	69.3347	-180
28	69.5825	-180
29	69.8863	-180
30	70.192	-180
30.7	70.4052	-180
31.5	70.6447	-180
32.5	70.9357	-180
33.5	71.2179	-180
34.5	71.4933	-180
35.5	71.7662	-180
36.5	72.0381	-180
37.5	72.3053	-180
38.7	72.6166	-180
40	72.9437	-180
41.2	73.2399	-180
42.5	73.5575	-180
43.7	73.8444	-180
45	74.1465	-180
46.2	74.4187	-180
47.5	74.7086	-180
48.7	74.9719	-180
50	75.251	-180
51.5	75.5644	-180
53	75.8702	-180
54.5	76.1696	-180
56	76.4618	-180
58	76.8398	-180
60	77.206	-180
61.5	77.4731	-180
63	77.7338	-180
65	78.0716	-180
67	78.3986	-180
69	78.7154	-180
71	79.0219	-180
73	79.3184	-180
75	79.6054	-180
77.5	79.951	-180
80	80.2827	-180
82.5	80.6009	-180
85	80.9056	-180
87.5	81.1977	-180
90	81.4771	-180
92.5	81.7445	-180
95	82.0005	-180
97.5	82.2454	-180
100	82.4793	-180
103	82.7459	-180
106	82.998	-180
109	83.2362	-180
112	83.4608	-180
115	83.6728	-180
118	83.8723	-180
122	84.1203	-180
125	84.2936	-180
128	84.4561	-180
132	84.6576	-180
136	84.8437	-180
140	85.0149	-180
145	85.2095	-180
150	85.3863	-180
155	85.5481	-180
160	85.6974	-180
165	85.8365	-180
170	85.9679	-180
175	86.094	-180
180	86.2173	-180
185	86.3395	-180
190	86.462	-180
195	86.5861	-180
200	86.7127	-180
206	86.8686	-180
212	87.0286	-180
218	87.1922	-180
224	87.358	-180
230	87.5246	-180
236	87.6898	-180
243	87.8784	-180
250	88.0596	-180
258	88.2543	-180
265	88.4109	-180
272	88.5527	-180
280	88.6951	-180
290	88.8436	-180
300	88.9605	-180
307	89.0237	-180
315	89.0775	-180
325	89.1225	-180
335	89.1471	-180
345	89.1556	-180
355	89.1526	-180
365	89.1428	-180
375	89.1296	-180
387	89.1128	-180
400	89.0957	-180
412	89.081	-180
425	89.0643	-180
437	89.0451	-180
450	89.0168	-180
462	88.9812	-180
475	88.9312	-180
487	88.8754	-180
500	88.8078	-180
515	88.729	-180
530	88.6612	-180
545	88.618	-180
560	88.6139	-180
580	88.6775	-180
600	88.8174	-180
615	88.9624	-180
630	89.1275	-180
650	89.345	-180
670	89.522	-180
690	89.6287	-180
710	89.6492	-180
730	89.5849	-180
750	89.4522	-180
775	89.2348	-180
800	89.0199	-180
825	88.8605	-180
850	88.7908	-180
875	88.8135	-180
900	88.9019	-180
925	89.0116	-180
950	89.1	-180
975	89.1442	-180
1,000	89.1464	-180
1,030	89.1277	-180
1,060	89.1421	-180
1,090	89.242	-180
1,120	89.4481	-180
1,150	89.7357	-180
1,180	90.0425	-180
1,220	90.3739	-180
1,250	90.4843	-180
1,280	90.4175	-180
1,320	90.0564	-180
1,360	89.4494	-180
1,400	88.7105	-180
1,450	87.7422	-180
1,500	86.7146	-180
1,550	85.5084	-180
1,600	84.0876	-180
1,650	82.5057	-180
1,700	80.7534	-180
1,750	78.6995	-180
1,800	76.1789	-180
1,850	72.9508	-180
1,900	67.9296	-180
1,950	61.0738	-180
2,000	58.2304	-180
2,060	61.871	-180
2,120	64.0601	-180
2,180	63.8552	-180
2,240	65.916	-180
2,300	68.5134	-180
2,360	68.9781	-180
2,430	68.9069	-180
2,500	71.0407	-180
2,580	74.5785	-180
2,650	76.3902	-180
2,720	76.7752	-180
2,800	76.8237	-180
2,900	77.6937	-180
3,000	78.3583	-180
3,070	79.3047	-180
3,150	80.5505	-180
3,250	80.6294	-180
3,350	79.51	-180
3,450	78.8912	-180
3,550	78.3443	-180
3,650	78.007	-180
3,750	77.988	-180
3,870	77.7801	-180
4,000	78.2197	-180
4,120	78.4096	-180
4,250	77.6551	-180
4,370	77.0272	-180
4,500	75.9669	-180
4,620	75.9662	-180
4,750	78.1948	-180
4,870	80.4834	-180
5,000	81.3851	-180
5,150	81.1357	-180
5,300	80.9302	-180
5,450	80.5371	-180
5,600	78.7684	-180
5,800	73.9748	-180
6,000	70.1785	-180
6,150	69.8729	-180
6,300	70.6723	-180
6,500	70.7413	-180
6,700	69.3265	-180
6,900	69.1792	-180
7,100	72.0188	-180
7,300	73.8645	-180
7,500	73.1993	-180
7,750	73.3976	-180
8,000	75.2492	-180
8,250	74.961	-180
8,500	71.562	-180
8,750	68.8283	-180
9,000	69.3373	-180
9,250	71.2835	-180
9,500	73.6786	-180
9,750	76.0847	-180
10,000	76.8531	-180
10,300	77.7736	-180
10,600	78.0016	-180
10,900	76.4781	-180
11,200	73.2257	-180
11,500	71.2069	-180
11,800	70.8027	-180
12,200	69.2331	-180
12,500	67.0342	-180
12,800	65.8915	-180
13,200	65.3434	-180
13,600	64.5828	-180
14,000	62.6315	-180
14,500	57.922	-180
15,000	57.9017	-180
15,500	60.3044	-180
16,000	64.3932	-180
16,500	66.4849	-180
17,000	65.3301	-180
17,500	61.8242	-180
18,000	59.3149	-180
18,500	61.4186	-180
19,000	64.6639	-180
19,500	64.9799	-180
23.6	68.7056	-170
24.3	68.9282	-170
25	69.1446	-170
25.8	69.3845	-170
26.5	69.5885	-170
27.2	69.7871	-170
28	70.0079	-170
29	70.281	-170
30	70.5631	-170
30.7	70.7629	-170
31.5	70.9882	-170
32.5	71.2621	-170
33.5	71.5276	-170
34.5	71.7875	-170
35.5	72.0483	-170
36.5	72.3115	-170
37.5	72.5715	-170
38.7	72.8746	-170
40	73.1932	-170
41.2	73.4836	-170
42.5	73.7982	-170
43.7	74.0836	-170
45	74.3841	-170
46.2	74.6553	-170
47.5	74.9456	-170
48.7	75.2106	-170
50	75.492	-170
51.5	75.8082	-170
53	76.1175	-170
54.5	76.4217	-170
56	76.7191	-170
58	77.1041	-170
60	77.4782	-170
61.5	77.7517	-170
63	78.0188	-170
65	78.3653	-170
67	78.7014	-170
69	79.0274	-170
71	79.3432	-170
73	79.649	-170
75	79.9455	-170
77.5	80.3028	-170
80	80.6461	-170
82.5	80.9759	-170
85	81.292	-170
87.5	81.5954	-170
90	81.8859	-170
92.5	82.1644	-170
95	82.4312	-170
97.5	82.6869	-170
100	82.9313	-170
103	83.2103	-170
106	83.4746	-170
109	83.7248	-170
112	83.9612	-170
115	84.1847	-170
118	84.3955	-170
122	84.6581	-170
125	84.8421	-170
128	85.0149	-170
132	85.2298	-170
136	85.4287	-170
140	85.6121	-170
145	85.8209	-170
150	86.0106	-170
155	86.184	-170
160	86.3433	-170
165	86.4909	-170
170	86.6289	-170
175	86.7595	-170
180	86.8853	-170
185	87.008	-170
190	87.1292	-170
195	87.2501	-170
200	87.3718	-170
206	87.5198	-170
212	87.6703	-170
218	87.8231	-170
224	87.9774	-170
230	88.1321	-170
236	88.2858	-170
243	88.4615	-170
250	88.6308	-170
258	88.8136	-170
265	88.9613	-170
272	89.0957	-170
280	89.2313	-170
290	89.3732	-170
300	89.4851	-170
307	89.5453	-170
315	89.5958	-170
325	89.6363	-170
335	89.6554	-170
345	89.6568	-170
355	89.6449	-170
365	89.6241	-170
375	89.5979	-170
387	89.5636	-170
400	89.5264	-170
412	89.4935	-170
425	89.4593	-170
437	89.4271	-170
450	89.3895	-170
462	89.3499	-170
475	89.3005	-170
487	89.2487	-170
500	89.1879	-170
515	89.1169	-170
