19.042969,65.011516,105.185976
19.775391,66.658162,110.573880
20.507812,68.321955,112.550014
21.240234,69.837332,112.056876
21.972656,71.149577,109.971557
22.705078,72.253985,106.930504
23.437500,73.164891,103.380563
24.169922,73.903343,99.636284
24.902344,74.492927,95.928910
25.634766,74.958731,92.427277
26.367188,75.327230,89.251538
27.099609,75.626006,86.471448
27.832031,75.882671,84.104975
28.564453,76.122687,82.113519
29.296875,76.366381,80.408162
30.029297,76.626072,78.863840
30.761719,76.904569,77.346388
31.494141,77.195866,75.739219
32.226562,77.487795,73.965471
32.958984,77.765557,71.995515
33.691406,78.014937,69.844911
34.423828,78.224545,67.563472
35.156250,78.386995,65.223952
35.888672,78.499320,62.909886
36.621094,78.562919,60.706717
37.353516,78.583254,58.692941
38.085938,78.569364,56.933436
38.818359,78.533138,55.471990
39.550781,78.488246,54.325911
40.283203,78.448677,53.481557
41.015625,78.426969,52.894790
41.748047,78.432427,52.495600
42.480469,78.469791,52.198974
43.212891,78.538749,51.917959
43.945312,78.634439,51.577375
45.410156,78.871923,50.526880
46.142578,78.994192,49.785797
46.875000,79.106948,48.918758
47.607422,79.203608,47.960913
48.339844,79.280106,46.958196
49.804688,79.370224,45.019338
50.537109,79.389494,44.175175
51.269531,79.399280,43.458152
52.734375,79.421403,42.428565
53.466797,79.448292,42.074239
54.199219,79.491984,41.768841
55.664062,79.628034,41.091504
56.396484,79.711053,40.635413
57.128906,79.794360,40.077504
58.593750,79.933530,38.723936
59.326172,79.980655,38.006530
60.791016,80.032399,36.730530
61.523438,80.047561,36.244841
62.988281,80.095582,35.607460
64.453125,80.209356,35.186243
65.185547,80.294959,34.921418
66.650391,80.500939,34.055021
68.115234,80.703969,32.656890
68.847656,80.788333,31.798948
70.312500,80.908151,29.933429
71.777344,80.966887,28.073374
73.242188,80.983438,26.350568
73.974609,80.981518,25.546540
75.439453,80.962234,24.036637
76.904297,80.922961,22.657055
78.369141,80.866287,21.447172
79.833984,80.802693,20.443123
81.298828,80.745945,19.619182
82.763672,80.702629,18.893489
84.228516,80.668307,18.194664
85.693359,80.634677,17.513336
87.158203,80.599086,16.884245
89.355469,80.552177,16.071107
90.820312,80.530437,15.574367
92.285156,80.513563,15.078547
93.750000,80.498052,14.587739
95.947266,80.479905,13.879085
97.412109,80.473403,13.386945
98.876953,80.464746,12.837280
101.074219,80.424999,11.968508
102.539062,80.377827,11.487970
104.736328,80.296320,11.002191
106.201172,80.274129,10.874907
108.398438,80.243747,10.623845
110.595703,80.217384,10.427555
112.792969,80.209517,10.394268
114.257812,80.227741,10.397608
116.455078,80.281132,10.271958
