"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-1.17014	20.5078	-0.705631
23.4375	-0.167185	23.4375	-0.0343203
26.3672	0.36985	26.3672	0.317703
29.2969	0.475443	29.2969	0.379922
32.2266	0.177146	32.2266	0.163362
35.1563	0.0707359	35.1563	0.0793042
38.0859	0.17274	38.0859	0.1301
41.0156	0.277984	41.0156	0.197154
43.9453	0.188059	43.9453	0.131636
46.875	0.218601	46.875	0.146789
49.8047	0.228229	49.8047	0.14823
55.6641	0.25827	55.6641	0.15922
58.5938	0.2614	58.5938	0.158402
61.5234	0.280235	61.5234	0.167832
67.3828	0.306609	67.3828	0.178877
73.2422	0.355542	73.2422	0.203396
76.1719	0.406976	76.1719	0.238381
82.0313	0.327083	82.0313	0.182797
87.8906	0.339988	87.8906	0.187612
93.75	0.347217	93.75	0.189681
102.539	0.365525	102.539	0.19707
108.398	0.346746	108.398	0.179047
117.188	0.443312	117.188	0.236468
125.977	0.450789	125.977	0.235211
134.766	0.496453	134.766	0.259187
143.555	0.531337	143.555	0.272335
155.273	0.525348	155.273	0.265076
164.063	0.517005	164.063	0.245305
175.781	0.647209	175.781	0.313781
190.43	0.747014	190.43	0.383361
202.148	0.627548	202.148	0.289927
216.797	0.743864	216.797	0.335501
234.375	1.00111	234.375	0.491597
249.023	1.06808	249.023	0.505422
266.602	1.25195	266.602	0.631194
287.109	1.25103	287.109	0.602277
307.617	1.49982	307.617	0.745827
331.055	1.70645	331.055	0.877885
354.492	1.83669	354.492	0.953035
377.93	1.67194	377.93	0.818775
407.227	2.32481	407.227	1.21511
436.523	2.55109	436.523	1.37903
465.82	2.75195	465.82	1.50671
500.977	2.96522	500.977	1.705
536.133	2.77011	536.133	1.53655
574.219	3.6621	574.219	2.18147
615.234	3.38198	615.234	2.06098
659.18	3.96045	659.18	2.4488
706.055	3.795	706.055	2.41341
758.789	3.65493	758.789	2.37664
811.523	3.64978	811.523	2.43626
870.117	3.82464	870.117	2.50268
931.641	3.8754	931.641	2.55225
999.023	4.34646	999.023	2.67577
1,072.27	4.44238	1,072.27	2.75496
1,148.44	5.10586	1,148.44	3.04782
1,230.47	5.32242	1,230.47	3.03047
1,318.36	5.28319	1,318.36	2.8869
1,415.04	5.21526	1,415.04	2.73745
1,514.65	5.18341	1,514.65	2.78472
1,623.05	4.85076	1,623.05	2.75708
1,740.23	5.68239	1,740.23	3.29607
1,866.21	5.8631	1,866.21	3.28811
2,000.98	6.23799	2,000.98	3.52128
2,144.53	6.20292	2,144.53	3.45207
2,296.88	7.43887	2,296.88	4.17338
2,460.94	7.63457	2,460.94	4.35671
2,639.65	7.82223	2,639.65	4.44739
2,827.15	8.34328	2,827.15	4.69835
3,032.23	8.57324	3,032.23	4.75376
3,249.02	8.33478	3,249.02	4.54353
3,483.4	8.18214	3,483.4	4.26437
3,732.42	7.86129	3,732.42	4.07152
3,999.02	7.23101	3,999.02	3.87039
4,286.13	7.08578	4,286.13	3.94079
4,593.75	7.07494	4,593.75	4.00581
4,924.8	6.92658	4,924.8	3.89818
5,279.3	6.60929	5,279.3	3.96433
5,657.23	5.80549	5,657.23	3.70346
6,061.52	5.09187	6,061.52	3.54792
6,498.05	4.9503	6,498.05	3.45772
6,963.87	5.07788	6,963.87	3.49473
7,464.84	5.35699	7,464.84	3.58119
8,000.98	5.07849	8,000.98	3.4255
8,575.2	5.51217	8,575.2	3.44911
9,190.43	6.93239	9,190.43	3.91414
9,849.61	6.78417	9,849.61	4.03538
10,555.7	7.08277	10,555.7	4.29031
11,314.5	8.50834	11,314.5	4.8611
12,126	8.18618	12,126	4.76356
12,996.1	8.56136	12,996.1	4.85295
13,927.7	9.12578	13,927.7	5.07091
14,929.7	9.08334	14,929.7	5.09261
15,999	9.63447	15,999	5.35069
17,147.5	10.6593	17,147.5	5.58412
18,377.9	11.0965	18,377.9	5.90753
19,699.2	10.8699	19,699.2	5.78767
19,998	10.9194	19,998	5.7311
