"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.77	20.5078	53.1451	20.5078	53.2908	20.5078	53.8444	20.5078	54.8005	20.5078	53.7436
23.4375	47.4946	23.4375	49.1641	23.4375	48.2365	23.4375	48.3858	23.4375	48.4924	23.4375	48.3641
26.3672	46.5349	26.3672	49.5716	26.3672	48.0173	26.3672	47.8672	26.3672	47.4378	26.3672	47.9684
29.2969	50.7028	29.2969	52.9507	29.2969	51.7322	29.2969	51.5581	29.2969	50.9597	29.2969	51.6405
32.2266	55.8492	32.2266	57.2811	32.2266	56.4774	32.2266	56.4328	32.2266	56.2041	32.2266	56.4641
35.1563	60.1296	35.1563	61.0819	35.1563	60.5185	35.1563	60.5104	35.1563	60.3876	35.1563	60.527
38.0859	64.1919	38.0859	64.7208	38.0859	64.4319	38.0859	64.376	38.0859	64.1838	38.0859	64.3901
41.0156	67.2682	41.0156	67.917	41.0156	67.5783	41.0156	67.4696	41.0156	67.1887	41.0156	67.4994
43.9453	70.4563	43.9453	70.7956	43.9453	70.6257	43.9453	70.5549	43.9453	70.3692	43.9453	70.5704
46.875	72.2912	46.875	72.5566	46.875	72.4373	46.875	72.348	46.875	72.1409	46.875	72.367
49.8047	73.5816	49.8047	73.7474	49.8047	73.6902	49.8047	73.5919	49.8047	73.3821	49.8047	73.612
55.6641	75.0228	55.6641	75.0129	55.6641	75.0672	55.6641	74.9472	55.6641	74.7187	55.6641	74.9706
58.5938	75.343	58.5938	75.2931	58.5938	75.3735	58.5938	75.2482	58.5938	75.0214	58.5938	75.2731
61.5234	75.8281	61.5234	75.6869	61.5234	75.8268	61.5234	75.6924	61.5234	75.4503	61.5234	75.7172
67.3828	76.5841	67.3828	76.3625	67.3828	76.558	67.3828	76.4037	67.3828	76.147	67.3828	76.4336
73.2422	77.3911	73.2422	77.058	73.2422	77.3312	73.2422	77.1461	73.2422	76.8534	73.2422	77.1832
76.1719	77.8991	76.1719	77.5863	76.1719	77.8565	76.1719	77.6528	76.1719	77.3096	76.1719	77.6923
82.0313	78.8669	82.0313	78.4616	82.0313	78.7764	82.0313	78.6022	82.0313	78.3397	82.0313	78.6361
87.8906	79.7859	87.8906	79.3484	87.8906	79.6897	87.8906	79.505	87.8906	79.2382	87.8906	79.5415
93.75	80.7338	93.75	80.3165	93.75	80.6505	93.75	80.4561	93.75	80.1954	93.75	80.4975
102.539	82.1441	102.539	81.6767	102.539	82.0457	102.539	81.836	102.539	81.5656	102.539	81.8821
108.398	82.9421	108.398	82.4643	108.398	82.8419	108.398	82.6282	108.398	82.3927	108.398	82.6794
117.188	84.308	117.188	83.8051	117.188	84.2174	117.188	83.9527	117.188	83.64	117.188	84.0169
125.977	85.3895	125.977	84.848	125.977	85.2885	125.977	85.0097	125.977	84.7009	125.977	85.0797
134.766	86.3556	134.766	85.8068	134.766	86.2578	134.766	85.9459	134.766	85.6052	134.766	86.0282
143.555	87.0805	143.555	86.4746	143.555	86.9748	143.555	86.6305	143.555	86.2815	143.555	86.7243
155.273	87.7299	155.273	87.1114	155.273	87.6169	155.273	87.2678	155.273	86.9285	155.273	87.3654
164.063	87.8892	164.063	87.2569	164.063	87.7816	164.063	87.4064	164.063	87.1123	164.063	87.5196
175.781	88.0083	175.781	87.2903	175.781	87.8992	175.781	87.4361	175.781	87.0565	175.781	87.5774
190.43	88.0432	190.43	87.3495	190.43	87.9582	190.43	87.4621	190.43	86.9731	190.43	87.6067
202.148	87.7559	202.148	87.109	202.148	87.6767	202.148	87.1938	202.148	86.8685	202.148	87.3518
216.797	87.2945	216.797	86.5512	216.797	87.221	216.797	86.6266	216.797	86.2637	216.797	86.8279
234.375	87.0914	234.375	86.2643	234.375	87.0336	234.375	86.298	234.375	85.7335	234.375	86.5423
249.023	86.7033	249.023	85.7156	249.023	86.6049	249.023	85.7772	249.023	85.2017	249.023	86.063
266.602	86.5259	266.602	85.5257	266.602	86.4538	266.602	85.5547	266.602	84.7921	266.602	85.8546
287.109	86.0865	287.109	85.0089	287.109	85.9984	287.109	85.0416	287.109	84.3248	287.109	85.3731
307.617	85.9784	307.617	84.7281	307.617	85.9098	307.617	84.806	307.617	83.914	307.617	85.181
331.055	85.9963	331.055	84.7053	331.055	85.9536	331.055	84.7402	331.055	83.6742	331.055	85.1519
354.492	85.6654	354.492	84.3093	354.492	85.5985	354.492	84.2869	354.492	83.0978	354.492	84.744
377.93	85.1985	377.93	83.7438	377.93	85.1299	377.93	83.8614	377.93	82.9422	377.93	84.3061
407.227	85.9387	407.227	84.0314	407.227	85.8704	407.227	84.2076	407.227	82.7596	407.227	84.7949
436.523	85.2657	436.523	83.0876	436.523	85.1983	436.523	83.5002	436.523	81.712	436.523	84.0589
465.82	85.656	465.82	83.5167	465.82	85.5839	465.82	83.7303	465.82	81.7516	465.82	84.3747
500.977	85.8469	500.977	83.5976	500.977	85.7189	500.977	83.8659	500.977	81.5554	500.977	84.4934
536.133	85.2215	536.133	83.2069	536.133	85.1427	536.133	83.3015	536.133	81.2147	536.133	83.9453
574.219	85.973	574.219	83.3286	574.219	86.1125	574.219	84.0397	574.219	81.0308	574.219	84.6628
615.234	85.5679	615.234	83.1438	615.234	85.6312	615.234	83.834	615.234	81.0301	615.234	84.3369
659.18	86.0221	659.18	83.2694	659.18	86.322	659.18	84.3155	659.18	80.9927	659.18	84.8357
706.055	85.9313	706.055	84.1726	706.055	86.4179	706.055	84.629	706.055	81.3468	706.055	85.0621
758.789	86.8432	758.789	84.8193	758.789	87.0359	758.789	85.3835	758.789	82.1337	758.789	85.7812
811.523	86.952	811.523	84.7568	811.523	87.1481	811.523	85.6685	811.523	82.6127	811.523	85.9575
870.117	86.6103	870.117	84.2424	870.117	86.8386	870.117	85.1764	870.117	82.0362	870.117	85.5465
931.641	86.0314	931.641	83.9034	931.641	86.8444	931.641	85.3667	931.641	82.7008	931.641	85.5465
999.023	86.0919	999.023	83.6445	999.023	86.628	999.023	84.3165	999.023	81.5083	999.023	85.0205
1,072.27	85.4387	1,072.27	83.0543	1,072.27	86.2899	1,072.27	84.0553	1,072.27	81.5968	1,072.27	84.6653
