"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.519	20.5078	56.0792	20.5078	55.1062	20.5078	56.031	20.5078	62.3026	20.5078	57.2052
23.4375	59.2829	23.4375	59.8008	23.4375	58.9165	23.4375	59.6923	23.4375	65.3797	23.4375	60.698
26.3672	62.615	26.3672	63.2975	26.3672	62.3887	26.3672	63.2509	26.3672	68.1319	26.3672	63.9575
29.2969	66.4762	29.2969	67.1168	29.2969	66.3193	29.2969	67.1422	29.2969	71.1168	29.2969	67.5923
32.2266	70.0038	32.2266	70.5671	32.2266	69.8897	32.2266	70.6446	32.2266	73.9311	32.2266	70.9373
35.1563	73.461	35.1563	73.9156	35.1563	73.3541	35.1563	74.0442	35.1563	76.7664	35.1563	74.2277
38.0859	76.5519	38.0859	76.8885	38.0859	76.4369	38.0859	77.0614	38.0859	79.3326	38.0859	77.1726
41.0156	79.1596	41.0156	79.4244	41.0156	79.0426	41.0156	79.6268	41.0156	81.5588	41.0156	79.6861
43.9453	80.9792	43.9453	81.1701	43.9453	80.8564	43.9453	81.3932	43.9453	83.0367	43.9453	81.417
46.875	82.1742	46.875	82.3086	46.875	82.0461	46.875	82.5474	46.875	83.9538	46.875	82.5435
49.8047	82.7694	49.8047	82.8457	49.8047	82.6331	49.8047	83.1012	49.8047	84.3097	49.8047	83.077
52.7344	83.0197	52.7344	83.0588	52.7344	82.8804	52.7344	83.3222	52.7344	84.3683	52.7344	83.2822
55.6641	83.1177	55.6641	83.1264	55.6641	82.9766	55.6641	83.3956	55.6641	84.3062	55.6641	83.3435
58.5938	83.2147	58.5938	83.1713	58.5938	83.0599	58.5938	83.4593	58.5938	84.2553	58.5938	83.3973
61.5234	83.1842	61.5234	83.1109	61.5234	83.026	61.5234	83.4025	61.5234	84.0878	61.5234	83.3334
64.4531	83.2305	64.4531	83.1105	64.4531	83.0651	64.4531	83.4121	64.4531	83.9867	64.4531	83.3385
67.3828	83.3115	67.3828	83.159	67.3828	83.1455	67.3828	83.4616	67.3828	83.9333	67.3828	83.3856
70.3125	83.3938	70.3125	83.2006	70.3125	83.2121	70.3125	83.5175	70.3125	83.9399	70.3125	83.4393
73.2422	83.485	73.2422	83.3029	73.2422	83.3088	73.2422	83.6159	73.2422	84.007	73.2422	83.5328
76.1719	83.6593	76.1719	83.4492	76.1719	83.4777	76.1719	83.7632	76.1719	84.0856	76.1719	83.6798
79.1016	83.6948	79.1016	83.498	79.1016	83.5138	79.1016	83.8136	79.1016	84.152	79.1016	83.7267
