* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\13-ERDI.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:32:07 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\13-ERDI.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 13-ERDI
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	49.126083	-53.7013
20.144928	49.004025	-52.0198
20.290907	48.951992	-50.2276
20.437943	49.108662	-48.4803
20.586044	49.338833	-46.9749
20.735220	49.548817	-46.0416
20.885475	49.751770	-45.4356
21.036821	49.917301	-45.0063
21.189262	50.082787	-44.8001
21.342808	50.284119	-44.7655
21.497467	50.495739	-45.0454
21.653246	50.718662	-45.7725
21.810154	50.908783	-46.9272
21.968201	51.046959	-48.6907
22.127390	51.059074	-50.5930
22.287735	50.804783	-52.2565
22.449242	50.463280	-53.5811
22.611917	50.178833	-54.1787
22.775772	49.917301	-54.5366
22.940815	49.759991	-55.2348
23.107054	49.504463	-55.6109
23.274498	48.839844	-55.1633
23.443153	48.170807	-53.9831
23.613033	47.884731	-51.8018
23.784142	47.727108	-49.1983
23.956491	47.536091	-46.6975
24.130091	47.417088	-44.1979
24.304947	47.449661	-41.7285
24.481071	47.550835	-39.4199
24.658470	47.653336	-37.4153
24.837156	47.788788	-35.7052
25.017136	47.992500	-34.3736
25.198421	48.186825	-33.2830
25.381020	48.273056	-32.3308
25.564941	48.348915	-31.4948
25.750195	48.510071	-30.7297
25.936790	48.664833	-30.0029
26.124741	48.713058	-29.2493
26.314051	48.774872	-28.5210
26.504732	48.965332	-27.7537
26.696796	49.200703	-27.2314
26.890253	49.460468	-27.3330
27.085112	49.668812	-27.7115
27.281382	49.702503	-28.1866
27.479073	49.683029	-28.6335
27.678198	49.703033	-28.8051
27.878765	49.726963	-28.8879
28.080786	49.749409	-28.9801
28.284271	49.771969	-29.1018
