* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\13-On Axis.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:30:17 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\13-On Axis.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 13-On Axis
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	56.994179	-76.6946
20.144928	56.806671	-75.0191
20.290907	56.619167	-73.2796
20.437943	56.431137	-71.4816
20.586044	56.243130	-69.5584
20.735220	56.032166	-67.3694
20.885475	55.868145	-65.1415
21.036821	55.854927	-63.0479
21.189262	55.867996	-61.1093
21.342808	55.788422	-59.4282
21.497467	55.702095	-57.9317
21.653246	55.682964	-56.5749
21.810154	55.649071	-55.3755
21.968201	55.526611	-54.3600
22.127390	55.364193	-53.4579
22.287735	55.213718	-52.6756
22.449242	54.992222	-51.8078
22.611917	54.596371	-50.7140
22.775772	54.138580	-49.2062
22.940815	53.684196	-46.9180
23.107054	53.271496	-44.2427
23.274498	53.014408	-41.5236
23.443153	52.751400	-38.5492
23.613033	52.296890	-35.2851
23.784142	51.835373	-31.5415
23.956491	51.494652	-26.9655
24.130091	51.261200	-22.0118
24.304947	51.183529	-16.9677
24.481071	51.202923	-11.9855
24.658470	51.294724	-7.3821
24.837156	51.404854	-2.9501
25.017136	51.456757	1.3332
25.198421	51.492966	5.7084
25.381020	51.517345	10.4137
25.564941	51.569923	15.4799
25.750195	51.668522	21.1130
25.936790	51.883633	27.0264
26.124741	52.335655	32.8916
26.314051	52.893150	39.0388
26.504732	53.255562	46.3777
26.696796	54.048599	52.8481
26.890253	56.246761	56.4767
27.085112	58.509644	57.8946
27.281382	59.418961	56.9173
27.479073	60.170834	54.0331
27.678198	61.898891	49.6581
27.878765	63.386356	43.8253
28.080786	63.555126	35.8345
28.284271	63.107929	28.2963
28.489231	62.273003	24.1294
28.695675	61.406078	21.7313
28.903616	61.112576	20.5646
29.113064	60.872417	20.3278
29.324028	60.260735	20.2805
29.536524	59.590778	21.2052
29.750557	58.995281	23.9656
29.966141	58.595291	27.5866
30.183289	58.628555	31.5512
30.402010	58.877594	35.3406
