"Contour Plot"		
""		
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	33.4693	-180
24.3	33.7777	-180
25	34.0774	-180
25.8	34.4097	-180
26.5	34.6922	-180
27.2	34.9673	-180
28	35.2731	-180
29	35.6748	-180
30	36.1621	-180
30.7	36.536	-180
31.5	36.967	-180
32.5	37.4912	-180
33.5	37.9995	-180
34.5	38.4974	-180
35.5	38.9988	-180
36.5	39.5072	-180
37.5	40.0104	-180
38.7	40.5967	-180
40	41.212	-180
41.2	41.7633	-180
42.5	42.3443	-180
43.7	42.8657	-180
45	43.4146	-180
46.2	43.9061	-180
47.5	44.4205	-180
48.7	44.8795	-180
50	45.3627	-180
51.5	45.9042	-180
53	46.4259	-180
54.5	46.9267	-180
56	47.4111	-180
58	48.0344	-180
60	48.6283	-180
61.5	49.057	-180
63	49.4733	-180
65	50.0084	-180
67	50.5203	-180
69	51.0132	-180
71	51.4871	-180
73	51.942	-180
75	52.3804	-180
77.5	52.906	-180
80	53.4081	-180
82.5	53.8886	-180
85	54.3475	-180
87.5	54.787	-180
90	55.2075	-180
92.5	55.6104	-180
95	55.9968	-180
97.5	56.3676	-180
100	56.7229	-180
103	57.13	-180
106	57.5173	-180
109	57.8859	-180
112	58.2364	-180
115	58.5701	-180
118	58.8872	-180
122	59.2859	-180
125	59.5679	-180
128	59.8351	-180
132	60.1703	-180
136	60.4834	-180
140	60.7744	-180
145	61.1076	-180
150	61.4104	-180
155	61.6848	-180
160	61.9323	-180
165	62.1544	-180
170	62.3518	-180
175	62.5248	-180
180	62.6757	-180
185	62.8066	-180
190	62.9189	-180
195	63.0139	-180
200	63.0921	-180
206	63.1657	-180
212	63.2201	-180
218	63.2575	-180
224	63.2804	-180
230	63.2912	-180
236	63.2924	-180
243	63.2849	-180
250	63.2716	-180
258	63.2537	-180
265	63.239	-180
272	63.2279	-180
280	63.2224	-180
290	63.2281	-180
300	63.2478	-180
307	63.2696	-180
315	63.3011	-180
325	63.3459	-180
335	63.3915	-180
345	63.4321	-180
355	63.4623	-180
365	63.4781	-180
375	63.4754	-180
387	63.445	-180
400	63.3789	-180
412	63.2885	-180
425	63.1632	-180
437	63.0287	-180
450	62.8708	-180
462	62.7232	-180
475	62.5712	-180
487	62.4469	-180
500	62.3376	-180
515	62.2486	-180
530	62.1992	-180
545	62.1833	-180
560	62.1889	-180
580	62.2034	-180
600	62.1958	-180
615	62.1593	-180
630	62.0859	-180
650	61.9324	-180
670	61.7245	-180
690	61.4789	-180
710	61.2191	-180
730	60.9653	-180
750	60.7277	-180
775	60.4464	-180
800	60.1518	-180
825	59.8049	-180
850	59.3784	-180
875	58.8715	-180
900	58.3125	-180
925	57.7521	-180
950	57.2493	-180
975	56.8504	-180
1,000	56.575	-180
1,030	56.3842	-180
1,060	56.2899	-180
1,090	56.2365	-180
1,120	56.1905	-180
1,150	56.1536	-180
1,180	56.1531	-180
1,220	56.2295	-180
1,250	56.3223	-180
1,280	56.3993	-180
1,320	56.4155	-180
1,360	56.3342	-180
1,400	56.2398	-180
1,450	56.2277	-180
1,500	56.3232	-180
1,550	56.3808	-180
1,600	56.3467	-180
1,650	56.3392	-180
1,700	56.4495	-180
1,750	56.5633	-180
1,800	56.4735	-180
1,850	56.1237	-180
1,900	55.6606	-180
1,950	55.2471	-180
2,000	54.8935	-180
2,060	54.4441	-180
2,120	53.9742	-180
2,180	53.6102	-180
2,240	53.3178	-180
2,300	52.9021	-180
2,360	52.3433	-180
2,430	51.8672	-180
2,500	51.9563	-180
2,580	52.6085	-180
2,650	53.3199	-180
2,720	54.031	-180
2,800	54.7295	-180
2,900	55.2794	-180
3,000	55.4779	-180
3,070	55.4659	-180
3,150	55.3073	-180
3,250	54.7704	-180
3,350	53.8342	-180
3,450	52.5412	-180
3,550	50.6586	-180
3,650	48.4938	-180
3,750	45.8062	-180
3,870	41.5556	-180
4,000	37.5029	-180
4,120	37.3918	-180
4,250	41.6468	-180
4,370	45.0473	-180
4,500	46.9243	-180
4,620	47.8661	-180
4,750	48.3555	-180
4,870	48.6368	-180
5,000	48.9091	-180
5,150	49.227	-180
5,300	49.4307	-180
5,450	49.5642	-180
5,600	49.4601	-180
5,800	49.2985	-180
6,000	49.2557	-180
6,150	48.9909	-180
6,300	48.3843	-180
6,500	46.8901	-180
6,700	43.6709	-180
6,900	38.3826	-180
7,100	36.8541	-180
7,300	41.6905	-180
7,500	46.6455	-180
7,750	48.3907	-180
8,000	48.0673	-180
8,250	47.0253	-180
8,500	45.8929	-180
8,750	44.0415	-180
9,000	40.5761	-180
9,250	37.1036	-180
9,500	36.8443	-180
9,750	39.0984	-180
10,000	40.7973	-180
10,300	41.0654	-180
10,600	40.1281	-180
10,900	37.979	-180
11,200	34.3798	-180
11,500	29.6033	-180
11,800	27.5588	-180
12,200	30.9526	-180
12,500	33.0169	-180
12,800	32.9259	-180
13,200	30.801	-180
13,600	25.8142	-180
14,000	22.5888	-180
14,500	26.2919	-180
15,000	26.8446	-180
15,500	20.3819	-180
16,000	13.5377	-180
16,500	17.315	-180
17,000	22.1677	-180
17,500	24.0231	-180
18,000	26.8569	-180
18,500	29.2299	-180
19,000	28.2894	-180
19,500	23.5847	-180
23.6	48.3394	-170
24.3	48.4536	-170
25	48.5645	-170
25.8	48.6876	-170
26.5	48.7921	-170
27.2	48.894	-170
28	49.0073	-170
29	49.1494	-170
30	49.3029	-170
30.7	49.4141	-170
31.5	49.5404	-170
32.5	49.694	-170
33.5	49.8428	-170
34.5	49.9895	-170
35.5	50.1403	-170
36.5	50.2967	-170
37.5	50.4528	-170
38.7	50.6348	-170
40	50.8264	-170
41.2	51.0041	-170
42.5	51.2016	-170
43.7	51.3826	-170
45	51.5732	-170
46.2	51.7464	-170
47.5	51.9349	-170
48.7	52.1099	-170
50	52.2969	-170
51.5	52.5074	-170
53	52.716	-170
54.5	52.925	-170
56	53.1311	-170
58	53.3994	-170
60	53.665	-170
61.5	53.8614	-170
63	54.0544	-170
65	54.3076	-170
67	54.5574	-170
69	54.802	-170
71	55.0419	-170
73	55.2777	-170
75	55.5089	-170
77.5	55.7914	-170
80	56.0671	-170
82.5	56.3357	-170
85	56.5977	-170
87.5	56.853	-170
90	57.1017	-170
92.5	57.3438	-170
95	57.5794	-170
97.5	57.8088	-170
100	58.0318	-170
103	58.2912	-170
106	58.5419	-170
109	58.784	-170
112	59.0176	-170
115	59.2429	-170
118	59.4601	-170
122	59.7372	-170
125	59.936	-170
128	60.127	-170
132	60.3699	-170
136	60.6004	-170
140	60.8181	-170
145	61.0725	-170
150	61.3086	-170
155	61.5273	-170
160	61.7292	-170
165	61.9152	-170
170	62.0854	-170
175	62.2399	-170
180	62.3802	-170
185	62.5072	-170
190	62.6219	-170
195	62.7249	-170
200	62.8166	-170
206	62.9128	-170
212	62.9954	-170
218	63.0657	-170
224	63.1251	-170
230	63.1749	-170
236	63.2161	-170
243	63.2552	-170
250	63.2865	-170
258	63.3147	-170
265	63.334	-170
272	63.3497	-170
280	63.3643	-170
290	63.3792	-170
300	63.3913	-170
307	63.398	-170
315	63.4035	-170
325	63.4067	-170
335	63.4045	-170
345	63.3952	-170
