* Freq[Hz]      Mag   Phase[Deg]
5.00000   -240.000     0.000
5.07273   -240.000     0.000
5.14651   -240.000     0.000
5.22137   -240.000     0.000
5.29732   -240.000     0.000
5.37437   -240.000     0.000
5.45254   -240.000     0.000
5.53185   -240.000     0.000
5.61231   -240.000     0.000
5.69394   -240.000     0.000
5.77676   -240.000     0.000
5.86079   -240.000     0.000
5.94604   -240.000     0.000
6.03252   -240.000     0.000
6.12027   -240.000     0.000
6.20929   -240.000     0.000
6.29961   -240.000     0.000
6.39124   -240.000     0.000
6.48420   -240.000     0.000
6.57851   -240.000     0.000
6.67420   -240.000     0.000
6.77128   -240.000     0.000
6.86977   -240.000     0.000
6.96969   -240.000     0.000
7.07107   -240.000     0.000
7.17392   -240.000     0.000
7.27827   -240.000     0.000
7.38413   -240.000     0.000
7.49154   -240.000     0.000
7.60050   -240.000     0.000
7.71105   -240.000     0.000
7.82321   -240.000     0.000
7.93701   -240.000     0.000
8.05245   -240.000     0.000
8.16958   -240.000     0.000
8.28841   -240.000     0.000
8.40896   -240.000     0.000
8.53128   -240.000     0.000
8.65537   -240.000     0.000
8.78126   -239.232     0.000
8.90899   -228.814     0.000
9.03857   -218.395     0.000
9.17004   -207.977     0.000
9.30342   -197.559     0.000
9.43874   -187.140     0.000
9.57603   -176.722     0.000
9.71532   -166.304     0.000
9.85663   -155.885     0.000
10.0000   -145.467     0.000
10.1455   -145.455     0.000
10.2930   -113.347     0.000
10.4427     -2.748     0.000
10.5946     39.538     0.000
10.7487     40.201     0.000
10.9051     40.956     0.000
11.0637     41.515     0.000
11.2246     41.776     0.000
11.3879     41.434     0.000
11.5535     40.780     0.000
11.7216     39.707     0.000
11.8921     38.230     0.000
12.0650     36.691     0.000
12.2405     35.188     0.000
12.4186     35.180     0.000
12.5992     35.766     0.000
12.7825     36.824     0.000
12.9684     38.130     0.000
13.1570     38.754     0.000
13.3484     38.809     0.000
13.5426     38.252     0.000
13.7395     36.965     0.000
13.9394     34.569     0.000
14.1421     33.641     0.000
14.3478     34.263     0.000
14.5565     36.283     0.000
14.7683     39.319     0.000
14.9831     41.321     0.000
15.2010     42.558     0.000
15.4221     43.177     0.000
15.6464     43.256     0.000
15.8740     42.898     0.000
16.1049     42.250     0.000
16.3392     41.670     0.000
16.5768     41.641     0.000
16.8179     42.338     0.000
17.0626     43.572     0.000
17.3107     44.809     0.000
17.5625     45.819     0.000
17.8180     46.552     0.000
18.0771     47.056     0.000
18.3401     47.432     0.000
18.6068     47.737     0.000
18.8775     48.009     0.000
19.1521     48.242     0.000
19.4306     48.426     0.000
19.7133     48.603     0.000
20.0000     48.861     0.000
20.2909     49.314     0.000
20.5860     49.938     0.000
20.8855     50.603     0.000
21.1893     51.166     0.000
21.4975     51.539     0.000
21.8102     51.716     0.000
22.1274     51.875     0.000
22.4492     52.172     0.000
22.7758     52.695     0.000
23.1071     53.314     0.000
23.4432     53.871     0.000
23.7841     54.290     0.000
24.1301     54.654     0.000
24.4811     55.119     0.000
24.8372     55.771     0.000
25.1984     56.494     0.000
25.5649     57.108     0.000
25.9368     57.540     0.000
26.3141     57.881     0.000
26.6968     58.292     0.000
27.0851     58.900     0.000
27.4791     59.649     0.000
27.8788     60.395     0.000
28.2843     61.059     0.000
28.6957     61.621     0.000
29.1131     62.091     0.000
29.5365     62.476     0.000
29.9661     62.802     0.000
30.4020     63.176     0.000
30.8442     63.670     0.000
31.2929     64.222     0.000
31.7480     64.661     0.000
32.2098     64.885     0.000
32.6783     65.042     0.000
33.1536     65.359     0.000
33.6359     65.876     0.000
34.1251     66.406     0.000
34.6215     66.838     0.000
35.1250     67.306     0.000
35.6359     67.948     0.000
36.1543     68.644     0.000
36.6802     69.154     0.000
37.2137     69.439     0.000
37.7550     69.701     0.000
38.3041     70.159     0.000
38.8613     70.762     0.000
39.4265     71.338     0.000
40.0000     71.794     0.000
40.5818     72.144     0.000
41.1721     72.478     0.000
41.7710     72.873     0.000
42.3785     73.311     0.000
42.9949     73.709     0.000
43.6203     74.066     0.000
44.2548     74.487     0.000
44.8985     75.003     0.000
45.5515     75.480     0.000
46.2141     75.805     0.000
46.8863     76.017     0.000
47.5683     76.223     0.000
48.2602     76.449     0.000
48.9621     76.647     0.000
49.6743     76.833     0.000
50.3968     77.072     0.000
51.1299     77.336     0.000
51.8736     77.548     0.000
52.6281     77.717     0.000
53.3936     77.893     0.000
54.1702     78.080     0.000
54.9581     78.261     0.000
55.7575     78.408     0.000
56.5685     78.501     0.000
57.3914     78.586     0.000
58.2261     78.713     0.000
59.0730     78.856     0.000
59.9323     78.972     0.000
60.8040     79.068     0.000
61.6884     79.161     0.000
62.5857     79.256     0.000
63.4960     79.354     0.000
64.4196     79.445     0.000
65.3566     79.524     0.000
66.3073     79.608     0.000
67.2717     79.688     0.000
68.2502     79.735     0.000
69.2429     79.781     0.000
70.2501     79.834     0.000
71.2719     79.854     0.000
72.3086     79.849     0.000
73.3603     79.864     0.000
74.4274     79.895     0.000
75.5099     79.912     0.000
76.6083     79.908     0.000
77.7226     79.891     0.000
78.8531     79.885     0.000
80.0000     79.895     0.000
81.1636     79.925     0.000
82.3442     79.950     0.000
83.5419     79.964     0.000
84.7570     79.963     0.000
85.9899     79.960     0.000
87.2406     79.973     0.000
88.5096     80.000     0.000
89.7970     80.036     0.000
91.1031     80.067     0.000
92.4282     80.092     0.000
93.7726     80.105     0.000
95.1366     80.102     0.000
96.5204     80.083     0.000
97.9243     80.052     0.000
99.3486     80.010     0.000
100.794     79.972     0.000
102.260     79.946     0.000
103.747     79.936     0.000
105.256     79.934     0.000
106.787     79.939     0.000
108.340     79.949     0.000
109.916     79.954     0.000
111.515     79.955     0.000
113.137     79.958     0.000
114.783     79.956     0.000
116.452     79.941     0.000
118.146     79.906     0.000
119.865     79.865     0.000
121.608     79.829     0.000
123.377     79.806     0.000
125.171     79.799     0.000
126.992     79.802     0.000
128.839     79.813     0.000
130.713     79.822     0.000
132.615     79.816     0.000
134.543     79.799     0.000
136.500     79.770     0.000
138.486     79.736     0.000
140.500     79.712     0.000
142.544     79.686     0.000
144.617     79.637     0.000
146.721     79.593     0.000
148.855     79.586     0.000
151.020     79.594     0.000
153.217     79.594     0.000
155.445     79.574     0.000
157.706     79.551     0.000
160.000     79.536     0.000
162.327     79.523     0.000
164.688     79.512     0.000
