* Freq[Hz]      Mag   Phase[Deg]
5.00000   -240.000     0.000
5.07273   -240.000     0.000
5.14651   -240.000     0.000
5.22137   -240.000     0.000
5.29732   -240.000     0.000
5.37437   -240.000     0.000
5.45254   -240.000     0.000
5.53185   -240.000     0.000
5.61231   -240.000     0.000
5.69394   -240.000     0.000
5.77676   -240.000     0.000
5.86079   -240.000     0.000
5.94604   -240.000     0.000
6.03252   -240.000     0.000
6.12027   -240.000     0.000
6.20929   -240.000     0.000
6.29961   -240.000     0.000
6.39124   -240.000     0.000
6.48420   -240.000     0.000
6.57851   -240.000     0.000
6.67420   -240.000     0.000
6.77128   -240.000     0.000
6.86977   -240.000     0.000
6.96969   -240.000     0.000
7.07107   -240.000     0.000
7.17392   -240.000     0.000
7.27827   -240.000     0.000
7.38413   -240.000     0.000
7.49154   -240.000     0.000
7.60050   -240.000     0.000
7.71105   -240.000     0.000
7.82321   -240.000     0.000
7.93701   -240.000     0.000
8.05245   -240.000     0.000
8.16958   -240.000     0.000
8.28841   -240.000     0.000
8.40896   -240.000     0.000
8.53128   -240.000     0.000
8.65537   -240.000     0.000
8.78126   -240.000     0.000
8.90899   -229.957     0.000
9.03857   -219.537     0.000
9.17004   -209.118     0.000
9.30342   -198.698     0.000
9.43874   -188.279     0.000
9.57603   -177.859     0.000
9.71532   -167.440     0.000
9.85663   -157.020     0.000
10.0000   -146.601     0.000
10.1455   -146.587     0.000
10.2930   -114.477     0.000
10.4427     -3.877     0.000
10.5946     38.410     0.000
10.7487     39.074     0.000
10.9051     39.830     0.000
11.0637     40.390     0.000
11.2246     40.652     0.000
11.3879     40.311     0.000
11.5535     39.659     0.000
11.7216     38.587     0.000
11.8921     37.110     0.000
12.0650     35.573     0.000
12.2405     34.071     0.000
12.4186     34.065     0.000
12.5992     34.651     0.000
12.7825     35.711     0.000
12.9684     37.019     0.000
13.1570     37.644     0.000
13.3484     37.700     0.000
13.5426     37.145     0.000
13.7395     35.860     0.000
13.9394     33.465     0.000
14.1421     32.539     0.000
14.3478     33.162     0.000
14.5565     35.184     0.000
14.7683     38.221     0.000
14.9831     40.225     0.000
15.2010     41.464     0.000
15.4221     42.085     0.000
15.6464     42.166     0.000
15.8740     41.810     0.000
16.1049     41.164     0.000
16.3392     40.586     0.000
16.5768     40.559     0.000
16.8179     41.258     0.000
17.0626     42.494     0.000
17.3107     43.733     0.000
17.5625     44.746     0.000
17.8180     45.481     0.000
18.0771     45.988     0.000
18.3401     46.366     0.000
18.6068     46.673     0.000
18.8775     46.947     0.000
19.1521     47.183     0.000
19.4306     47.370     0.000
19.7133     47.550     0.000
20.0000     47.811     0.000
20.2909     48.267     0.000
20.5860     48.893     0.000
20.8855     49.561     0.000
21.1893     50.127     0.000
21.4975     50.503     0.000
21.8102     50.683     0.000
22.1274     50.845     0.000
22.4492     51.146     0.000
22.7758     51.672     0.000
23.1071     52.294     0.000
23.4432     52.854     0.000
23.7841     53.277     0.000
24.1301     53.644     0.000
24.4811     54.114     0.000
24.8372     54.769     0.000
25.1984     55.495     0.000
25.5649     56.113     0.000
25.9368     56.550     0.000
26.3141     56.894     0.000
26.6968     57.309     0.000
27.0851     57.922     0.000
27.4791     58.675     0.000
27.8788     59.425     0.000
28.2843     60.094     0.000
28.6957     60.659     0.000
29.1131     61.134     0.000
29.5365     61.524     0.000
29.9661     61.854     0.000
30.4020     62.233     0.000
30.8442     62.732     0.000
31.2929     63.288     0.000
31.7480     63.732     0.000
32.2098     63.961     0.000
32.6783     64.123     0.000
33.1536     64.445     0.000
33.6359     64.968     0.000
34.1251     65.502     0.000
34.6215     65.939     0.000
35.1250     66.413     0.000
35.6359     67.061     0.000
36.1543     67.762     0.000
36.6802     68.277     0.000
37.2137     68.568     0.000
37.7550     68.836     0.000
38.3041     69.299     0.000
38.8613     69.908     0.000
39.4265     70.490     0.000
40.0000     70.952     0.000
40.5818     71.308     0.000
41.1721     71.648     0.000
41.7710     72.049     0.000
42.3785     72.493     0.000
42.9949     72.897     0.000
43.6203     73.260     0.000
44.2548     73.687     0.000
44.8985     74.210     0.000
45.5515     74.693     0.000
46.2141     75.025     0.000
46.8863     75.243     0.000
47.5683     75.456     0.000
48.2602     75.689     0.000
48.9621     75.893     0.000
49.6743     76.086     0.000
50.3968     76.331     0.000
51.1299     76.602     0.000
51.8736     76.821     0.000
52.6281     76.996     0.000
53.3936     77.179     0.000
54.1702     77.373     0.000
54.9581     77.560     0.000
55.7575     77.714     0.000
56.5685     77.815     0.000
57.3914     77.906     0.000
58.2261     78.040     0.000
59.0730     78.190     0.000
59.9323     78.312     0.000
60.8040     78.415     0.000
61.6884     78.515     0.000
62.5857     78.617     0.000
63.4960     78.722     0.000
64.4196     78.819     0.000
65.3566     78.905     0.000
66.3073     78.996     0.000
67.2717     79.083     0.000
68.2502     79.136     0.000
69.2429     79.189     0.000
70.2501     79.248     0.000
71.2719     79.275     0.000
72.3086     79.276     0.000
73.3603     79.298     0.000
74.4274     79.335     0.000
75.5099     79.359     0.000
76.6083     79.360     0.000
77.7226     79.349     0.000
78.8531     79.351     0.000
80.0000     79.366     0.000
81.1636     79.402     0.000
82.3442     79.433     0.000
83.5419     79.453     0.000
84.7570     79.457     0.000
85.9899     79.461     0.000
87.2406     79.479     0.000
88.5096     79.511     0.000
89.7970     79.552     0.000
91.1031     79.589     0.000
92.4282     79.618     0.000
93.7726     79.636     0.000
95.1366     79.639     0.000
96.5204     79.624     0.000
97.9243     79.598     0.000
99.3486     79.560     0.000
100.794     79.526     0.000
102.260     79.505     0.000
103.747     79.498     0.000
105.256     79.500     0.000
106.787     79.509     0.000
108.340     79.522     0.000
109.916     79.530     0.000
111.515     79.534     0.000
113.137     79.540     0.000
114.783     79.541     0.000
116.452     79.528     0.000
118.146     79.495     0.000
119.865     79.456     0.000
121.608     79.421     0.000
123.377     79.399     0.000
125.171     79.393     0.000
126.992     79.397     0.000
128.839     79.409     0.000
130.713     79.418     0.000
132.615     79.412     0.000
134.543     79.394     0.000
136.500     79.364     0.000
138.486     79.329     0.000
140.500     79.303     0.000
142.544     79.274     0.000
144.617     79.223     0.000
146.721     79.176     0.000
148.855     79.164     0.000
151.020     79.168     0.000
153.217     79.163     0.000
155.445     79.138     0.000
157.706     79.109     0.000
160.000     79.087     0.000
162.327     79.066     0.000
164.688     79.047     0.000
