Frequency Spectrum for Input Signal

Data Shown:    K-Series (SEEBURG acoustic line)
Display Parameters:   Frequency: 1000Hz (1/24th Octave)   Mer: 0°  Par: 90°

Freq [Hz]	Signal Level [dBSPL]
22.4	39.5
23	40
23.6	40.5
24	41
25	41.5
25.8	42
26.5	42.5
27.2	43.3
28	44.3
29	45.5
30	46.8
30.7	48.4
31.5	50
32.5	51.3
33.5	52.1
34.5	52.6
35.5	53.2
36.5	54.3
37.5	55.6
38.7	56.8
40	57.4
41.2	58.2
42.5	59.5
43.7	61.3
45	62.8
46.2	63.8
47.5	64.7
48.7	65.9
50	67.2
51.5	68.8
53	70.5
54.5	72.2
56	73.7
58	75
60	76.4
61.5	78.3
63	80.3
65	82.3
67	84.4
69	86.5
71	88.4
73	89.7
75	90.4
77.5	91
80	91.6
82.5	91.6
85	91.8
87.5	92.2
90	92.6
92.5	93.4
95	94.6
97.5	95.6
100	96.1
103	96.3
106	96.1
109	95.8
112	95.7
115	95.2
118	94.6
122	94.5
125	95.4
128	95.9
132	95.4
136	95.2
140	95
145	94.3
150	94.5
155	95.3
160	95.4
165	94.8
170	94.3
175	94.5
180	94.8
185	94.8
190	95.2
195	95.7
200	95.2
206	94.8
212	94.8
218	94.6
224	94.4
230	94
236	93.7
240	93.7
250	93.9
258	93.9
265	93.9
272	94.1
280	94.3
290	94.4
300	94.2
307	94
315	93.7
325	93.6
335	93.5
345	93.2
355	93
365	92.9
375	92.9
387	92.7
400	92.5
412	92.3
425	92.3
437	92.5
450	92.8
462	92.9
475	92.8
487	92.7
500	92.5
515	92.4
530	92.2
545	91.9
560	91.5
580	91
600	90.3
615	89.6
630	89
650	88.6
670	88.5
690	88.5
710	88.4
730	88
750	87.6
775	87.2
800	87
825	87
850	87.2
875	87.5
900	87.6
925	87.6
950	87.2
975	86.6
1000	85.6
1030	84.6
1060	83.5
1090	82.7
1120	82.5
1150	82.6
1180	82.8
1220	83
1250	83.2
1280	83.5
1320	83.6
1360	83.5
1400	83
1450	82.4
1500	82.1
1550	82.7
1600	83.7
1650	84.7
1700	85.6
1750	86.2
1800	86.8
1850	87.3
1900	87.6
1950	87.7
2000	87.6
2060	87.2
2120	86.7
2180	85.9
2240	85.2
2300	84.6
2360	84.2
2400	83.9
2500	84.1
2580	84.5
2650	84.6
2720	84.6
2800	84.9
2900	84.6
3000	83.9
3070	83.5
3150	83.5
3250	83.5
3350	83.8
3450	84.3
3550	84.9
3650	85.5
3750	85.4
3870	84.4
4000	83.8
4120	83.8
4250	83.8
4370	83.7
4500	83.5
4620	83.3
4750	83.3
4870	83.2
5000	83.1
5150	82.8
5300	82
5450	81.4
5600	80.9
5800	80.4
6000	80
6150	79.7
6300	79.4
6500	79.4
6700	79.8
6900	80.1
7100	79.8
7300	79.1
7500	78.6
7750	79.1
8000	79.8
8250	79.7
8500	78.8
8750	78.4
9000	77.9
9250	76.6
9500	75.4
9750	75
10000	74.6
10300	73.9
10600	73.9
10900	74.7
11200	75.4
11500	75.3
11800	73.4
12200	70.3
12500	69
12800	70.9
13200	73.1
13600	73.8
14000	73.3
14500	71.6
15000	70.2
15500	70.3
16000	70
16500	67.9
17000	64.4
17500	60.2
18000	58.8
18500	59.4
19000	59.1
19500	57.6
20000	56.1
20600	55.2
21200	54.3
21800	53.4
22400	52.5
