"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	57.0371	20.5078	55.0647	20.5078	56.1619
21.9727	57.3327	21.9727	54.935	21.9727	56.2972
23.4375	57.9134	23.4375	55.3102	23.4375	56.804
24.9023	58.3697	24.9023	55.3486	24.9023	57.1167
26.3672	58.5413	26.3672	54.6439	26.3672	57.0159
27.832	58.6162	27.832	53.5853	27.832	56.7918
29.2969	60.4004	29.2969	55.5456	29.2969	58.6187
30.7617	59.5066	30.7617	53.2057	30.7617	57.4108
32.2266	58.3664	32.2266	48.946	32.2266	55.8261
33.6914	60.493	33.6914	55.2726	33.6914	58.6241
35.1563	62.3775	35.1563	59.4836	35.1563	61.1672
36.6211	63.9944	36.6211	62.5766	36.6211	63.3431
38.0859	63.762	38.0859	62.279	38.0859	63.0835
39.5508	64.1237	39.5508	65.4958	39.5508	64.8637
41.0156	68.5889	41.0156	70.101	41.0156	69.4104
42.4805	70.4154	42.4805	71.0171	42.4805	70.7266
43.9453	70.4312	43.9453	70.7732	43.9453	70.6055
45.4102	70.3193	45.4102	70.9617	45.4102	70.6524
46.875	70.6236	46.875	71.1715	46.875	70.9062
48.3398	71.5787	48.3398	72.0713	48.3398	71.832
51.2695	72.7199	51.2695	73.0659	51.2695	72.8964
52.7344	72.9157	52.7344	73.2486	52.7344	73.0853
54.1992	73.2395	54.1992	73.5699	54.1992	73.4079
55.6641	73.8967	55.6641	74.1886	55.6641	74.0451
58.5938	74.6146	58.5938	74.8434	58.5938	74.7305
60.0586	74.9823	60.0586	75.186	60.0586	75.0853
62.9883	75.6231	62.9883	75.7714	62.9883	75.6979
64.4531	75.8525	64.4531	76.0255	64.4531	75.9398
67.3828	76.5313	67.3828	76.7504	67.3828	76.6422
68.8477	76.9802	68.8477	77.1658	68.8477	77.074
