"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	64.2751	20.5078	63.8474	20.5078	64.1797	20.5078	64.0464	20.5078	63.6718	20.5078	64.0461
23.4375	66.5758	23.4375	66.1103	23.4375	66.4668	23.4375	66.3244	23.4375	65.9433	23.4375	66.3271
26.3672	68.4259	26.3672	67.9763	26.3672	68.3203	26.3672	68.1819	26.3672	67.8245	26.3672	68.186
29.2969	69.9908	29.2969	69.5283	29.2969	69.8814	29.2969	69.7316	29.2969	69.3639	29.2969	69.7398
32.2266	71.5614	32.2266	71.0843	32.2266	71.4451	32.2266	71.2926	32.2266	70.9356	32.2266	71.3033
35.1563	72.9268	35.1563	72.4492	35.1563	72.8094	35.1563	72.653	35.1563	72.3119	35.1563	72.6676
38.0859	74.2222	38.0859	73.7404	38.0859	74.1047	38.0859	73.9349	38.0859	73.577	38.0859	73.9542
41.0156	75.3476	41.0156	74.8529	41.0156	75.2223	41.0156	75.0551	41.0156	74.7379	41.0156	75.0777
43.9453	76.5521	43.9453	76.0539	43.9453	76.4338	43.9453	76.2406	43.9453	75.8804	43.9453	76.27
46.875	77.6697	46.875	77.1498	46.875	77.5489	46.875	77.3251	46.875	76.9267	46.875	77.3644
49.8047	78.6388	49.8047	78.1191	49.8047	78.5124	49.8047	78.2954	49.8047	77.93	49.8047	78.336
52.7344	79.5995	52.7344	79.0921	52.7344	79.4812	52.7344	79.2472	52.7344	78.8713	52.7344	79.2949
55.6641	80.4733	55.6641	79.9767	55.6641	80.3561	55.6641	80.1186	55.6641	79.7696	55.6641	80.1718
58.5938	81.389	58.5938	80.8828	58.5938	81.2674	58.5938	81.0223	58.5938	80.6897	58.5938	81.0811
61.5234	82.1433	61.5234	81.6053	61.5234	82.0177	61.5234	81.7354	61.5234	81.3664	61.5234	81.8071
64.4531	82.944	64.4531	82.3828	64.4531	82.8139	64.4531	82.5073	64.4531	82.1095	64.4531	82.5871
67.3828	83.6469	67.3828	83.0708	67.3828	83.5131	67.3828	83.1857	67.3828	82.7805	67.3828	83.2748
70.3125	84.2458	70.3125	83.663	70.3125	84.0995	70.3125	83.787	70.3125	83.4452	70.3125	83.8771
73.2422	84.8412	73.2422	84.3299	73.2422	84.7323	73.2422	84.3823	73.2422	84.0253	73.2422	84.4894
76.1719	85.4274	76.1719	84.9289	76.1719	85.3208	76.1719	84.9624	76.1719	84.6161	76.1719	85.0759
79.1016	85.8721	79.1016	85.3571	79.1016	85.7628	79.1016	85.3825	79.1016	85.0636	79.1016	85.5091
82.0313	86.3902	82.0313	85.8611	82.0313	86.291	82.0313	85.855	82.0313	85.4543	82.0313	85.9984
84.9609	86.8105	84.9609	86.248	84.9609	86.7067	84.9609	86.2297	84.9609	85.753	84.9609	86.3844
87.8906	87.0442	87.8906	86.5344	87.8906	86.942	87.8906	86.4957	87.8906	86.1181	87.8906	86.6497
90.8203	87.2656	90.8203	86.7617	90.8203	87.1575	90.8203	86.7204	90.8203	86.4544	90.8203	86.8832
93.75	87.7144	93.75	87.1504	93.75	87.6263	93.75	87.0665	93.75	86.6347	93.75	87.2657
96.6797	87.838	96.6797	87.2746	96.6797	87.7478	96.6797	87.1793	96.6797	86.7152	96.6797	87.3805
102.539	88.1123	102.539	87.6889	102.539	88.0769	102.539	87.4472	102.539	86.9944	102.539	87.685
105.469	88.2237	105.469	87.8293	105.469	88.2067	105.469	87.5438	105.469	87.0634	105.469	87.7957
108.398	88.4189	108.398	87.9566	108.398	88.3764	108.398	87.6818	108.398	87.1821	108.398	87.9473
111.328	88.5772	111.328	88.0539	111.328	88.5125	111.328	87.7869	111.328	87.2889	111.328	88.0678
117.188	88.7441	117.188	88.2196	117.188	88.6844	117.188	87.8898	117.188	87.3594	117.188	88.2038
120.117	88.796	120.117	88.2577	120.117	88.7316	120.117	87.9084	120.117	87.3972	120.117	88.2394
125.977	88.762	125.977	88.1233	125.977	88.6767	125.977	87.7687	125.977	87.2171	125.977	88.1362
128.906	88.7408	128.906	88.0944	128.906	88.6594	128.906	87.7101	128.906	87.0959	128.906	88.0929
134.766	88.5311	134.766	87.8656	134.766	88.4329	134.766	87.4527	134.766	86.9176	134.766	87.862
137.695	88.4873	137.695	87.7665	137.695	88.3753	137.695	87.3485	137.695	86.8313	137.695	87.7825
143.555	88.4993	143.555	87.6225	143.555	88.35	143.555	87.2088	143.555	86.5933	143.555	87.6898
149.414	88.4525	149.414	87.517	149.414	88.3043	149.414	87.0615	149.414	86.334	149.414	87.5835
155.273	88.4578	155.273	87.5713	155.273	88.3335	155.273	86.9871	155.273	86.1712	155.273	87.5607
158.203	88.5377	158.203	87.5451	158.203	88.3748	158.203	86.9937	158.203	86.1778	158.203	87.5852
164.063	88.734	164.063	87.8114	164.063	88.6166	164.063	87.1492	164.063	86.2338	164.063	87.7792
169.922	88.2914	169.922	87.5159	169.922	88.2052	169.922	86.7363	169.922	85.9709	169.922	87.3887
175.781	88.1313	175.781	87.2615	175.781	88.0347	175.781	86.4427	175.781	85.7397	175.781	87.1643
181.641	88.2014	181.641	87.1187	181.641	88.0546	181.641	86.321	181.641	85.3962	181.641	87.0974
190.43	88.1323	190.43	87.3997	190.43	88.1142	190.43	86.2389	190.43	85.1048	190.43	87.0928
196.289	88.0067	196.289	87.4067	196.289	88.0423	196.289	86.0976	196.289	85.1237	196.289	87.0079
202.148	88.0628	202.148	87.4179	202.148	88.1226	202.148	86.0388	202.148	84.9077	202.148	87.0112
210.938	88.2181	210.938	87.3386	210.938	88.173	210.938	86.0015	210.938	84.5748	210.938	87.0079
216.797	88.0274	216.797	87.2384	216.797	87.9934	216.797	85.8154	216.797	84.6121	216.797	86.8492
225.586	88.1377	225.586	87.8699	225.586	88.3745	225.586	85.9113	225.586	84.5874	225.586	87.1111
234.375	88.4082	234.375	87.9317	234.375	88.4725	234.375	85.9777	234.375	84.4756	234.375	87.2075
240.234	88.2848	240.234	87.5093	240.234	88.2296	240.234	85.6344	240.234	84.2438	240.234	86.9309
249.023	88.6845	249.023	87.4204	249.023	88.4589	249.023	85.6338	249.023	83.554	249.023	87.0298
257.813	88.9142	257.813	87.6164	257.813	88.5902	257.813	85.8243	257.813	83.8745	257.813	87.2125
266.602	88.5442	266.602	86.7773	266.602	88.1311	266.602	85.1649	266.602	83.098	266.602	86.6504
278.32	88.3647	278.32	87.416	278.32	88.2391	278.32	85.2278	278.32	83.1493	278.32	86.7607
287.109	88.3106	287.109	87.8722	287.109	88.3967	287.109	85.1983	287.109	83.0882	287.109	86.8647
295.898	88.5502	295.898	88.1188	295.898	88.5495	295.898	85.1094	295.898	82.6378	295.898	86.9561
307.617	88.5191	307.617	87.0896	307.617	88.1455	307.617	84.3803	307.617	82.7429	307.617	86.4728
319.336	89.6759	319.336	87.5346	319.336	89.3668	319.336	84.8582	319.336	83.3806	319.336	87.3882
331.055	89.6871	331.055	87.9079	331.055	89.2491	331.055	85.1039	331.055	82.6249	331.055	87.41
342.773	88.8328	342.773	87.3031	342.773	88.4807	342.773	84.1248	342.773	82.6617	342.773	86.634
354.492	89.2303	354.492	88.0284	354.492	88.9751	354.492	84.5154	354.492	81.9042	354.492	87.0692
366.211	89.3404	366.211	88.2841	366.211	89.018	366.211	84.255	366.211	81.235	366.211	87.0704
377.93	89.6194	377.93	88.4927	377.93	89.1411	377.93	84.3968	377.93	81.6589	377.93	87.2504
392.578	88.663	392.578	87.4075	392.578	88.0499	392.578	83.0944	392.578	80.7819	392.578	86.1533
407.227	88.3757	407.227	87.3567	407.227	87.8503	407.227	82.5621	407.227	81.2023	407.227	85.9204
421.875	88.6815	421.875	87.3199	421.875	87.8377	421.875	82.0723	421.875	80.4943	421.875	85.8656
436.523	88.5443	436.523	87.1701	436.523	87.8429	436.523	81.6607	436.523	79.6935	436.523	85.7244
451.172	88.9478	451.172	87.4277	451.172	88.213	451.172	81.8369	451.172	78.6473	451.172	86.02
465.82	88.4132	465.82	87.4906	465.82	87.7411	465.82	81.1683	465.82	79.0637	465.82	85.6169
483.398	88.438	483.398	88.1352	483.398	87.7831	483.398	80.6393	483.398	78.6571	483.398	85.6851
500.977	87.7224	500.977	87.15	500.977	86.7721	500.977	79.1894	500.977	79.0732	500.977	84.7338
518.555	87.0418	518.555	86.089	518.555	86.4512	518.555	78.5948	518.555	79.0628	518.555	84.1717
