"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.382528	20.5078	0.135349
23.4375	0.392281	23.4375	0.14175
26.3672	0.372392	26.3672	0.136286
29.2969	0.386737	29.2969	0.143938
32.2266	0.37998	32.2266	0.144278
35.1563	0.37161	35.1563	0.144545
38.0859	0.391197	38.0859	0.153758
41.0156	0.360873	41.0156	0.147795
43.9453	0.409983	43.9453	0.167771
46.875	0.457093	46.875	0.189286
49.8047	0.427057	49.8047	0.181239
52.7344	0.446542	52.7344	0.191635
55.6641	0.429247	55.6641	0.189894
58.5938	0.422796	58.5938	0.192278
61.5234	0.47443	61.5234	0.217679
64.4531	0.508964	64.4531	0.234544
67.3828	0.527274	67.3828	0.246806
70.3125	0.469365	70.3125	0.230808
73.2422	0.510784	73.2422	0.252368
76.1719	0.50761	76.1719	0.254829
79.1016	0.506774	79.1016	0.264519
82.0313	0.604007	82.0313	0.304739
84.9609	0.681268	84.9609	0.335457
87.8906	0.585241	87.8906	0.305229
90.8203	0.503422	90.8203	0.287528
93.75	0.716851	93.75	0.376414
96.6797	0.738133	96.6797	0.383598
102.539	0.769694	102.539	0.410313
105.469	0.816715	105.469	0.430363
108.398	0.848735	108.398	0.449521
111.328	0.866498	111.328	0.466226
117.188	0.930387	117.188	0.504256
120.117	0.936921	120.117	0.516841
125.977	1.02509	125.977	0.567577
128.906	1.09326	128.906	0.594767
134.766	1.05537	134.766	0.601027
137.695	1.08049	137.695	0.624328
143.555	1.22534	143.555	0.694895
149.414	1.36454	149.414	0.758386
155.273	1.47776	155.273	0.813421
158.203	1.49567	158.203	0.831322
164.063	1.61544	164.063	0.881346
169.922	1.51681	169.922	0.86199
175.781	1.58842	175.781	0.919435
181.641	1.81305	181.641	1.00986
190.43	1.99389	190.43	1.07832
196.289	1.95282	196.289	1.09385
202.148	2.17708	202.148	1.17378
210.938	2.36592	210.938	1.23074
216.797	2.22024	216.797	1.21154
225.586	2.52981	225.586	1.33739
234.375	2.61416	234.375	1.34123
240.234	2.62491	240.234	1.37917
249.023	3.08182	249.023	1.51533
257.813	2.83124	257.813	1.46443
266.602	3.11	266.602	1.57253
278.32	2.99726	278.32	1.57523
287.109	3.17102	287.109	1.63466
295.898	3.33271	295.898	1.70542
307.617	2.99026	307.617	1.79589
319.336	3.82986	319.336	2.11118
331.055	3.88406	331.055	1.96483
342.773	3.66623	342.773	1.9835
354.492	4.18443	354.492	2.04621
366.211	4.21551	366.211	2.10095
377.93	3.95325	377.93	2.04364
392.578	3.80675	392.578	2.06045
407.227	3.8707	407.227	2.10694
421.875	3.92518	421.875	2.16813
436.523	4.17263	436.523	2.31808
451.172	4.56811	451.172	2.40291
465.82	4.12504	465.82	2.33939
483.398	4.12217	483.398	2.3382
500.977	3.49409	500.977	2.29375
518.555	3.7757	518.555	2.54178
536.133	4.98643	536.133	2.87285
553.711	5.2035	553.711	2.80539
574.219	4.55941	574.219	2.82173
594.727	5.65034	594.727	3.08866
615.234	5.74083	615.234	2.95642
638.672	5.26255	638.672	2.86721
659.18	5.11645	659.18	3.02324
682.617	6.0533	682.617	3.24038
706.055	5.92677	706.055	3.05765
732.422	5.62933	732.422	2.99136
758.789	5.92289	758.789	2.97996
785.156	5.04856	785.156	2.45575
811.523	4.67906	811.523	2.33931
840.82	4.56919	840.82	2.69499
870.117	5.22274	870.117	2.64278
902.344	5.25324	902.344	2.41358
931.641	5.18937	931.641	2.41323
966.797	5.73776	966.797	2.50918
999.023	5.29134	999.023	2.35054
1,034.18	5.79855	1,034.18	2.5507
1,072.27	5.03379	1,072.27	2.11122
1,110.35	4.94591	1,110.35	2.00475
1,148.44	4.97034	1,148.44	2.09538
1,189.45	5.53477	1,189.45	2.47227
1,230.47	5.49177	1,230.47	2.501
1,274.41	5.45799	1,274.41	2.264
1,318.36	5.23088	1,318.36	2.10483
1,365.23	4.99265	1,365.23	2.01092
1,415.04	5.40338	1,415.04	2.1933
1,464.84	5.73919	1,464.84	2.33241
1,514.65	5.84621	1,514.65	2.30324
1,570.31	5.84417	1,570.31	2.35807
1,623.05	5.95797	1,623.05	2.52702
1,681.64	5.89028	1,681.64	2.42517
1,740.23	6.06247	1,740.23	2.4827
1,801.76	6.30518	1,801.76	2.50464
1,866.21	5.96529	1,866.21	2.26022
1,930.66	5.81609	1,930.66	2.21079
2,000.98	6.34356	2,000.98	2.43057
2,071.29	6.84267	2,071.29	2.77968
2,144.53	6.87403	2,144.53	2.83569
2,217.77	6.94733	2,217.77	2.99796
2,296.88	7.14381	2,296.88	3.12927
2,378.91	7.40009	2,378.91	3.30961
2,460.94	7.11438	2,460.94	3.06359
2,548.83	6.83628	2,548.83	2.84801
2,639.65	7.50431	2,639.65	3.22087
2,733.4	7.2216	2,733.4	3.12066
2,827.15	7.17501	2,827.15	3.0527
2,926.76	7.09453	2,926.76	3.06157
3,032.23	7.01813	3,032.23	3.11801
3,137.7	6.87271	3,137.7	3.06134
3,249.02	6.66146	3,249.02	2.98656
3,363.28	6.39593	3,363.28	2.78375
3,483.4	6.16497	3,483.4	2.39877
3,606.45	5.90811	3,606.45	2.27334
3,732.42	5.87145	3,732.42	2.21948
3,864.26	6.19373	3,864.26	2.38612
3,999.02	6.6165	3,999.02	2.6561
4,139.65	6.51909	4,139.65	2.6302
4,286.13	6.81874	4,286.13	2.73076
4,438.48	6.78878	4,438.48	2.57822
4,593.75	7.00447	4,593.75	2.66053
4,757.81	7.18832	4,757.81	2.74766
4,924.8	7.21936	4,924.8	2.87703
5,097.66	6.84642	5,097.66	2.79723
5,279.3	6.36853	5,279.3	2.50078
5,463.87	6.47096	5,463.87	2.4821
5,657.23	6.30652	5,657.23	2.36128
5,856.45	6.10972	5,856.45	2.28132
6,061.52	6.33595	6,061.52	2.35297
6,275.39	6.42585	6,275.39	2.38731
6,498.05	6.65503	6,498.05	2.50531
6,726.56	7.05426	6,726.56	2.83375
6,963.87	6.9868	6,963.87	2.76172
7,209.96	6.89292	7,209.96	2.74023
7,464.84	6.89294	7,464.84	2.74649
7,728.52	7.1019	7,728.52	2.9076
8,000.98	7.288	8,000.98	2.99439
8,282.23	7.6301	8,282.23	3.14952
8,575.2	7.82593	8,575.2	3.26033
8,876.95	7.77831	8,876.95	3.2463
9,190.43	7.77699	9,190.43	3.26403
9,512.7	7.74243	9,512.7	3.19817
9,849.61	7.92969	9,849.61	3.29242
10,195.3	8.17807	10,195.3	3.4786
10,555.7	8.25922	10,555.7	3.47607
10,927.7	8.32193	10,927.7	3.49517
11,314.5	8.20022	11,314.5	3.44585
11,712.9	7.81004	11,712.9	3.25732
12,126	7.59948	12,126	3.1035
12,553.7	7.33545	12,553.7	2.94769
12,996.1	7.0762	12,996.1	2.77213
13,453.1	7.02062	13,453.1	2.7872
13,927.7	6.87116	13,927.7	2.71864
14,419.9	6.85218	14,419.9	2.67972
14,929.7	7.00363	14,929.7	2.73085
15,454.1	7.31512	15,454.1	2.86822
15,999	7.52703	15,999	2.97724
16,564.5	8.01178	16,564.5	3.27089
17,147.5	8.33409	17,147.5	3.40957
17,753.9	8.83832	17,753.9	3.71553
18,377.9	9.18274	18,377.9	3.95002
19,028.3	9.61859	19,028.3	4.2021
19,699.2	10.1273	19,699.2	4.44745
19,998	10.268	19,998	4.49506
