"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.1416	62.5945
20.5078	61.1246
21.2402	62.5196
21.9727	63.1243
22.7051	61.903
23.8037	65.9022
24.5361	67.7044
25.2686	69.4382
26.3672	73.1669
27.0996	74.6218
28.1982	77.1128
29.2969	79.4258
30.0293	81.2296
31.1279	83.3868
32.2266	85.4365
33.3252	87.113
34.79	89.2701
35.8887	90.7006
36.9873	91.9282
38.4521	93.2435
39.917	94.296
41.3818	95.3162
42.8467	96.033
44.3115	96.6624
45.7764	97.1593
47.2412	97.5128
49.0723	97.8783
50.9033	98.192
52.7344	98.4632
54.5654	98.7065
56.3965	98.9096
58.2275	99.0821
60.4248	99.3701
62.6221	99.5119
64.8193	99.6912
67.0166	99.8299
69.2139	99.9697
71.7773	100.146
74.3408	100.295
76.9043	100.381
79.834	100.545
82.3975	100.68
85.3271	100.683
88.2568	100.772
91.5527	100.768
94.8486	100.856
98.1445	100.901
101.44	100.878
105.103	100.811
108.765	100.874
112.793	100.96
116.455	100.906
120.85	100.889
124.878	100.819
129.272	100.745
134.033	100.636
138.794	100.549
143.555	100.451
148.682	100.27
153.809	100.088
159.302	100.149
164.795	100.091
170.654	99.9042
176.88	99.587
183.105	99.3929
189.331	99.3237
196.289	99.2679
202.881	99.1303
210.205	98.9168
217.529	98.7562
225.22	98.6023
233.276	98.5837
241.333	98.2294
250.122	98.312
258.911	98.231
268.066	97.7363
277.222	97.8494
287.109	97.7223
297.363	97.6359
307.617	97.7222
318.604	97.5677
329.956	97.5963
341.675	97.2048
353.394	97.2774
365.845	97.3785
379.028	97.4617
392.212	96.8997
406.128	96.6446
420.41	96.791
435.425	96.519
450.806	96.5987
466.553	96.1832
483.032	96.4018
499.878	96.8541
517.456	96.9404
535.767	97.2536
554.81	97.667
574.219	97.5793
594.727	97.7427
615.601	98.7563
637.207	99.5282
659.912	98.9812
682.983	98.6708
707.153	98.9092
732.056	98.5512
757.69	98.5306
784.424	98.3411
812.256	98.1595
840.82	97.8923
870.483	97.772
901.245	97.7035
933.105	98.0091
966.064	98.1369
1,000.12	98.4084
1,035.28	98.6125
1,071.9	98.5847
1,109.62	98.1473
1,148.8	97.9555
1,189.09	97.655
1,231.2	97.7256
1,274.41	97.4606
1,319.46	96.6902
1,365.97	97.0735
1,414.31	97.0653
1,464.11	96.3918
1,515.75	96.9114
1,569.21	97.2221
1,624.51	96.9086
1,681.64	96.8479
1,740.97	96.9115
1,802.49	97.1582
1,866.21	96.8257
1,931.76	96.4753
1,999.88	96.7201
2,070.56	97.4984
2,143.43	97.1981
2,219.24	96.4326
2,297.24	96.7518
2,378.54	96.8673
2,462.4	95.9341
2,549.19	95.7346
2,638.92	96.3864
2,731.93	96.9271
2,828.25	97.4348
2,928.22	97.7758
3,031.49	97.6273
3,138.43	97.8959
3,249.02	97.9381
3,363.65	97.3529
3,482.3	96.9972
3,604.98	97.4448
3,732.06	97.4267
3,863.89	97.6684
4,000.12	98.0358
4,141.11	98.1089
4,287.23	98.5806
4,438.11	98.8145
4,594.85	98.8265
4,756.71	98.7113
4,924.44	98.6533
5,098.39	98.8749
5,278.2	98.7052
5,464.23	98.4574
5,656.86	97.8443
5,856.45	96.9934
6,062.99	96.7141
6,276.86	97.19
6,498.05	97.5079
6,727.29	97.758
6,964.23	97.7135
7,209.96	97.4412
7,464.11	96.2683
7,727.42	95.2238
7,999.88	94.5499
8,282.23	95.2602
8,574.1	96.4911
8,876.59	96.9012
9,189.7	96.1027
9,513.79	94.6097
9,849.24	93.959
10,196.4	94.3659
10,556	94.6105
10,928.5	94.3625
11,313.7	93.7974
11,712.5	92.894
12,125.6	92.4675
12,553.3	93.4304
12,996.1	94.4482
13,454.2	94.3263
13,928.8	93.5919
14,419.9	92.7644
14,928.6	92.6189
15,454.8	92.8205
16,000.1	92.3457
16,564.1	91.3406
17,148.2	90.8422
17,753.2	91.0723
18,379	90.3755
19,027.2	88.8078
19,698.5	88.9819
19,999.9	88.9756
