"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-4.48408	20.5078	-1.28819
21.9727	-4.30275	21.9727	-1.39092
23.4375	-3.26618	23.4375	-0.800082
24.9023	-2.68339	24.9023	-0.576075
26.3672	-2.31594	26.3672	-0.493064
27.832	-2.29819	27.832	-0.516253
29.2969	-1.50823	29.2969	-0.297584
30.7617	-1.68647	30.7617	-0.409857
32.2266	-1.1664	32.2266	-0.252291
33.6914	-0.790119	33.6914	-0.129211
35.1563	-0.755721	35.1563	-0.131068
36.6211	-0.697937	36.6211	-0.132536
38.0859	-0.697703	38.0859	-0.17044
39.5508	-0.246928	39.5508	-0.001776
41.0156	-0.415779	41.0156	-0.0786838
42.4805	-0.226784	42.4805	-0.0252577
43.9453	-0.0918545	43.9453	0.055088
45.4102	-0.554929	45.4102	-0.131492
46.875	-0.898144	46.875	-0.284478
48.3398	-0.198009	48.3398	-0.0401269
51.2695	-0.134047	51.2695	0.00417743
52.7344	-0.466453	52.7344	-0.129359
54.1992	-0.492197	54.1992	-0.141192
55.6641	-0.640617	55.6641	-0.207194
58.5938	-0.557088	58.5938	-0.184208
60.0586	-0.539272	60.0586	-0.180861
62.9883	-0.500789	62.9883	-0.168901
64.4531	-0.505886	64.4531	-0.170971
67.3828	-0.469914	67.3828	-0.164137
68.8477	-0.387898	68.8477	-0.136941
71.7773	-0.316886	71.7773	-0.11761
74.707	-0.409445	74.707	-0.147057
77.6367	-0.452279	77.6367	-0.167245
79.1016	-0.51531	79.1016	-0.193237
82.0313	-0.483129	82.0313	-0.188561
84.9609	-0.459827	84.9609	-0.179047
87.8906	-0.501721	87.8906	-0.189747
90.8203	-0.47282	90.8203	-0.187699
95.2148	-0.537787	95.2148	-0.226743
98.1445	-0.492313	98.1445	-0.193587
101.074	-0.377021	101.074	-0.146044
105.469	-0.517087	105.469	-0.20058
108.398	-0.522629	108.398	-0.21632
112.793	-0.388484	112.793	-0.162269
117.188	-0.159712	117.188	-0.0774479
120.117	-0.178363	120.117	-0.0709692
124.512	-0.242911	124.512	-0.0958985
128.906	-0.23203	128.906	-0.0931368
133.301	-0.464239	133.301	-0.182196
139.16	-0.633508	139.16	-0.236131
143.555	-0.578915	143.555	-0.213063
147.949	-0.573096	147.949	-0.204123
153.809	-0.375107	153.809	-0.113028
159.668	-0.314363	159.668	-0.0982824
165.527	-0.304911	165.527	-0.085222
171.387	-0.446209	171.387	-0.146894
177.246	-0.454886	177.246	-0.134939
183.105	-0.382826	183.105	-0.0920307
188.965	-0.341005	188.965	-0.093107
196.289	-0.311609	196.289	-0.0964215
203.613	-0.351601	203.613	-0.104794
210.938	-0.275997	210.938	-0.0691364
218.262	-0.369935	218.262	-0.103939
225.586	-0.331233	225.586	-0.0710205
232.91	-0.263163	232.91	-0.0320277
241.699	-0.292882	241.699	-0.0387993
250.488	-0.177447	250.488	0.0312837
259.277	-0.169035	259.277	0.00738382
268.066	-0.202285	268.066	0.0156078
276.855	-0.142727	276.855	0.0946297
287.109	0.114566	287.109	0.168263
297.363	-0.0720275	297.363	0.106022
307.617	-0.325621	307.617	0.0515019
319.336	-0.134376	319.336	0.138954
329.59	0.00340455	329.59	0.188229
341.309	-0.0975175	341.309	0.19537
353.027	0.233727	353.027	0.334459
366.211	0.379411	366.211	0.383488
379.395	0.171566	379.395	0.279967
392.578	0.0788879	392.578	0.275527
405.762	0.166582	405.762	0.35911
420.41	0.0966926	420.41	0.343963
435.059	-0.0236725	435.059	0.352406
451.172	0.618593	451.172	0.593142
465.82	0.595795	465.82	0.629349
483.398	0.469984	483.398	0.610853
499.512	0.106268	499.512	0.408952
517.09	0.0736914	517.09	0.471251
536.133	-0.379481	536.133	0.517332
555.176	0.667172	555.176	0.755354
574.219	0.326142	574.219	0.607341
