"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	44.3833
21.9727	45.0277
23.4375	49.7109
24.9023	53.958
26.3672	58.2453
27.832	60.4201
29.2969	63.888
30.7617	66.9421
32.2266	69.6144
33.6914	71.8792
35.1562	73.7856
36.6211	76.2433
38.0859	78.3801
39.5508	79.9945
41.0156	81.3465
42.4805	82.311
43.9453	83.2063
45.4102	83.9124
46.875	84.4902
48.3398	84.9356
51.2695	85.4586
52.7344	85.6656
54.1992	85.8296
55.6641	85.9585
58.5938	86.1121
60.0586	86.1622
62.9883	86.272
64.4531	86.2939
67.3828	86.3435
68.8477	86.3855
71.7773	86.4651
74.707	86.5138
77.6367	86.5714
79.1016	86.5918
82.0312	86.6656
84.9609	86.7143
87.8906	86.6417
90.8203	86.6991
95.2148	86.7707
98.1445	86.7555
101.074	86.7411
105.469	86.7373
108.398	86.8277
112.793	86.9156
117.188	86.9583
120.117	86.9542
124.512	87.1858
128.906	87.0388
133.301	87.1503
139.16	87.1286
143.555	87.0704
147.949	87.0555
153.809	86.6502
159.668	86.6922
165.527	86.8394
171.387	86.2496
177.246	86.438
183.105	86.252
188.965	85.9158
196.289	86.0553
203.613	85.8139
210.938	85.6442
218.262	85.41
225.586	85.6062
232.91	85.3912
241.699	85.1539
250.488	85.3955
259.277	85.4068
268.066	85.0642
276.855	85.0667
287.109	85.3667
297.363	85.5232
307.617	85.4991
319.336	85.0633
329.59	84.8361
341.309	84.8218
353.027	84.7413
366.211	84.9326
379.395	85.1251
392.578	84.5024
405.762	84.3013
420.41	84.3705
435.059	84.2247
451.172	84.3779
465.82	84.1244
483.398	84.3577
499.512	84.7757
517.09	84.521
536.133	84.584
555.176	84.5042
574.219	84.401
594.727	83.8429
615.234	83.7066
637.207	83.864
659.18	83.2756
682.617	84.4959
707.52	85.2099
732.422	84.4854
757.324	84.7924
785.156	84.2849
811.523	84.4061
840.82	84.5257
870.117	84.6566
900.879	84.8038
933.105	84.5717
965.332	84.4857
1,000.49	84.2295
1,035.64	83.7808
1,072.27	83.9368
1,108.89	83.4225
1,148.44	83.4867
1,189.45	83.2355
1,230.47	83.3362
1,274.41	83.1667
1,319.82	82.7271
1,366.7	82.0403
1,413.57	81.5162
1,463.38	80.8097
1,516.11	79.6848
1,568.85	79.2962
1,624.51	80.1772
1,681.64	81.1807
1,741.7	82.1201
1,803.22	82.2286
1,866.21	81.9432
1,932.13	81.5027
1,999.51	82.094
2,069.82	82.4544
2,143.07	82.177
2,219.24	81.0841
2,296.88	81.3957
2,378.91	81.5863
2,462.4	82.5762
2,548.83	82.5275
2,639.65	81.6577
2,731.93	80.8418
2,828.61	81.4924
2,928.22	82.3612
3,030.76	82.5841
3,137.7	82.593
3,249.02	82.4213
3,363.28	82.4463
3,481.93	82.7094
3,604.98	82.9908
3,732.42	83.2348
3,864.26	82.6733
4,000.49	82.7719
4,141.11	83.3953
4,287.6	83.5013
4,438.48	83.5866
4,595.21	83.2579
4,756.35	83.7362
4,924.8	83.4825
5,097.66	83.0644
5,277.83	83.2569
5,463.87	82.957
5,657.23	83.1878
5,856.45	82.8803
6,062.99	83.16
6,276.86	82.8311
6,498.05	83.1902
6,726.56	82.9824
6,963.87	83.0356
7,209.96	83.2336
7,464.84	82.845
7,727.05	83.3716
7,999.51	82.9876
8,282.23	83.3319
8,573.73	83.1101
8,876.95	83.0994
9,188.96	82.6446
9,514.16	82.7255
9,849.61	82.4434
10,196.8	82.3383
10,555.7	82.2472
10,927.7	82.0576
11,313	81.8722
11,712.9	81.7075
12,126	81.5526
12,553.7	81.5352
12,996.1	81.6088
13,454.6	81.7452
13,929.2	82.0672
14,419.9	82.2674
14,928.2	82.3547
15,455.6	82.1941
16,000.5	81.8756
16,564.5	81.5127
17,148.9	81.0875
17,752.4	80.413
18,379.4	79.632
19,026.9	79.0386
19,697.8	78.84
19,999.5	78.7131
