"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.6808	20.5078	56.0666	20.5078	56.3771	20.5078	53.2405	20.5078	57.6578	20.5078	55.3889
23.4375	58.418	23.4375	59.3885	23.4375	59.538	23.4375	58.1433	23.4375	63.1171	23.4375	59.5894
26.3672	62.9081	26.3672	63.5767	26.3672	63.4769	26.3672	63.2067	26.3672	67.3108	26.3672	64.0034
29.2969	67.587	29.2969	68.2737	29.2969	67.7934	29.2969	68.2598	29.2969	71.3627	29.2969	68.581
32.2266	71.2186	32.2266	71.9363	32.2266	71.3439	32.2266	71.9073	32.2266	74.2095	32.2266	72.0431
35.1563	73.8716	35.1563	74.6443	35.1563	74.0019	35.1563	74.5272	35.1563	76.2622	35.1563	74.5832
38.0859	75.7084	38.0859	76.5325	38.0859	75.8654	38.0859	76.3295	38.0859	77.6755	38.0859	76.3502
41.0156	77.0846	41.0156	77.9087	41.0156	77.2583	41.0156	77.6536	41.0156	78.6962	41.0156	77.6566
43.9453	78.1278	43.9453	78.9899	43.9453	78.3258	43.9453	78.6758	43.9453	79.5258	43.9453	78.6718
46.875	79.1084	46.875	79.9909	46.875	79.3246	46.875	79.634	46.875	80.3282	46.875	79.6263
49.8047	80.0193	49.8047	80.9369	49.8047	80.2553	49.8047	80.5387	49.8047	81.1281	49.8047	80.5293
52.7344	80.9846	52.7344	81.9184	52.7344	81.2422	52.7344	81.4797	52.7344	81.9356	52.7344	81.4722
55.6641	81.8126	55.6641	82.7692	55.6641	82.0894	55.6641	82.293	55.6641	82.6555	55.6641	82.2887
58.5938	82.5926	58.5938	83.5521	58.5938	82.8784	58.5938	83.0565	58.5938	83.348	58.5938	83.0541
61.5234	83.2608	61.5234	84.2243	61.5234	83.5544	61.5234	83.7102	61.5234	83.9423	61.5234	83.7102
64.4531	83.7791	64.4531	84.7579	64.4531	84.0835	64.4531	84.2237	64.4531	84.4139	64.4531	84.2258
67.3828	84.1644	67.3828	85.1508	67.3828	84.4765	67.3828	84.6011	67.3828	84.754	67.3828	84.6056
70.3125	84.6118	70.3125	85.6251	70.3125	84.9432	70.3125	85.0427	70.3125	85.1438	70.3125	85.0526
73.2422	84.9968	73.2422	86.0156	73.2422	85.3401	73.2422	85.4096	73.2422	85.4492	73.2422	85.4252
76.1719	85.2708	76.1719	86.3007	76.1719	85.6235	76.1719	85.6789	76.1719	85.6883	76.1719	85.6973
79.1016	85.5386	79.1016	86.5727	79.1016	85.901	79.1016	85.9335	79.1016	85.8963	79.1016	85.9564
82.0313	85.6859	82.0313	86.7258	82.0313	86.0542	82.0313	86.0729	82.0313	86.0141	82.0313	86.0996
84.9609	85.6437	84.9609	86.6958	84.9609	86.0184	84.9609	86.0314	84.9609	85.9703	84.9609	86.0608
