"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.0333751	20.5078	1.06194
23.4375	-2.15043	23.4375	0.00234985
26.3672	-2.58895	26.3672	-0.500134
29.2969	-2.57814	29.2969	-0.786081
32.2266	-2.09716	32.2266	-0.70545
35.1563	-1.66636	35.1563	-0.589375
38.0859	-1.34465	38.0859	-0.492843
41.0156	-1.07575	41.0156	-0.405557
43.9453	-0.908916	43.9453	-0.352588
46.875	-0.770473	46.875	-0.307617
49.8047	-0.680793	49.8047	-0.279479
52.7344	-0.552015	52.7344	-0.2346
55.6641	-0.462181	55.6641	-0.203194
58.5938	-0.393709	58.5938	-0.179046
61.5234	-0.336561	61.5234	-0.158704
64.4531	-0.296779	64.4531	-0.144814
67.3828	-0.259629	67.3828	-0.131331
70.3125	-0.205282	70.3125	-0.11096
73.2422	-0.140046	73.2422	-0.0859451
76.1719	-0.108536	76.1719	-0.0743483
79.1016	-0.0588688	79.1016	-0.0553322
82.0313	-0.0342119	82.0313	-0.0450885
84.9609	-0.0287516	84.9609	-0.0418789
87.8906	0.0117502	87.8906	-0.0255708
90.8203	0.0508253	90.8203	-0.010036
93.75	0.0563343	93.75	-0.0068128
96.6797	0.0916665	96.6797	0.00833626
102.539	0.154863	102.539	0.0341302
105.469	0.17517	105.469	0.0436342
108.398	0.204669	108.398	0.0574712
111.328	0.221645	111.328	0.0654682
117.188	0.250537	117.188	0.0804476
120.117	0.261887	120.117	0.0868076
125.977	0.291872	125.977	0.105053
128.906	0.319727	128.906	0.118006
134.766	0.35417	134.766	0.135467
137.695	0.374047	137.695	0.146213
143.555	0.43351	143.555	0.174811
149.414	0.516308	149.414	0.210869
155.273	0.594731	155.273	0.240462
158.203	0.587322	158.203	0.241759
164.063	0.637651	164.063	0.268494
169.922	0.669114	169.922	0.287357
175.781	0.75981	175.781	0.333678
181.641	0.937396	181.641	0.402233
190.43	1.19211	190.43	0.470628
196.289	1.20843	196.289	0.470013
202.148	1.23445	202.148	0.47652
210.938	1.22576	210.938	0.467266
216.797	1.09533	216.797	0.426576
225.586	1.22083	225.586	0.501521
234.375	1.36891	234.375	0.540454
240.234	1.27375	240.234	0.523153
249.023	1.4402	249.023	0.591141
257.813	1.47253	257.813	0.609641
266.602	1.55018	266.602	0.647445
278.32	1.60107	278.32	0.662785
287.109	1.81213	287.109	0.755307
295.898	2.01667	295.898	0.816477
307.617	1.97103	307.617	0.738718
319.336	2.01684	319.336	0.781925
331.055	2.17917	331.055	0.802588
342.773	1.9358	342.773	0.774338
354.492	2.47135	354.492	0.923141
366.211	2.51197	366.211	0.8954
377.93	2.71107	377.93	1.0037
392.578	2.68285	392.578	1.01271
407.227	2.59438	407.227	0.94982
421.875	2.73816	421.875	0.872134
436.523	2.39611	436.523	0.77993
451.172	2.55646	451.172	0.764673
465.82	2.44051	465.82	0.748578
483.398	2.43783	483.398	0.715285
500.977	3.73178	500.977	1.40083
518.555	3.79347	518.555	1.41832
536.133	2.97897	536.133	1.06097
553.711	2.85295	553.711	0.782948
574.219	2.37871	574.219	0.43434
594.727	1.30389	594.727	-0.114734
615.234	0.805102	615.234	-0.29641
638.672	2.60796	638.672	0.849927
659.18	3.11957	659.18	1.03599
682.617	3.6772	682.617	1.50931
706.055	4.13355	706.055	1.73152
732.422	4.0966	732.422	1.70399
758.789	4.40588	758.789	2.03224
785.156	4.56759	785.156	1.96321
811.523	4.7359	811.523	2.21657
840.82	4.82641	840.82	2.18664
870.117	4.74672	870.117	2.05662
902.344	4.83291	902.344	2.09794
931.641	4.67921	931.641	1.9976
966.797	4.72523	966.797	1.86588
999.023	4.7348	999.023	1.82269
1,034.18	4.56374	1,034.18	1.661
1,072.27	4.50448	1,072.27	1.61763
1,110.35	4.60911	1,110.35	1.78114
1,148.44	4.6824	1,148.44	1.79497
1,189.45	5.05671	1,189.45	2.00223
1,230.47	5.22648	1,230.47	2.15255
1,274.41	5.59081	1,274.41	2.31708
1,318.36	5.82499	1,318.36	2.50162
1,365.23	5.84684	1,365.23	2.50193
1,415.04	5.78302	1,415.04	2.48157
1,464.84	6.07318	1,464.84	2.65759
1,514.65	6.52661	1,514.65	2.91104
1,570.31	6.53207	1,570.31	2.85394
1,623.05	6.54795	1,623.05	2.84623
1,681.64	6.56046	1,681.64	2.8841
1,740.23	6.90231	1,740.23	3.0111
1,801.76	7.17487	1,801.76	3.08631
1,866.21	7.08653	1,866.21	3.05572
1,930.66	7.16288	1,930.66	3.18823
2,000.98	7.40396	2,000.98	3.27641
2,071.29	7.72005	2,071.29	3.40419
2,144.53	7.50697	2,144.53	3.29458
2,217.77	7.3193	2,217.77	3.23745
2,296.88	7.69945	2,296.88	3.26768
2,378.91	8.25956	2,378.91	3.53389
2,460.94	8.25217	2,460.94	3.5159
2,548.83	8.18619	2,548.83	3.51673
2,639.65	8.24608	2,639.65	3.73552
2,733.4	7.98968	2,733.4	3.78494
2,827.15	7.58026	2,827.15	3.64663
2,926.76	7.37273	2,926.76	3.51963
3,032.23	7.02868	3,032.23	3.21553
3,137.7	6.72902	3,137.7	2.97209
3,249.02	6.46494	3,249.02	2.76833
3,363.28	6.47293	3,363.28	2.80511
3,483.4	6.44213	3,483.4	2.7704
3,606.45	6.52576	3,606.45	2.75244
3,732.42	6.57775	3,732.42	2.75428
3,864.26	6.71407	3,864.26	2.86161
3,999.02	6.67122	3,999.02	2.87523
4,139.65	6.34944	4,139.65	2.76635
4,286.13	6.54251	4,286.13	2.83093
4,438.48	6.60896	4,438.48	2.8199
4,593.75	6.70703	4,593.75	2.86128
4,757.81	6.76564	4,757.81	2.79924
4,924.8	7.06577	4,924.8	2.91773
5,097.66	7.00985	5,097.66	2.89823
5,279.3	6.96062	5,279.3	2.78531
5,463.87	7.22497	5,463.87	3.01234
5,657.23	7.35011	5,657.23	3.06784
5,856.45	7.49574	5,856.45	3.16817
6,061.52	7.76179	6,061.52	3.41391
6,275.39	7.58347	6,275.39	3.36227
6,498.05	7.47884	6,498.05	3.2995
6,726.56	7.61186	6,726.56	3.35903
6,963.87	7.63141	6,963.87	3.26422
7,209.96	7.48966	7,209.96	3.11803
7,464.84	7.42304	7,464.84	3.06657
7,728.52	7.51058	7,728.52	3.08254
8,000.98	7.6508	8,000.98	3.15026
8,282.23	7.84191	8,282.23	3.21541
8,575.2	7.86218	8,575.2	3.21669
8,876.95	7.84823	8,876.95	3.24425
9,190.43	7.78874	9,190.43	3.25759
9,512.7	7.71367	9,512.7	3.27068
9,849.61	7.81471	9,849.61	3.2688
10,195.3	7.92879	10,195.3	3.34202
10,555.7	8.05459	10,555.7	3.36424
10,927.7	8.05218	10,927.7	3.38869
11,314.5	8.08425	11,314.5	3.49767
11,712.9	8.06205	11,712.9	3.54311
12,126	8.14295	12,126	3.56262
12,553.7	8.3571	12,553.7	3.66393
12,996.1	8.47251	12,996.1	3.665
13,453.1	8.5462	13,453.1	3.6598
13,927.7	8.33719	13,927.7	3.49678
14,419.9	8.05292	14,419.9	3.30455
14,929.7	7.8515	14,929.7	3.18761
15,454.1	7.69818	15,454.1	3.10285
15,999	7.63636	15,999	3.08479
16,564.5	7.72238	16,564.5	3.19802
17,147.5	8.14023	17,147.5	3.51544
17,753.9	8.58869	17,753.9	3.84668
18,377.9	8.70588	18,377.9	4.02448
19,028.3	8.98086	19,028.3	4.25468
19,699.2	9.4886	19,699.2	4.53721
19,998	9.64918	19,998	4.63478
