* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\6-ER.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:03:27 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\6-ER.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 6-ER
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	62.017796	-121.6752
20.144928	62.246861	-122.5933
20.290907	62.447845	-123.5042
20.437943	62.549870	-124.2503
20.586044	62.651917	-124.9185
20.735220	62.865868	-125.5377
20.885475	63.082767	-126.1263
21.036821	63.202682	-126.7525
21.189262	63.309860	-127.2964
21.342808	63.460674	-127.5974
21.497467	63.639763	-127.8447
21.653246	63.865135	-128.2076
21.810154	64.092712	-128.5875
21.968201	64.261299	-128.9358
22.127390	64.439796	-129.2697
22.287735	64.690140	-129.5304
22.449242	64.972763	-129.8966
22.611917	65.287071	-130.6033
22.775772	65.577675	-131.4230
22.940815	65.751228	-132.1915
23.107054	65.920746	-132.9520
23.274498	66.199097	-133.6527
23.443153	66.494614	-134.4149
23.613033	66.740250	-135.3795
23.784142	66.973801	-136.4371
23.956491	67.212776	-137.4946
24.130091	67.451729	-138.6426
24.304947	67.705826	-139.9823
24.481071	67.930733	-141.3891
24.658470	68.068466	-142.8066
24.837156	68.174866	-144.1303
25.017136	68.279434	-145.1696
25.198421	68.403854	-146.1260
25.381020	68.600670	-147.1310
25.564941	68.806808	-148.2069
25.750195	68.969208	-149.4557
25.936790	69.109833	-150.7703
26.124741	69.236778	-152.0907
26.314051	69.338867	-153.3782
26.504732	69.402115	-154.5974
26.696796	69.442963	-155.6788
26.890253	69.463356	-156.5133
27.085112	69.492950	-157.1843
27.281382	69.573128	-157.7276
27.479073	69.670860	-158.1784
27.678198	69.756378	-158.5800
27.878765	69.860832	-158.9445
28.080786	70.010590	-159.2616
28.284271	70.190735	-159.6424
28.489231	70.406128	-160.2160
28.695675	70.623711	-160.9189
28.903616	70.799820	-161.7353
29.113064	70.970757	-162.6506
29.324028	71.169121	-163.6339
29.536524	71.362778	-164.7187
29.750557	71.531502	-165.9658
29.966141	71.671867	-167.2626
30.183289	71.762894	-168.5136
30.402010	71.836906	-169.7265
30.622314	71.927887	-170.8772
30.844217	72.009911	-171.9657
31.067726	72.056824	-172.9763
31.292856	72.102913	-173.9326
31.519617	72.181320	-174.8207
31.748020	72.269890	-175.7368
31.978081	72.367760	-176.8048
32.209808	72.443924	-177.9285
32.443211	72.461815	-179.1054
32.678310	72.437065	179.8213
32.915108	72.358734	179.0247
33.153625	72.270103	178.4595
33.393871	72.225494	178.1097
33.635857	72.181091	178.0608
33.879597	72.060959	178.5108
34.125103	72.014969	179.1082
34.372387	72.244110	179.5892
34.621464	72.520607	179.8847
34.872345	72.648300	179.6856
35.125042	72.730927	179.4492
35.379574	72.775940	179.6772
35.635948	72.877815	179.9327
35.894180	73.200401	179.9298
36.154285	73.543533	179.7135
36.416275	73.704338	179.2081
36.680161	73.852737	178.4913
36.945961	74.149300	177.6021
37.213688	74.421661	176.5806
37.483353	74.498505	175.4332
37.754974	74.534943	174.2997
38.028561	74.658257	173.3719
38.304131	74.782852	172.5021
38.581699	74.852173	171.5750
38.861279	74.904922	170.6823
39.142883	74.965981	169.8844
39.426529	75.020935	169.1619
39.712231	75.057518	168.5182
40.000000	75.093948	167.9448
40.289856	75.148849	167.4434
40.581814	75.208908	166.9876
40.875885	75.268913	166.5231
41.172089	75.322922	166.1345
41.470440	75.343201	165.9341
41.770950	75.389885	165.7863
42.073643	75.539368	165.6207
42.378525	75.715752	165.3525
42.685616	75.860123	164.8477
42.994934	75.996811	164.1830
43.306492	76.141800	163.3682
43.620308	76.261848	162.4724
43.936401	76.313568	161.5635
44.254780	76.342957	160.6554
44.575470	76.396927	159.7746
44.898483	76.429977	158.9512
45.223835	76.392014	158.2363
45.551544	76.343063	157.5939
45.881630	76.353806	156.9857
46.214108	76.343063	156.4697
46.548996	76.229462	156.0435
46.886307	76.083237	155.8511
47.226067	75.953201	156.0274
47.568283	75.823219	156.5987
47.912983	75.656677	157.7294
48.260181	75.563057	159.1395
48.609894	75.683479	160.6747
48.962143	75.887657	162.1190
49.316940	76.087357	163.1374
49.674313	76.295662	163.9319
50.034271	76.494377	164.5791
50.396843	76.689697	165.1232
50.762039	76.878441	165.6373
51.129883	77.070656	166.1102
51.500389	77.279816	166.5430
51.873581	77.492622	166.9713
52.249481	77.684090	167.4685
52.628101	77.902596	167.9223
53.009464	78.211693	168.2635
53.393593	78.541435	168.4339
53.780506	78.836517	168.3191
54.170223	79.115547	168.0186
54.562763	79.394005	167.5124
54.958145	79.626686	167.0456
55.356396	79.717865	166.9243
55.757530	79.833733	166.9479
56.161572	80.154785	167.1373
56.568542	80.544327	167.1313
56.978462	80.944069	166.4371
57.391350	81.297424	165.4669
57.807232	81.483963	164.4644
58.226128	81.636734	163.4477
58.648056	81.882263	162.5424
59.073048	82.121635	161.6694
59.501114	82.274513	160.7532
59.932281	82.409760	159.9084
60.366577	82.565956	159.3133
60.804020	82.754631	158.7031
61.244629	83.039391	157.8048
61.688435	83.302605	156.8177
62.135452	83.397743	155.8339
62.585712	83.473839	154.9055
63.039234	83.661034	154.1855
63.496040	83.871651	153.4633
63.956161	84.059624	152.5251
64.419617	84.228722	151.5308
