"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.1581	20.5078	41.9676	20.5078	45.2961
21.9727	45.1349	21.9727	48.0051	21.9727	46.8029
23.4375	52.5195	23.4375	52.9474	23.4375	52.7388
24.9023	50.709	24.9023	50.1967	24.9023	50.4604
26.3672	49.7674	26.3672	50.1252	26.3672	49.95
27.832	53.8397	27.832	54.2817	27.832	54.0664
29.2969	55.2414	29.2969	55.2683	29.2969	55.2548
30.7617	57.363	30.7617	57.7542	30.7617	57.563
32.2266	59.7478	32.2266	59.8032	32.2266	59.7756
33.6914	61.3752	33.6914	61.5464	33.6914	61.4616
35.1562	62.6673	35.1562	62.72	35.1562	62.6938
36.6211	64.3014	36.6211	64.3357	36.6211	64.3186
38.0859	65.7077	38.0859	65.783	38.0859	65.7455
39.5508	67.1567	39.5508	67.0881	39.5508	67.1225
41.0156	67.597	41.0156	67.6141	41.0156	67.6056
42.4805	69.7633	42.4805	69.7434	42.4805	69.7533
43.9453	70.4037	43.9453	70.4091	43.9453	70.4064
45.4102	71.3721	45.4102	71.3458	45.4102	71.359
46.875	72.2503	46.875	72.2354	46.875	72.2428
48.3398	73.0894	48.3398	73.0801	48.3398	73.0848
51.2695	74.8405	51.2695	74.8319	51.2695	74.8362
52.7344	75.4207	52.7344	75.4056	52.7344	75.4132
54.1992	75.9931	54.1992	75.972	54.1992	75.9825
55.6641	76.5454	55.6641	76.4981	55.6641	76.5218
58.5938	77.3954	58.5938	77.3446	58.5938	77.3701
60.0586	77.7531	60.0586	77.7034	60.0586	77.7283
62.9883	78.4761	62.9883	78.4158	62.9883	78.446
64.4531	78.7486	64.4531	78.6779	64.4531	78.7134
67.3828	79.1983	67.3828	79.1238	67.3828	79.1612
68.8477	79.4471	68.8477	79.3481	68.8477	79.3979
71.7773	79.9597	71.7773	79.8737	71.7773	79.9169
74.707	80.4302	74.707	80.3468	74.707	80.3887
77.6367	80.7349	77.6367	80.6457	77.6367	80.6905
79.1016	80.8944	79.1016	80.8023	79.1016	80.8486
82.0312	81.396	82.0312	81.2906	82.0312	81.3436
84.9609	81.757	84.9609	81.6314	84.9609	81.6946
87.8906	81.9391	87.8906	81.8867	87.8906	81.913
90.8203	82.5183	90.8203	82.4493	90.8203	82.4839
95.2148	82.9884	95.2148	82.9482	95.2148	82.9683
98.1445	83.2733	98.1445	83.2902	98.1445	83.2817
101.074	83.6358	101.074	83.6756	101.074	83.6557
105.469	84.1214	105.469	84.2276	105.469	84.1748
108.398	84.5081	108.398	84.5569	108.398	84.5326
112.793	84.9614	112.793	85.0371	112.793	84.9994
117.188	85.4661	117.188	85.5534	117.188	85.51
120.117	85.7577	120.117	85.7958	120.117	85.7768
124.512	86.132	124.512	86.1281	124.512	86.1301
128.906	86.4012	128.906	86.4015	128.906	86.4014
133.301	86.737	133.301	86.6924	133.301	86.7147
139.16	86.9433	139.16	86.9141	139.16	86.9287
143.555	87.1748	143.555	87.1618	143.555	87.1683
147.949	87.3604	147.949	87.3095	147.949	87.335
153.809	87.443	153.809	87.4055	153.809	87.4243
159.668	87.5975	159.668	87.4824	159.668	87.5404
165.527	87.6953	165.527	87.511	165.527	87.6042
