"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	79.0919	20.5078	78.6687	20.5078	78.8855
21.9727	81.7463	21.9727	81.26	21.9727	81.5099
23.4375	83.7496	23.4375	83.247	23.4375	83.5056
24.9023	85.3613	24.9023	84.8852	24.9023	85.1298
26.3672	87.1774	26.3672	86.7104	26.3672	86.9502
27.832	89.1497	27.832	88.6688	27.832	88.9159
29.2969	90.5462	29.2969	90.0933	29.2969	90.3257
30.7617	92.2663	30.7617	91.832	30.7617	92.0546
32.2266	93.4807	32.2266	93.0429	32.2266	93.2673
33.6914	94.8516	33.6914	94.398	33.6914	94.6307
35.1562	95.8987	35.1562	95.4314	35.1562	95.6713
36.6211	96.604	36.6211	96.1383	36.6211	96.3774
38.0859	97.1166	38.0859	96.6461	38.0859	96.8877
39.5508	97.3571	39.5508	96.8929	39.5508	97.1312
41.0156	97.4925	41.0156	97.0142	41.0156	97.2599
42.4805	97.5819	42.4805	97.1007	42.4805	97.348
43.9453	97.6243	43.9453	97.1391	43.9453	97.3885
45.4102	97.5584	45.4102	97.0867	45.4102	97.3289
46.875	97.552	46.875	97.0827	46.875	97.3237
48.3398	97.5458	48.3398	97.0574	48.3398	97.3084
51.2695	97.5339	51.2695	97.0316	51.2695	97.29
52.7344	97.5265	52.7344	97.0369	52.7344	97.2886
54.1992	97.5437	54.1992	97.0658	54.1992	97.3113
55.6641	97.5793	55.6641	97.099	55.6641	97.3458
58.5938	97.4717	58.5938	96.9865	58.5938	97.2359
60.0586	97.5185	60.0586	97.0256	60.0586	97.2791
62.9883	97.5088	62.9883	96.9951	62.9883	97.2595
64.4531	97.4711	64.4531	96.9354	64.4531	97.2115
67.3828	97.1883	67.3828	96.6255	67.3828	96.916
68.8477	97.111	68.8477	96.5542	68.8477	96.8415
71.7773	97.0502	71.7773	96.509	71.7773	96.788
74.707	96.8993	74.707	96.4082	74.707	96.6607
77.6367	96.728	77.6367	96.23	77.6367	96.4861
79.1016	96.6322	79.1016	96.125	79.1016	96.386
82.0312	96.4818	82.0312	95.9474	82.0312	96.2228
84.9609	96.3976	84.9609	95.8584	84.9609	96.1364
87.8906	96.4334	87.8906	95.9037	87.8906	96.1766
90.8203	96.4942	90.8203	95.9299	90.8203	96.2212
95.2148	96.5643	95.2148	95.9847	95.2148	96.2842
