"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	72.1984	20.5078	71.8693	20.5078	70.9615	20.5078	71.4871
23.4375	77.2833	23.4375	76.9991	23.4375	76.2369	23.4375	76.6755
26.3672	79.7009	26.3672	79.4459	26.3672	78.7961	26.3672	79.1699
29.2969	81.2866	29.2969	81.07	29.2969	80.4957	29.2969	80.8223
32.2266	81.8025	32.2266	81.6371	32.2266	81.2485	32.2266	81.4705
35.1562	82.5403	35.1562	82.3881	35.1562	82.0175	35.1562	82.2278
38.0859	82.9737	38.0859	82.8657	38.0859	82.6268	38.0859	82.7631
41.0156	83.825	41.0156	83.7002	41.0156	83.4143	41.0156	83.577
43.9453	84.5022	43.9453	84.4053	43.9453	84.206	43.9453	84.3207
46.875	85.0927	46.875	84.9705	46.875	84.6919	46.875	84.8505
49.8047	85.7065	49.8047	85.5966	49.8047	85.3498	49.8047	85.4903
52.7344	86.3513	52.7344	86.2354	52.7344	85.9759	52.7344	86.1239
55.6641	86.8727	55.6641	86.7477	55.6641	86.4524	55.6641	86.6198
58.5938	87.3162	58.5938	87.2078	58.5938	86.9638	58.5938	87.1026
61.5234	87.6343	61.5234	87.5287	61.5234	87.3098	61.5234	87.4359
64.4531	87.8387	64.4531	87.7136	64.4531	87.4405	64.4531	87.597
67.3828	87.9745	67.3828	87.8468	67.3828	87.5535	67.3828	87.7205
70.3125	88.1736	70.3125	88.0713	70.3125	87.8634	70.3125	87.9834
73.2422	88.3643	73.2422	88.2446	73.2422	88.0167	73.2422	88.15
76.1719	88.5335	76.1719	88.4063	76.1719	88.1689	76.1719	88.3084
79.1016	88.7269	79.1016	88.5635	79.1016	88.2356	79.1016	88.427
82.0312	88.7691	82.0312	88.5975	82.0312	88.2517	82.0312	88.4537
84.9609	88.7973	84.9609	88.6256	84.9609	88.2458	84.9609	88.4648
87.8906	88.77	87.8906	88.6431	87.8906	88.3836	87.8906	88.5338
90.8203	88.4875	90.8203	88.4391	90.8203	88.4223	90.8203	88.4397
93.75	88.6928	93.75	88.5594	93.75	88.4627	93.75	88.5352
96.6797	88.5499	96.6797	88.4185	96.6797	88.2536	96.6797	88.3586
102.539	88.2716	102.539	88.1026	102.539	87.9129	102.539	88.0377
105.469	88.2113	105.469	88.0211	105.469	87.731	105.469	87.9094
108.398	88.387	108.398	88.1869	108.398	87.8299	108.398	88.0435
111.328	88.4639	111.328	88.2589	111.328	87.9169	111.328	88.124
117.188	88.2505	117.188	88.0017	117.188	87.5834	117.188	87.8379
120.117	88.2875	120.117	88.0036	120.117	87.4269	120.117	87.7694
125.977	88.1906	125.977	87.9015	125.977	87.3668	125.977	87.689
128.906	88.0427	128.906	87.7363	128.906	87.1646	128.906	87.5095
134.766	87.8482	134.766	87.5772	134.766	87.1494	134.766	87.4135
137.695	87.6695	137.695	87.3977	137.695	87.0022	137.695	87.2503
143.555	87.3868	143.555	87.0916	143.555	86.6626	143.555	86.9325
149.414	87.008	149.414	86.6465	149.414	86.1221	149.414	86.4549
155.273	87.2023	155.273	86.7667	155.273	85.92	155.273	86.4376
158.203	87.425	158.203	87.0234	158.203	86.1422	158.203	86.6703
164.062	87.6738	164.062	87.2195	164.062	86.073	164.062	86.757
169.922	87.7163	169.922	87.2735	169.922	86.3151	169.922	86.8942
175.781	87.5235	175.781	87.0254	175.781	86.446	175.781	86.8377
181.641	86.938	181.641	86.3737	181.641	85.6513	181.641	86.1331
190.43	86.8767	190.43	86.1546	190.43	84.4422	190.43	85.5157
