"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	72.4914
23.4375	77.5193
26.3672	79.8933
29.2969	81.4251
32.2266	81.9676
35.1562	82.6714
38.0859	83.1253
41.0156	83.9305
43.9453	84.626
46.875	85.1662
49.8047	85.7768
52.7344	86.4047
55.6641	86.9001
58.5938	87.3659
61.5234	87.6894
64.4531	87.863
67.3828	87.9882
70.3125	88.2241
73.2422	88.3945
76.1719	88.5557
79.1016	88.7057
82.0312	88.7326
84.9609	88.7489
87.8906	88.771
90.8203	88.5958
93.75	88.7191
96.6797	88.5632
102.539	88.233
105.469	88.1225
108.398	88.2597
111.328	88.3329
117.188	88.076
120.117	88.0498
125.977	87.9592
128.906	87.7982
134.766	87.658
137.695	87.4881
143.555	87.1828
149.414	86.7215
155.273	86.7538
158.203	86.9772
164.062	87.1311
169.922	87.2121
175.781	87.1045
181.641	86.515
190.43	86.1237
196.289	86.6098
202.148	87.1135
210.938	86.1553
216.797	85.8002
225.586	86.3458
234.375	86.1974
240.234	86.1909
249.023	85.9241
257.812	86.4118
266.602	87.0687
278.32	86.2371
287.109	86.8095
295.898	86.2314
307.617	86.9992
319.336	86.2156
331.055	86.3102
342.773	86.4448
354.492	86.5515
366.211	86.626
377.93	86.6735
392.578	85.8911
407.227	85.739
421.875	86.1154
436.523	85.2533
451.172	85.9897
465.82	86.574
483.398	85.7243
500.977	85.6064
518.555	85.4202
536.133	85.7801
553.711	86.1802
574.219	86.1416
594.727	85.6343
615.234	85.6225
638.672	86.3805
659.18	85.7697
682.617	85.9494
706.055	85.5179
732.422	85.3911
758.789	85.2279
785.156	85.4909
811.523	85.199
840.82	86.1684
870.117	86.2503
902.344	86.0986
931.641	86.2589
966.797	85.495
999.023	85.9248
1,034.18	85.9997
1,072.27	84.8715
1,110.35	84.9416
1,148.44	85.0615
1,189.45	85.6875
1,230.47	86.0052
1,274.41	85.794
1,318.36	85.7317
1,365.23	85.1896
1,415.04	84.8671
1,464.84	84.9124
1,514.65	84.8756
1,570.31	85.0733
1,623.05	85.0671
1,681.64	84.3452
1,740.23	83.9963
1,801.76	84.4302
1,866.21	84.1048
1,930.66	83.4136
2,000.98	83.2855
2,071.29	84.2327
2,144.53	83.9986
2,217.77	83.6916
2,296.88	83.904
2,378.91	85.0457
2,460.94	84.9803
2,548.83	85.115
2,639.65	85.3333
2,733.4	85.3327
2,827.15	85.4193
2,926.76	85.0993
3,032.23	84.6913
3,137.7	84.6575
3,249.02	84.2737
3,363.28	83.9526
3,483.4	83.8187
3,606.45	83.5912
3,732.42	83.4351
3,864.26	83.3906
3,999.02	83.5938
4,139.65	83.4989
4,286.13	83.6852
4,438.48	83.7712
4,593.75	83.7314
4,757.81	83.5215
4,924.8	83.2676
5,097.66	83.154
5,279.3	82.9448
5,463.87	82.8583
5,657.23	82.7924
5,856.45	83.2196
6,061.52	83.4013
6,275.39	83.3985
6,498.05	83.3594
6,726.56	83.1688
6,963.87	82.7896
7,209.96	82.4341
7,464.84	82.1525
7,728.52	82.0089
8,000.98	82.171
8,282.23	82.4525
8,575.2	82.491
8,876.95	82.4701
9,190.43	82.3969
9,512.7	82.342
9,849.61	82.2746
10,195.3	82.4482
10,555.7	82.6088
10,927.7	82.5811
11,314.5	82.431
11,712.9	82.1727
12,126	82.0429
12,553.7	82.075
12,996.1	81.9549
13,453.1	81.7501
13,927.7	81.635
14,419.9	81.511
14,929.7	81.445
15,454.1	81.4899
15,999	81.3546
16,564.5	81.1408
17,147.5	81.1028
17,753.9	81.1135
18,377.9	80.605
19,028.3	79.8374
19,699.2	79.3627
19,998	79.0502
