"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	62.7435	20.5078	60.1999	20.5078	61.8049	20.5078	61.4069	20.5078	60.7257	20.5078	61.5043
21.9727	65.6366	21.9727	62.0017	21.9727	64.1729	21.9727	63.9538	21.9727	63.4719	21.9727	64.0169
23.4375	68.9111	23.4375	66.2887	23.4375	67.8251	23.4375	67.5987	23.4375	67.1613	23.4375	67.6592
24.9023	69.9257	24.9023	66.1791	24.9023	68.408	24.9023	68.2167	24.9023	67.8242	24.9023	68.2795
26.3672	73.5624	26.3672	70.565	26.3672	72.2747	26.3672	72.2537	26.3672	72.1277	26.3672	72.2598
27.832	75.2542	27.832	72.5877	27.832	74.1067	27.832	73.9777	27.832	73.7112	27.832	74.0169
29.2969	77.6041	29.2969	75.1801	29.2969	76.528	29.2969	76.4365	29.2969	76.2272	29.2969	76.4664
30.7617	79.432	30.7617	77.043	30.7617	78.3664	30.7617	78.2475	30.7617	77.999	30.7617	78.2876
32.2266	81.5231	32.2266	79.05	32.2266	80.4594	32.2266	80.317	32.2266	80.0338	32.2266	80.3578
33.6914	83.5012	33.6914	81.2962	33.6914	82.5528	33.6914	82.4068	33.6914	82.1315	33.6914	82.4464
35.1562	85.337	35.1562	83.1431	35.1562	84.4046	35.1562	84.2423	35.1562	83.9336	35.1562	84.2838
36.6211	86.8476	36.6211	84.7388	36.6211	85.9521	36.6211	85.7861	36.6211	85.4776	36.6211	85.8285
38.0859	88.2834	38.0859	86.227	38.0859	87.4234	38.0859	87.2467	38.0859	86.9161	38.0859	87.2886
39.5508	89.5109	39.5508	87.5476	39.5508	88.6904	39.5508	88.509	39.5508	88.1734	39.5508	88.5519
41.0156	90.3936	41.0156	88.4812	41.0156	89.5986	41.0156	89.4364	41.0156	89.12	41.0156	89.4702
42.4805	91.2382	42.4805	89.3192	42.4805	90.456	42.4805	90.2697	42.4805	89.9236	42.4805	90.3091
43.9453	91.8965	43.9453	90.0086	43.9453	91.1386	43.9453	90.9312	43.9453	90.5526	43.9453	90.9752
45.4102	92.4826	45.4102	90.6555	45.4102	91.7499	45.4102	91.5429	45.4102	91.1719	45.4102	91.5872
46.875	92.8579	46.875	91.0412	46.875	92.1288	46.875	91.9325	46.875	91.5931	46.875	91.9747
48.3398	93.2431	48.3398	91.4743	48.3398	92.5389	48.3398	92.3377	48.3398	91.9955	48.3398	92.3808
51.2695	93.7274	51.2695	91.9933	51.2695	93.0484	51.2695	92.8397	51.2695	92.4975	51.2695	92.884
52.7344	93.9149	52.7344	92.2046	52.7344	93.258	52.7344	93.0275	52.7344	92.6522	52.7344	93.0766
54.1992	94.1426	54.1992	92.496	54.1992	93.5249	54.1992	93.2639	54.1992	92.8041	54.1992	93.3168
55.6641	94.2033	55.6641	92.5807	55.6641	93.5854	55.6641	93.3389	55.6641	92.9264	55.6641	93.3916
58.5938	94.4002	58.5938	92.7499	58.5938	93.7716	58.5938	93.533	58.5938	93.1505	58.5938	93.5846
60.0586	94.5226	60.0586	92.8941	60.0586	93.908	60.0586	93.6556	60.0586	93.2491	60.0586	93.7106
62.9883	94.6408	62.9883	93.0536	62.9883	94.0407	62.9883	93.7994	62.9883	93.4231	62.9883	93.8524
64.4531	94.6728	64.4531	93.0848	64.4531	94.0759	64.4531	93.8316	64.4531	93.4624	64.4531	93.886
67.3828	94.6513	67.3828	93.0456	67.3828	94.0529	67.3828	93.8027	67.3828	93.4431	67.3828	93.8598
68.8477	94.7093	68.8477	93.1135	68.8477	94.1178	68.8477	93.8618	68.8477	93.5055	68.8477	93.9216
71.7773	94.8343	71.7773	93.2498	71.7773	94.2599	71.7773	93.9779	71.7773	93.6092	71.7773	94.0469
74.707	94.9231	74.707	93.3926	74.707	94.3712	74.707	94.0866	74.707	93.7125	74.707	94.1563
77.6367	94.9534	77.6367	93.4128	77.6367	94.3981	77.6367	94.1101	77.6367	93.7562	77.6367	94.1835
79.1016	94.9859	79.1016	93.4314	79.1016	94.4337	79.1016	94.1292	79.1016	93.7524	79.1016	94.2067
82.0312	94.9954	82.0312	93.4325	82.0312	94.4551	82.0312	94.1225	82.0312	93.6908	82.0312	94.2053
84.9609	94.9993	84.9609	93.4437	84.9609	94.4743	84.9609	94.129	84.9609	93.6543	84.9609	94.2111
87.8906	94.953	87.8906	93.5256	87.8906	94.4757	87.8906	94.1406	87.8906	93.7431	87.8906	94.2266
90.8203	94.8951	90.8203	93.4081	90.8203	94.3905	90.8203	94.0286	90.8203	93.6847	90.8203	94.1347
95.2148	95.0446	95.2148	93.5148	95.2148	94.545	95.2148	94.1557	95.2148	93.7102	95.2148	94.2603
98.1445	95.0166	98.1445	93.5382	98.1445	94.5452	98.1445	94.1216	98.1445	93.6538	98.1445	94.2403
101.074	94.8988	101.074	93.3608	101.074	94.4051	101.074	93.9789	101.074	93.545	101.074	94.1018
105.469	95.0662	105.469	93.4836	105.469	94.5807	105.469	94.0823	105.469	93.548	105.469	94.227
108.398	95.2748	108.398	93.787	108.398	94.851	108.398	94.309	108.398	93.6608	108.398	94.4603
112.793	95.2683	112.793	93.7182	112.793	94.8264	112.793	94.2979	112.793	93.6041	112.793	94.4359
117.188	95.1055	117.188	93.4702	117.188	94.6406	117.188	94.0928	117.188	93.5175	117.188	94.2497
120.117	95.2024	120.117	93.5471	120.117	94.7201	120.117	94.1462	120.117	93.4968	120.117	94.312
124.512	95.1392	124.512	93.562	124.512	94.6742	124.512	94.1436	124.512	93.4515	124.512	94.2857
128.906	94.8821	128.906	93.2552	128.906	94.3935	128.906	93.8904	128.906	93.3754	128.906	94.0359
133.301	94.925	133.301	93.1553	133.301	94.3992	133.301	93.8254	133.301	93.31	133.301	94.0035
139.16	95.048	139.16	93.1947	139.16	94.5227	139.16	93.8569	139.16	93.1822	139.16	94.0609
143.555	94.9575	143.555	93.1543	143.555	94.4698	143.555	93.8089	143.555	93.0968	143.555	94.0025
147.949	94.7085	147.949	92.8383	147.949	94.2088	147.949	93.565	147.949	92.9126	147.949	93.7516
153.809	94.6464	153.809	92.7536	153.809	94.17	153.809	93.4698	153.809	92.8092	153.809	93.6783
159.668	94.8822	159.668	92.8112	159.668	94.3406	159.668	93.5544	159.668	92.921	159.668	93.8111
165.527	94.8492	165.527	93.0885	165.527	94.4548	165.527	93.5855	165.527	92.8709	165.527	93.8739
171.387	94.7908	171.387	92.9144	171.387	94.3584	171.387	93.4733	171.387	92.6544	171.387	93.759
177.246	94.6525	177.246	92.8756	177.246	94.2615	177.246	93.3301	177.246	92.3684	177.246	93.6283
183.105	94.3058	183.105	92.5539	183.105	93.8512	183.105	93.0619	183.105	92.2174	183.105	93.31
