"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	61.8049	20.5078	61.4069	20.5078	60.4963	20.5078	61.0393
21.9727	64.1729	21.9727	63.9538	21.9727	63.2806	21.9727	63.6586
23.4375	67.8251	23.4375	67.5987	23.4375	66.9874	23.4375	67.3351
24.9023	68.408	24.9023	68.2167	24.9023	67.6866	24.9023	67.9853
26.3672	72.2747	26.3672	72.2537	26.3672	72.0701	26.3672	72.162
27.832	74.1067	27.832	73.9777	27.832	73.6145	27.832	73.8163
29.2969	76.528	29.2969	76.4365	29.2969	76.1474	29.2969	76.3049
30.7617	78.3664	30.7617	78.2475	30.7617	77.91	30.7617	78.097
32.2266	80.4594	32.2266	80.317	32.2266	79.9349	32.2266	80.1489
33.6914	82.5528	33.6914	82.4068	33.6914	82.0362	33.6914	82.2452
35.1562	84.4046	35.1562	84.2423	35.1562	83.8268	35.1562	84.0616
36.6211	85.9521	36.6211	85.7861	36.6211	85.3729	36.6211	85.6074
38.0859	87.4234	38.0859	87.2467	38.0859	86.8022	38.0859	87.0546
39.5508	88.6904	39.5508	88.509	39.5508	88.0578	39.5508	88.3146
41.0156	89.5986	41.0156	89.4364	41.0156	89.0143	41.0156	89.2524
42.4805	90.456	42.4805	90.2697	42.4805	89.8059	42.4805	90.07
43.9453	91.1386	43.9453	90.9312	43.9453	90.4237	43.9453	90.7144
45.4102	91.7499	45.4102	91.5429	45.4102	91.0458	45.4102	91.3311
46.875	92.1288	46.875	91.9325	46.875	91.48	46.875	91.7406
48.3398	92.5389	48.3398	92.3377	48.3398	91.8822	48.3398	92.1453
51.2695	93.0484	51.2695	92.8397	51.2695	92.3854	51.2695	92.6495
52.7344	93.258	52.7344	93.0275	52.7344	92.5291	52.7344	92.8201
54.1992	93.5249	54.1992	93.2639	54.1992	92.6476	54.1992	93.0054
55.6641	93.5854	55.6641	93.3389	55.6641	92.7897	55.6641	93.11
58.5938	93.7716	58.5938	93.533	58.5938	93.0261	58.5938	93.3232
60.0586	93.908	60.0586	93.6556	60.0586	93.1169	60.0586	93.4332
62.9883	94.0407	62.9883	93.7994	62.9883	93.3018	62.9883	93.5948
64.4531	94.0759	64.4531	93.8316	64.4531	93.3455	64.4531	93.6333
67.3828	94.0529	67.3828	93.8027	67.3828	93.3317	67.3828	93.6131
68.8477	94.1178	68.8477	93.8618	68.8477	93.3967	68.8477	93.6764
71.7773	94.2599	71.7773	93.9779	71.7773	93.5002	71.7773	93.7919
74.707	94.3712	74.707	94.0866	74.707	93.6016	74.707	93.8975
77.6367	94.3981	77.6367	94.1101	77.6367	93.6557	77.6367	93.9369
79.1016	94.4337	79.1016	94.1292	79.1016	93.6445	79.1016	93.9446
82.0312	94.4551	82.0312	94.1225	82.0312	93.5623	82.0312	93.9071
84.9609	94.4743	84.9609	94.129	84.9609	93.5083	84.9609	93.887
87.8906	94.4757	87.8906	94.1406	87.8906	93.6324	87.8906	93.9511
90.8203	94.3905	90.8203	94.0286	90.8203	93.6051	90.8203	93.8867
95.2148	94.545	95.2148	94.1557	95.2148	93.5899	95.2148	93.9501
98.1445	94.5452	98.1445	94.1216	98.1445	93.531	98.1445	93.9117
