"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	60.8439
21.9727	61.1363
23.4375	61.6254
24.9023	62.887
26.3672	64.5366
27.832	65.6335
29.2969	66.7014
30.7617	67.6424
32.2266	68.6663
33.6914	69.4967
35.1563	70.3762
36.6211	71.2657
38.0859	72.0821
39.5508	72.8763
41.0156	73.6738
42.4805	74.4113
43.9453	75.0075
45.4102	75.6168
46.875	76.2082
48.3398	76.8127
51.2695	77.9289
52.7344	78.4878
54.1992	78.9701
55.6641	79.4757
58.5938	80.3473
60.0586	80.7094
62.9883	81.4729
64.4531	81.8718
67.3828	82.5448
68.8477	82.8344
71.7773	83.3674
74.707	83.9122
77.6367	84.4305
79.1016	84.6086
82.0313	84.9032
84.9609	85.2102
87.8906	85.4926
90.8203	85.6541
95.2148	85.8699
98.1445	85.9862
101.074	86.0298
105.469	85.9832
108.398	86.0483
112.793	86.1273
117.188	86.0708
120.117	86.0859
124.512	86.036
128.906	85.8999
133.301	85.8333
139.16	85.6763
143.555	85.4713
147.949	85.2985
153.809	85.095
159.668	84.9931
165.527	84.9801
171.387	84.8102
177.246	84.6166
183.105	84.3105
188.965	84.0421
196.289	83.8992
203.613	83.6278
210.938	83.4575
218.262	83.2346
225.586	83.176
232.91	83.2091
241.699	82.8663
250.488	82.5845
259.277	82.9297
268.066	82.8867
276.855	82.8654
287.109	83.0858
297.363	82.9575
307.617	83.0282
319.336	82.6936
329.59	82.5841
341.309	82.3873
353.027	82.0326
366.211	81.9525
379.395	82.3458
392.578	81.8943
405.762	81.1892
420.41	81.4325
435.059	81.0921
451.172	81.1155
465.82	81.1399
483.398	80.7647
499.512	80.6795
517.09	81.1365
536.133	80.9952
555.176	81.8755
574.219	82.414
594.727	82.7413
615.234	82.84
637.207	82.5774
659.18	82.4639
682.617	81.9387
707.52	81.8092
732.422	81.7836
757.324	81.8419
785.156	82.4789
811.523	81.9448
840.82	81.9787
870.117	81.5238
900.879	81.3296
933.105	81.2151
965.332	80.8482
1,000.49	80.9313
1,035.64	80.7616
1,072.27	80.95
1,108.89	81.56
1,148.44	82.1349
1,189.45	81.7739
1,230.47	81.6249
1,274.41	81.4726
1,319.82	81.1372
1,366.7	80.5768
1,413.57	80.0767
1,463.38	80.2962
1,516.11	80.6761
1,568.85	80.6042
1,624.51	79.9565
1,681.64	79.67
1,741.7	80.3545
1,803.22	80.4007
1,866.21	80.289
1,932.13	80.8944
1,999.51	81.1725
2,069.82	81.0154
2,143.07	80.4857
2,219.24	81.3793
2,296.88	81.0858
2,378.91	81.3826
2,462.4	81.5127
2,548.83	80.7263
2,639.65	81.1851
2,731.93	81.5674
2,828.61	81.044
2,928.22	81.2788
3,030.76	81.182
3,137.7	80.9772
3,249.02	81.0493
3,363.28	80.9974
3,481.93	80.9282
3,604.98	81.242
3,732.42	81.1243
3,864.26	81.4063
4,000.49	81.2375
4,141.11	81.1115
4,287.6	80.8316
4,438.48	80.8144
4,595.21	80.3759
4,756.35	80.2956
4,924.8	79.8592
5,097.66	80.1537
5,277.83	79.9372
5,463.87	79.7137
5,657.23	79.7802
5,856.45	79.753
6,062.99	79.7473
6,276.86	79.8599
6,498.05	80.0189
6,726.56	80.1322
6,963.87	80.2765
7,209.96	80.4064
7,464.84	80.4151
7,727.05	80.0305
7,999.51	79.8509
8,282.23	79.5664
8,573.73	79.3422
8,876.95	79.1131
9,188.96	78.9733
9,514.16	78.655
9,849.61	78.4305
10,196.8	78.1479
10,555.7	77.8539
10,927.7	77.7855
11,313	77.8433
11,712.9	78.0543
12,126	78.3726
12,553.7	78.4736
12,996.1	78.4043
13,454.6	78.5468
13,929.2	78.8261
14,419.9	78.7268
14,928.2	78.388
15,455.6	77.9643
16,000.5	77.9274
16,564.5	77.7188
17,148.9	76.5094
17,752.4	74.5628
18,379.4	72.9628
19,026.9	71.5559
19,697.8	70.1709
19,999.5	69.5683
