"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.9638
21.9727	53.9761
23.4375	56.4567
24.9023	58.0047
26.3672	59.7693
27.832	61.6567
29.2969	63.3281
30.7617	64.8056
32.2266	66.2478
33.6914	67.7553
35.1562	69.1334
36.6211	70.2693
38.0859	71.4915
39.5508	72.5953
41.0156	73.9098
42.4805	74.6988
43.9453	75.6125
45.4102	76.422
46.875	77.1157
48.3398	77.7361
51.2695	78.708
52.7344	79.0855
54.1992	79.4554
55.6641	79.7105
58.5938	80.1484
60.0586	80.2441
62.9883	80.7262
64.4531	80.9121
67.3828	81.1164
68.8477	81.1224
71.7773	81.2336
74.707	81.6658
77.6367	81.8791
79.1016	81.8948
82.0312	82.0869
84.9609	82.3049
87.8906	82.1066
90.8203	82.3514
95.2148	82.5701
98.1445	82.6872
101.074	82.7306
105.469	82.9292
108.398	83.0494
112.793	83.0722
117.188	83.1101
120.117	83.2465
124.512	83.2001
128.906	83.1064
133.301	83.0621
139.16	83.1191
143.555	83.0857
147.949	83.0502
153.809	82.7887
159.668	82.8231
165.527	82.8727
171.387	82.7519
177.246	82.7696
183.105	82.7066
188.965	82.4666
196.289	82.4183
203.613	82.4565
210.938	82.2634
218.262	82.0285
225.586	82.1274
232.91	81.8391
241.699	81.6027
250.488	81.5286
259.277	81.6023
268.066	81.4215
276.855	81.4072
287.109	81.407
297.363	81.4228
307.617	81.5007
319.336	81.1029
329.59	80.9722
341.309	80.9913
353.027	80.916
366.211	80.8954
379.395	80.9952
392.578	80.6268
405.762	80.1803
420.41	80.626
435.059	81.9204
451.172	81.8506
465.82	81.8678
483.398	81.7017
499.512	81.9233
517.09	81.5459
536.133	81.5043
555.176	81.6382
574.219	81.4801
594.727	81.1889
615.234	80.8213
637.207	80.571
659.18	80.2428
682.617	80.1438
707.52	79.9456
732.422	79.8974
757.324	80.6329
785.156	81.4174
811.523	82.0161
840.82	82.3192
870.117	82.5878
900.879	82.8414
933.105	82.7381
965.332	82.6949
1,000.49	82.4507
1,035.64	82.3053
1,072.27	81.9257
1,108.89	81.9388
1,148.44	81.7323
1,189.45	81.3441
1,230.47	81.4369
1,274.41	81.4671
1,319.82	81.9782
1,366.7	82.4006
1,413.57	82.3258
1,463.38	81.6196
1,516.11	80.8031
1,568.85	80.2841
1,624.51	79.46
1,681.64	79.5141
1,741.7	79.0275
1,803.22	78.4114
1,866.21	78.1383
1,932.13	78.1469
1,999.51	78.5023
2,069.82	78.4327
2,143.07	77.9225
2,219.24	76.7351
2,296.88	76.6365
2,378.91	76.9781
2,462.4	77.4276
2,548.83	77.1925
2,639.65	76.773
2,731.93	76.7383
2,828.61	77.8068
2,928.22	78.6533
3,030.76	78.9811
3,137.7	79.0122
3,249.02	79.0521
3,363.28	79.1102
3,481.93	79.1945
3,604.98	79.9692
3,732.42	80.7485
3,864.26	80.087
4,000.49	80.4201
4,141.11	81.1187
4,287.6	81.0648
4,438.48	81.1721
4,595.21	80.4667
4,756.35	80.8362
4,924.8	81.3248
5,097.66	81.3977
5,277.83	82.1104
5,463.87	82.8425
5,657.23	82.6094
5,856.45	82.0777
6,062.99	82.1572
6,276.86	81.8927
6,498.05	81.8063
6,726.56	81.9237
6,963.87	81.7113
7,209.96	82.0746
7,464.84	81.9564
7,727.05	82.4197
7,999.51	82.0468
8,282.23	81.7504
8,573.73	81.7768
8,876.95	81.9268
9,188.96	81.9968
9,514.16	82.2075
9,849.61	82.3589
10,196.8	82.6019
10,555.7	82.6965
10,927.7	82.8186
11,313	82.6724
11,712.9	82.5076
12,126	82.4163
12,553.7	82.2218
12,996.1	82.0013
13,454.6	81.8324
13,929.2	81.6574
14,419.9	81.3223
14,928.2	81.0056
15,455.6	80.6446
16,000.5	80.1091
16,564.5	79.6285
17,148.9	79.138
17,752.4	78.8391
18,379.4	78.5141
19,026.9	78.184
19,697.8	77.6342
19,999.5	77.3762
