"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.208	20.5078	49.1019	20.5078	55.8853	20.5078	53.9379
21.9727	51.9287	21.9727	51.1174	21.9727	58.0057	21.9727	56.0172
23.4375	54.1522	23.4375	54.2318	23.4375	60.2512	23.4375	58.3466
24.9023	56.2986	24.9023	56.2	24.9023	61.338	24.9023	59.6233
26.3672	57.9766	26.3672	58.2299	26.3672	62.9477	26.3672	61.2946
27.832	60.307	27.832	60.503	27.832	64.3385	27.832	62.9087
29.2969	62.1008	29.2969	62.3424	29.2969	65.7776	29.2969	64.453
30.7617	63.7073	30.7617	63.9367	30.7617	67.0565	30.7617	65.8252
32.2266	65.22	32.2266	65.5062	32.2266	68.32	32.2266	67.1755
33.6914	66.8737	33.6914	67.1288	33.6914	69.5965	33.6914	68.5674
35.1562	68.2983	35.1562	68.5819	35.1562	70.8461	35.1562	69.8816
36.6211	69.5052	36.6211	69.7794	36.6211	71.8499	36.6211	70.9538
38.0859	70.7884	38.0859	71.0595	38.0859	72.9433	38.0859	72.1141
39.5508	71.8979	39.5508	72.1982	39.5508	73.9912	39.5508	73.1908
41.0156	73.3151	41.0156	73.5854	41.0156	75.1156	41.0156	74.4175
42.4805	74.1345	42.4805	74.4088	42.4805	75.8368	42.4805	75.1773
43.9453	75.0781	43.9453	75.345	43.9453	76.6858	43.9453	76.0613
45.4102	75.9114	45.4102	76.1777	45.4102	77.4313	45.4102	76.8411
46.875	76.6341	46.875	76.8955	46.875	78.0582	46.875	77.505
48.3398	77.2847	48.3398	77.541	48.3398	78.6096	48.3398	78.0952
51.2695	78.3017	51.2695	78.5507	51.2695	79.472	51.2695	79.0191
52.7344	78.6907	52.7344	78.9415	52.7344	79.8119	52.7344	79.3799
54.1992	79.0819	54.1992	79.3281	54.1992	80.1313	54.1992	79.7282
55.6641	79.3542	55.6641	79.5973	55.6641	80.3438	55.6641	79.9652
58.5938	79.8377	58.5938	80.0619	58.5938	80.6835	58.5938	80.3616
60.0586	79.9437	60.0586	80.1664	60.0586	80.7515	60.0586	80.4456
62.9883	80.4683	62.9883	80.6709	62.9883	81.142	62.9883	80.8895
64.4531	80.6856	64.4531	80.8686	64.4531	81.2689	64.4531	81.0512
67.3828	80.9313	67.3828	81.0891	67.3828	81.399	67.3828	81.2263
68.8477	80.9353	68.8477	81.0988	68.8477	81.4001	68.8477	81.2303
71.7773	81.0496	71.7773	81.2162	71.7773	81.4916	71.7773	81.3329
74.707	81.4857	74.707	81.6574	74.707	81.8926	74.707	81.7512
77.6367	81.7326	77.6367	81.8864	77.6367	82.0371	77.6367	81.9376
79.1016	81.7666	79.1016	81.9081	79.1016	82.0168	79.1016	81.939
82.0312	82.0043	82.0312	82.1108	82.0312	82.1311	82.0312	82.1011
84.9609	82.2179	84.9609	82.3311	84.9609	82.3536	84.9609	82.3213
87.8906	81.8735	87.8906	82.0976	87.8906	82.4018	87.8906	82.2197
90.8203	82.2342	90.8203	82.3781	90.8203	82.4417	90.8203	82.3844
95.2148	82.5532	95.2148	82.6162	95.2148	82.4979	95.2148	82.5418
98.1445	82.7107	98.1445	82.7345	98.1445	82.5511	98.1445	82.634
101.074	82.6854	101.074	82.7738	101.074	82.6836	101.074	82.7092
105.469	82.7737	105.469	82.9577	105.469	83.0294	105.469	82.9608
108.398	83.0586	108.398	83.0801	108.398	82.9294	108.398	82.997
112.793	83.0848	112.793	83.119	112.793	82.9414	112.793	83.0194
117.188	83.1684	117.188	83.1538	117.188	82.9376	117.188	83.044
120.117	83.4132	120.117	83.3187	120.117	82.843	120.117	83.0938
124.512	83.3997	124.512	83.2793	124.512	82.7239	124.512	83.0203
128.906	83.2658	128.906	83.2134	128.906	82.6738	128.906	82.9479
133.301	83.165	133.301	83.135	133.301	82.7475	133.301	82.9409
139.16	83.2429	139.16	83.1912	139.16	82.754	139.16	82.9766
143.555	83.2684	143.555	83.1477	143.555	82.6823	143.555	82.9334
147.949	83.3339	147.949	83.1337	147.949	82.472	147.949	82.8399
153.809	82.9495	153.809	82.8598	153.809	82.4571	153.809	82.6704
159.668	82.9394	159.668	82.8806	159.668	82.5397	159.668	82.716
165.527	83.0193	165.527	82.9189	165.527	82.5424	165.527	82.7449
171.387	82.9221	171.387	82.7805	171.387	82.4286	171.387	82.6274
177.246	83.0132	177.246	82.7731	177.246	82.3873	177.246	82.6237
183.105	83.1008	183.105	82.7953	183.105	81.9545	183.105	82.4392
188.965	82.7473	188.965	82.5498	188.965	81.9452	188.965	82.2832
196.289	82.7268	196.289	82.4168	196.289	81.9613	196.289	82.2478
203.613	82.9286	203.613	82.4799	203.613	81.7263	203.613	82.1977
210.938	82.6916	210.938	82.3245	210.938	81.5497	210.938	82.0136
218.262	82.3356	218.262	82.0648	218.262	81.6201	218.262	81.8927
225.586	82.5878	225.586	82.1627	225.586	81.4948	225.586	81.9159
232.91	82.3468	232.91	81.7971	232.91	81.2402	232.91	81.6321
241.699	82.2899	241.699	81.6086	241.699	80.6682	241.699	81.2947
250.488	82.2888	250.488	81.5197	250.488	80.537	250.488	81.2083
259.277	82.385	259.277	81.547	259.277	80.5287	259.277	81.2369
268.066	82.2686	268.066	81.3331	268.066	80.2407	268.066	81.0149
276.855	82.1555	276.855	81.531	276.855	80.2819	276.855	81.0645
287.109	82.2077	287.109	81.5065	287.109	80.068	287.109	80.9772
297.363	82.5577	297.363	81.3231	297.363	79.7766	297.363	80.8935
307.617	82.5896	307.617	81.5049	307.617	79.7589	307.617	80.952
319.336	82.1297	319.336	81.0242	319.336	79.6106	319.336	80.6134
329.59	81.9514	329.59	81.1861	329.59	79.2024	329.59	80.4493
341.309	82.1279	341.309	80.9607	341.309	79.2511	341.309	80.4459
353.027	82.128	353.027	80.9421	353.027	78.6676	353.027	80.2152
366.211	82.0508	366.211	80.9399	366.211	78.8694	366.211	80.2674
379.395	82.111	379.395	81.1164	379.395	78.9361	379.395	80.3681
392.578	81.7028	392.578	80.8252	392.578	78.4368	392.578	79.9648
405.762	81.1562	405.762	80.0456	405.762	78.9987	405.762	79.7935
420.41	81.9443	420.41	79.9494	420.41	79.8347	420.41	80.3618
435.059	83.7784	435.059	81.1093	435.059	80.6701	435.059	81.5793
451.172	83.7499	451.172	81.676	451.172	79.114	451.172	81.1396
465.82	83.6681	465.82	81.8414	465.82	79.1705	465.82	81.1825
483.398	83.3929	483.398	81.8231	483.398	78.5456	483.398	80.8812
499.512	83.6906	499.512	81.866	499.512	78.9541	499.512	81.1278
517.09	83.1558	517.09	81.7646	517.09	78.4085	517.09	80.7372
536.133	83.387	536.133	81.5266	536.133	77.8312	536.133	80.5661
555.176	83.4497	555.176	82.2495	555.176	77.4064	555.176	80.7447
574.219	83.2856	574.219	81.8079	574.219	77.5316	574.219	80.548
594.727	82.9018	594.727	81.5381	594.727	77.4351	594.727	80.2837
615.234	82.5349	615.234	81.2889	615.234	76.6695	615.234	79.8563
637.207	82.184	637.207	80.962	637.207	76.4813	637.207	79.5564
659.18	81.9156	659.18	80.5135	659.18	76.259	659.18	79.232
682.617	81.8312	682.617	80.6057	682.617	75.7342	682.617	79.1031
707.52	80.8421	707.52	80.885	707.52	76.6422	707.52	79.1393
732.422	80.9169	732.422	80.4526	732.422	77.139	732.422	79.1464
757.324	81.8849	757.324	81.0493	757.324	77.2504	757.324	79.7036
785.156	82.7514	785.156	81.4011	785.156	77.7288	785.156	80.2644
811.523	83.6546	811.523	81.6594	811.523	78.8808	811.523	81.0244
840.82	84.5799	840.82	81.2819	840.82	78.1565	840.82	81.0604
870.117	85.06	870.117	81.8051	870.117	78.122	870.117	81.4203
900.879	85.4753	900.879	81.8145	900.879	78.115	900.879	81.613
933.105	85.6153	933.105	81.2512	933.105	77.7593	933.105	81.4428
965.332	85.5742	965.332	81.1631	965.332	77.0805	965.332	81.2527
1,000.49	85.4081	1,000.49	80.9563	1,000.49	76.2422	1,000.49	80.9476
1,035.64	85.1814	1,035.64	80.8365	1,035.64	75.5661	1,035.64	80.6746
1,072.27	84.8418	1,072.27	80.5823	1,072.27	75.2848	1,072.27	80.3692
1,108.89	84.5622	1,108.89	80.7263	1,108.89	75.7116	1,108.89	80.3378
1,148.44	84.4518	1,148.44	80.2217	1,148.44	75.3371	1,148.44	80.0632
1,189.45	83.9743	1,189.45	80.1696	1,189.45	73.8437	1,189.45	79.5533
1,230.47	84.2543	1,230.47	80.2815	1,230.47	72.8744	1,230.47	79.6216
1,274.41	84.3997	1,274.41	80.5414	1,274.41	73.0222	1,274.41	79.8046
1,319.82	84.9612	1,319.82	80.9832	1,319.82	73.5065	1,319.82	80.3185
1,366.7	85.3178	1,366.7	81.3876	1,366.7	73.9079	1,366.7	80.6956
1,413.57	85.3718	1,413.57	80.6554	1,413.57	71.8308	1,413.57	80.3073
1,463.38	84.388	1,463.38	79.8951	1,463.38	71.3885	1,463.38	79.4344
