"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.2442	20.5078	47.0972	20.5078	46.6963	20.5078	46.9206
21.9727	49.7535	21.9727	49.656	21.9727	49.3266	21.9727	49.5051
23.4375	52.4624	23.4375	52.3549	23.4375	52.0479	23.4375	52.2175
24.9023	54.2416	24.9023	54.1407	24.9023	53.8744	24.9023	54.0226
26.3672	56.3571	26.3672	56.2573	26.3672	55.9913	26.3672	56.1392
27.832	58.1399	27.832	58.0405	27.832	57.7727	27.832	57.9213
29.2969	59.8644	29.2969	59.7504	29.2969	59.4597	29.2969	59.6226
30.7617	61.5906	30.7617	61.481	30.7617	61.2126	30.7617	61.3636
32.2266	63.0606	32.2266	62.932	32.2266	62.6176	32.2266	62.7952
33.6914	64.488	33.6914	64.36	33.6914	64.0422	33.6914	64.2213
35.1563	65.8975	35.1563	65.7649	35.1563	65.4323	35.1563	65.6197
36.6211	67.0709	36.6211	66.9352	36.6211	66.6	36.6211	66.7893
38.0859	68.1515	38.0859	68.0135	38.0859	67.6809	38.0859	67.8694
39.5508	69.1964	39.5508	69.0472	39.5508	68.6843	39.5508	68.8902
41.0156	70.0732	41.0156	69.9242	41.0156	69.5736	41.0156	69.7733
42.4805	70.9892	42.4805	70.8405	42.4805	70.4874	42.4805	70.6883
43.9453	71.8001	43.9453	71.6523	43.9453	71.3009	43.9453	71.5008
45.4102	72.5079	45.4102	72.3424	45.4102	71.9578	45.4102	72.1779
46.875	73.1983	46.875	73.0184	46.875	72.5846	46.875	72.8323
48.3398	73.7118	48.3398	73.5333	48.3398	73.0929	48.3398	73.3436
51.2695	74.7103	51.2695	74.5567	51.2695	74.213	51.2695	74.4103
52.7344	75.1499	52.7344	74.9944	52.7344	74.659	52.7344	74.8526
54.1992	75.4589	54.1992	75.3084	54.1992	74.9916	54.1992	75.1749
55.6641	75.7562	55.6641	75.5766	55.6641	75.2091	55.6641	75.4236
58.5938	76.4258	58.5938	76.2278	58.5938	75.777	58.5938	76.0371
60.0586	76.6086	60.0586	76.4138	60.0586	75.9694	60.0586	76.2256
62.9883	77.097	62.9883	76.9165	62.9883	76.522	62.9883	76.7501
64.4531	77.3135	64.4531	77.1363	64.4531	76.7636	64.4531	76.9802
67.3828	77.6554	67.3828	77.474	67.3828	77.1162	67.3828	77.3263
68.8477	77.7446	68.8477	77.5581	68.8477	77.197	68.8477	77.4098
71.7773	78.0633	71.7773	77.8586	71.7773	77.4692	71.7773	77.6999
74.707	78.4839	74.707	78.2651	74.707	77.8347	74.707	78.0889
77.6367	78.6583	77.6367	78.4507	77.6367	78.0593	77.6367	78.2916
79.1016	78.6485	79.1016	78.4404	79.1016	78.0567	79.1016	78.2853
82.0313	78.7957	82.0313	78.5854	82.0313	78.209	82.0313	78.4344
84.9609	79.0277	84.9609	78.831	84.9609	78.5242	84.9609	78.7122
87.8906	79.0889	87.8906	78.8455	87.8906	78.4648	87.8906	78.6994
90.8203	79.2512	90.8203	78.9948	90.8203	78.562	90.8203	78.8255
95.2148	79.3763	95.2148	79.1167	95.2148	78.6637	95.2148	78.938
