"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.2624	20.5078	47.2542	20.5078	47.1509	20.5078	47.2426	20.5078	39.9909	20.5078	40.0826	20.5078	39.9794
21.9727	49.7648	21.9727	49.7607	21.9727	49.6819	21.9727	49.7617	21.9727	39.9784	21.9727	40.0582	21.9727	39.9794
23.4375	52.4758	23.4375	52.4688	23.4375	52.38	23.4375	52.4129	23.4375	40.0353	23.4375	40.0682	23.4375	39.9794
24.9023	54.2544	24.9023	54.2475	24.9023	54.164	24.9023	54.1983	24.9023	40.0285	24.9023	40.0628	24.9023	39.9794
26.3672	56.3697	26.3672	56.3623	26.3672	56.2772	26.3672	56.2859	26.3672	40.0558	26.3672	40.0645	26.3672	39.9794
27.832	58.1525	27.832	58.1447	27.832	58.0578	27.832	58.0483	27.832	40.0757	27.832	40.0663	27.832	39.9794
29.2969	59.8791	29.2969	59.8693	29.2969	59.7707	29.2969	59.7379	29.2969	40.1109	29.2969	40.078	29.2969	39.9794
30.7617	61.6049	30.7617	61.5951	30.7617	61.4997	30.7617	61.4614	30.7617	40.1131	30.7617	40.0748	30.7617	39.9794
32.2266	63.0774	32.2266	63.0654	32.2266	62.954	32.2266	62.8859	32.2266	40.1589	32.2266	40.0908	32.2266	39.9794
33.6914	64.5045	33.6914	64.4925	33.6914	64.3807	33.6914	64.303	33.6914	40.1689	33.6914	40.0912	33.6914	39.9794
35.1563	65.9146	35.1563	65.9019	35.1563	65.7854	35.1563	65.6929	35.1563	40.1884	35.1563	40.096	35.1563	39.9794
36.6211	67.0886	36.6211	67.0753	36.6211	66.9562	36.6211	66.8558	36.6211	40.199	36.6211	40.0985	36.6211	39.9794
38.0859	68.1695	38.0859	68.1558	38.0859	68.0352	38.0859	67.9315	38.0859	40.2037	38.0859	40.1	38.0859	39.9794
39.5508	69.2159	39.5508	69.201	39.5508	69.0711	39.5508	68.9505	39.5508	40.2299	39.5508	40.1093	39.5508	39.9794
41.0156	70.0928	41.0156	70.0778	41.0156	69.9488	41.0156	69.8298	41.0156	40.2274	41.0156	40.1084	41.0156	39.9794
42.4805	71.0087	42.4805	70.9936	42.4805	70.8638	42.4805	70.7414	42.4805	40.2316	42.4805	40.1092	42.4805	39.9794
43.9453	71.8195	43.9453	71.8044	43.9453	71.6749	43.9453	71.5463	43.9453	40.2374	43.9453	40.1089	43.9453	39.9794
45.4102	72.5298	45.4102	72.5126	45.4102	72.3696	45.4102	72.2191	45.4102	40.2728	45.4102	40.1224	45.4102	39.9794
46.875	73.2217	46.875	73.2031	46.875	73.0477	46.875	72.8741	46.875	40.3085	46.875	40.1349	46.875	39.9794
48.3398	73.735	48.3398	73.7167	48.3398	73.5618	48.3398	73.3854	48.3398	40.3107	48.3398	40.1342	48.3398	39.9794
51.2695	74.7308	51.2695	74.7145	51.2695	74.5816	51.2695	74.4437	51.2695	40.2503	51.2695	40.1124	51.2695	39.9794
52.7344	75.1709	52.7344	75.1542	52.7344	75.0204	52.7344	74.8841	52.7344	40.2495	52.7344	40.1133	52.7344	39.9794
54.1992	75.4794	54.1992	75.4631	54.1992	75.3339	54.1992	75.2036	54.1992	40.2389	54.1992	40.1086	54.1992	39.9794
55.6641	75.7807	55.6641	75.7611	55.6641	75.6097	55.6641	75.449	55.6641	40.2915	55.6641	40.1308	55.6641	39.9794
58.5938	76.4521	58.5938	76.4309	58.5938	76.2623	58.5938	76.0644	58.5938	40.346	58.5938	40.148	58.5938	39.9794
60.0586	76.6344	60.0586	76.6136	60.0586	76.4471	60.0586	76.2514	60.0586	40.3416	60.0586	40.1459	60.0586	39.9794
62.9883	77.1212	62.9883	77.1017	62.9883	76.9473	62.9883	76.7733	62.9883	40.3077	62.9883	40.1338	62.9883	39.9794
64.4531	77.3376	64.4531	77.3182	64.4531	77.1674	64.4531	77.0021	64.4531	40.2955	64.4531	40.1302	64.4531	39.9794
67.3828	77.6804	67.3828	77.6602	67.3828	77.5076	67.3828	77.3447	67.3828	40.2949	67.3828	40.132	67.3828	39.9794
