"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	44.0659	20.5078	44.0604	20.5078	44.0442	20.5078	44.0577	20.5078	59.9821	20.5078	59.9957	20.5078	59.9794
21.2402	46.1387	21.2402	46.0597	21.2402	45.5274	21.2402	44.6929	21.2402	61.3463	21.2402	60.5118	21.2402	59.9794
21.9727	44.8226	21.9727	44.7836	21.9727	44.6504	21.9727	44.6625	21.9727	60.1005	21.9727	60.1126	21.9727	59.9794
22.7051	49.1668	22.7051	49.1322	22.7051	48.942	22.7051	48.7679	22.7051	60.3437	22.7051	60.1697	22.7051	59.9794
23.4375	47.8087	23.4375	47.725	23.4375	47.1529	23.4375	46.3228	23.4375	61.3816	23.4375	60.5515	23.4375	59.9794
24.1699	45.4836	24.1699	45.4072	24.1699	45.0724	24.1699	44.9083	24.1699	60.4784	24.1699	60.3142	24.1699	59.9794
25.6348	49.0004	25.6348	48.9187	25.6348	48.56	25.6348	48.4419	25.6348	60.4561	25.6348	60.3381	25.6348	59.9794
26.3672	49.6003	26.3672	49.5175	26.3672	49.1578	26.3672	49.0347	26.3672	60.4622	26.3672	60.3391	26.3672	59.9794
27.0996	50.8747	27.0996	50.8065	27.0996	50.5713	27.0996	50.6458	27.0996	60.1401	27.0996	60.2146	27.0996	59.9794
27.832	51.4509	27.832	51.3843	27.832	51.2023	27.832	51.4157	27.832	59.948	27.832	60.1614	27.832	59.9794
29.2969	53.0626	29.2969	52.9957	29.2969	52.8213	29.2969	53.0833	29.2969	59.8918	29.2969	60.1538	29.2969	59.9794
30.0293	54.5921	30.0293	54.5324	30.0293	54.3955	30.0293	54.6709	30.0293	59.8409	30.0293	60.1162	30.0293	59.9794
31.4941	56.335	31.4941	56.2646	31.4941	56.0775	31.4941	56.3386	31.4941	59.9053	31.4941	60.1664	31.4941	59.9794
32.2266	57.9009	32.2266	57.8286	32.2266	57.5829	32.2266	57.6978	32.2266	60.1103	32.2266	60.2252	32.2266	59.9794
33.6914	58.9659	33.6914	58.8886	33.6914	58.6853	33.6914	58.9701	33.6914	59.8979	33.6914	60.1827	33.6914	59.9794
34.4238	59.6708	34.4238	59.5961	34.4238	59.4143	34.4238	59.7301	34.4238	59.8454	34.4238	60.1612	34.4238	59.9794
35.8887	61.6422	35.8887	61.5834	35.8887	61.4992	35.8887	61.8975	35.8887	59.6653	35.8887	60.0637	35.8887	59.9794
37.3535	63.8599	37.3535	63.8068	37.3535	63.7243	37.3535	64.0652	37.3535	59.7209	37.3535	60.0619	37.3535	59.9794
38.8184	66.177	38.8184	66.126	38.8184	66.012	38.8184	66.2469	38.8184	59.8585	38.8184	60.0934	38.8184	59.9794
