"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	44.0521
21.2402	45.2528
21.9727	44.6719
22.7051	48.8899
23.4375	46.8858
24.1699	45.0432
25.6348	48.5536
26.3672	49.1494
27.0996	50.633
27.832	51.3192
29.2969	52.9593
30.0293	54.535
31.4941	56.2166
32.2266	57.6637
33.6914	58.8371
34.4238	59.5776
35.8887	61.6887
37.3535	63.8872
38.8184	66.1304
39.5508	66.8945
41.0156	69.1194
42.4805	70.9944
43.9453	72.5908
45.4102	74.2563
47.6074	76.6521
49.0723	78.1398
50.5371	79.4424
52.7344	81.3786
54.1992	82.564
56.3965	84.0562
58.5938	85.5969
60.0586	86.4638
62.2559	87.484
64.4531	88.434
66.6504	89.2564
69.5801	90.1792
71.7773	90.7619
73.9746	91.2736
76.9043	91.8695
79.834	92.3913
82.7637	92.8204
85.6934	93.1734
88.623	93.4995
91.5527	93.7332
94.4824	93.9709
98.1445	94.223
101.807	94.4205
105.469	94.5438
109.131	94.6826
112.793	94.8235
116.455	94.9378
120.85	95.0617
125.244	95.1209
129.639	95.1719
134.033	95.2767
138.428	95.3141
143.555	95.34
148.682	95.3772
153.809	95.3437
159.668	95.3233
164.795	95.3256
170.654	95.2839
176.514	95.2234
183.105	95.1171
189.697	94.9981
196.289	94.9277
202.881	94.7919
210.205	94.6102
217.529	94.4385
225.586	94.227
232.91	94.0861
241.699	93.8972
249.756	93.7245
258.545	93.6265
268.066	93.2706
277.588	93.1772
287.109	93.0567
297.363	92.609
307.617	92.5436
318.604	92.2777
329.59	91.884
341.309	91.7466
353.76	91.5883
366.211	91.2418
378.662	90.7331
392.578	90.577
405.762	90.9872
420.41	91.1047
435.059	91.09
450.439	91.0601
466.553	91.1004
482.666	90.9275
500.244	90.8175
517.822	90.7379
536.133	90.6139
554.443	90.8017
574.219	90.5676
594.727	90.7695
615.234	90.8557
637.207	90.8391
659.912	90.9366
683.35	91.1028
706.787	91.0262
731.689	90.9978
758.057	90.6976
784.424	90.4841
812.256	90.4429
840.82	90.3586
870.85	90.2331
901.611	90.5574
933.105	91.1517
966.064	91.1708
999.756	90.9687
1,034.91	90.9745
1,071.53	90.7868
1,109.62	90.6964
1,148.44	90.6329
1,189.45	90.7315
1,231.2	90.7897
1,274.41	90.5472
1,319.82	90.105
1,365.97	89.8711
1,414.31	89.9024
1,464.11	90.1764
1,515.38	90.1296
1,568.85	89.779
1,624.51	89.7286
1,681.64	89.9147
1,740.97	90.6866
1,802.49	91.7591
1,866.21	91.2088
1,932.13	89.9103
2,000.24	89.9053
2,070.56	90.1391
2,143.8	89.7948
2,219.24	89.4002
2,297.61	90.3087
2,378.17	91.0516
2,462.4	90.9083
2,548.83	91.1361
2,638.92	91.4728
2,731.93	91.5626
2,828.61	91.6162
2,928.22	90.466
3,031.49	87.7373
3,138.43	86.3739
3,249.02	87.6091
3,363.28	88.4787
3,481.93	88.9256
3,604.98	89.302
3,732.42	89.1583
3,863.53	88.3843
3,999.76	89.6638
4,141.11	90.6302
4,286.87	92.0619
4,438.48	92.8613
4,594.48	93.2833
4,757.08	93.8637
4,924.8	94.3202
5,098.39	94.0748
5,277.83	93.5923
5,463.87	93.0711
5,656.49	92.5498
5,856.45	92.2814
6,062.99	92.2851
6,276.86	92.551
6,498.05	92.4525
6,727.29	92.8683
6,964.6	93.2513
7,209.96	93.5425
7,464.11	93.3364
7,727.78	92.4326
8,000.24	91.5688
8,282.23	91.9989
8,574.46	91.6483
8,876.22	90.6176
9,189.7	89.3136
9,513.43	87.9652
9,848.88	87.0951
10,196.8	87.3698
10,556.4	88.5393
10,928.5	89.8211
11,313.7	90.7703
11,712.9	90.9758
12,126	91.0339
12,553.7	91.5987
12,996.1	92.1753
13,454.6	92.5255
13,928.5	92.86
14,419.9	93.1654
14,928.2	93.4165
15,454.8	92.9846
15,999.8	93.0575
16,564.5	92.046
17,148.2	91.2311
17,753.2	90.7446
18,379.4	88.7836
19,027.6	86.4728
19,698.5	86.8758
19,999.5	87.0117
